"","x"
"158","We have accelerated our fish production program. Additional credit, a much-expanded fishery extension force and additional cold storage and marketing facilities enabled us to produce considerably more fish in 1971 than in previous years. We have even begun to export modest but growing quantities of shrimp and other marine products because of this accelerated program."
"159","1971 also saw further advances in our meat-production drive. We dispersed some 4,000 heads of cattle, 4,000 heads of swine, and 200,000 ducklings in 1971. This will result in the rapid upgrading of our local livestock breeds and in the revitalization of our waning duck industry."
"160","We also launched, for the first time in our history, a milk-production program designed to offset the vastly increased prices of milk and milk products in the world market. The only real answer to increased world prices, as you all know, is to produce the commodity ourselves in order to be less vulnerable to the economic policies of other countries. This we have started to do in this vital commodity—milk."
"161","Our mining and oil exploitation sectors received new boosts from the government last year. We provided credit and other forms of assistance to our nickel projects. We formulated new and liberal guidelines designed to attract badly needed foreign investment into the oil exploration industry. In coopera­tion with foreign entities, we launched new ventures to harness our vast thermal and gas resources for producing power. We began to explore the possibility of new markets for our copper concentrates in the light of a sudden drop in world copper prices. Even now, we are seriously studying the economic feasibility of establishing our own copper smelting facilities to protect our copper industry."
"162","One of the most important things that we did in 1971 was to establish, after careful studies, the basis for a truly effective forest conservation program. A Presidential Committee on Wood Industry Development, which I created in March of last year with private sector representatives, recommended sweeping reforms in our forestry and conservation policies. I have approved these recom­mendations and the stage is now set for the rapid rationalization and develop­ment of our wood industries and the protection of our forest resources. In this field too, we will need legislation to institutionalize the recommended reforms. I recommend to Congress the bill that we are now preparing in order to conserve our forest patrimony for our generations to come. Unless we take drastic steps now, we will have reached the point of irreversible descent by 1985. At that point, it will be too late to prevent our rich country from becoming a wasteland."
"163","Although we continue to gain from our recent efforts, developments due to factors not within our control—the international monetary crisis, unfavorable prices for our exports in world markets, strikes in U.S. ports, etc.—slowed down our export expansion."
"164","We enjoyed a balance of payments surplus of $10 million in 1970. This was attributed largely to the sales of copper concentrates, pineapple in syrup, molasses, plywood, desiccated coconut, and bananas. We would have had a better trade performance on our side if we did not have to import rice and corn in 1971."
"165","The Department of Commerce and Industry revitalized its commercial intelligence corps; provided a better market structure for the smooth geographical movements of goods and services; and aligned its export promotion program with that of the United Nations Development Program. UNDP has committed itself to assist us in this effort."
"166","The DCI is perfecting a plan which would promote tourism in other countries with the help of foreign-based marketing organizations. The target includes the estimated 400,000 Filipino nationals in the United States. This program also calls for the improvement and modernization of entry facilities into our country, at air and major seaports, tourist plants, amusement centers, and recreational parks, and the removal of tax problems that deter Filipinos from coming to their own country either as tourists, investors, returning residents, or plain visitors. With the tragic fire that caught the Manila International Airport last weekend, the rehabilitation of tourism facilities requires high priority for airport development."
"167","With the expected boost in the tourist industry, it is estimated that some $40 million in revenue can be revitalized for the support of the country’s develop­ment program."
"168","During fiscal year 1971, some 447 nonagricultural cooperatives were registered as against 291 for fiscal year 1970, thereby increasing the number of registered cooperatives to 4,917 as of June 30, 1971. For fiscal year 1971, credit union led the number of registration with its 265, followed by consumer cooperatives with 142. For the first half of FY 1971-1972, an additional 208 cooperatives were registered, bringing the total registration to 5,125 as of December 31, 1971."
"169","The BIR last year realized a gross collection exceeding the P3 billion marks, representing an increase of 23.2% over that of fiscal year 1969-1970 (P2.084 million). The net collection on the other hand for fiscal year 1970-1971 was P1,581 million or an increase of P243 million or 18.18% over that of fiscal year 1969-1970 (P1,388 million)."
"170","For the current fiscal year, the first semester’s BIR gross collection (July 1 to December 31, 1971) was P1,240 million, an increase of P201 million or 19.34% over that of the first semester last fiscal year (P1,039 million). The corresponding net collection for the same period (July 1 to December 31, 1971) was P844 million, an increase of P158 million or 23.03% over that of the same semester."
"171","The Bureau of Customs had a gross collection of P1,562 million for calendar year 1971, representing an increase of P355 million or 29.44% over that of the preceding calendar year (P1,207 million). A comparison on the fiscal year basis shows that collections by the Bureau in fiscal year 1971 were P1,378 million, representing an increase of P352 million or 34.34% over that of the preceding fiscal year (P1,026 million). Collection for the first semester of the current fiscal year was P828 million which, compared to that of the first semester of the last fiscal year (P644 million), shows an increase of P184 million or 28.69%."
"172","Assessments of taxable real properly in provinces and cities as of June 30, 1970, add up to P18.617 million, which rose to P19,883 million as of June 30, 1971, representing an increase of P1,266 million. On real property tax collec­tions, the totals are P149 million for fiscal year 1970 and P173 million for fiscal year 1971, showing an increase of P24 million."
"173","The increased collection of the Bureau has been made possible by the collection through banks which has reduced substantially the issuance of fake receipts by unscrupulous persons; grouping of internal revenue examination by industries; extensive use of collection and assessment data prepared by electronic data processing; improvement of tax audit methods of examination and investigation of internal revenue taxes; collection of delinquent accounts through R.A. No. 5203 or by warrants of distraint and levy."
"174","Such bold investment decisions, in response to a climate of confidence that has been engendered, will undoubtedly speed up the industrialization of our country."
"175","Construction is also going on in Bukidnon of a plant to manufacture high-grade paper from abaca, which will represent an entirely new utilization in the Philippines of a traditional raw material export and stimulate the whole abaca industry."
"176","Last year alone, we paved with concrete or asphalt 449 kilometers of roads, constructed 528 kilometers of gravel roads and 3,736 meters of permanent bridges."
"177","Next fiscal year’s program envisions the concrete-paving of 340 kilometers of roads, asphalting of 777 kilometers, and construction of 1,311 kilometers of developmental or feeder roads, and the construction of 5,000 meters of permanent bridges."
"178","We have accelerated the implementation of the Philippine-Japan Highway Project this fiscal year and we shall speed up work further on the project next year."
"179","In Mindanao, the construction of roads with great economic value will be started this year. They are the General Santos-Cotabato Road, the Digos (Davao)-Cotabato City Road which will be implemented from a World Bank loan."
"180","Emphasis is also being given to the construction and improvement of air­ports throughout the country and the facilities necessary for their operations. To ensure safety of air travel, the government is pursuing the construction of modem air navigation facilities all over the country. We expect to accomplish this important project within the next two years."
"181","Last year, we constructed and improved 75 airports with a total expenditure of P32.4 million. Likewise, we constructed 37 new air navigation facilities, and improved and maintained 95 facilities."
"182","Our program for the next fiscal year involves the continued acquisition and installation of equipment for ongoing projects and the implementation of the $1.0 million Belgian loan for the lighting facilities for the Manila International Airport and 12 trunk line airports."
"183","We completed and inaugurated the Bicol microwave link under the NTEI Project. This system is expected to ease up traffic through voice and telegraph circuits between the Bicol Region and Manila and other parts of the country."
"184","We established high-grade UHF, VHF radio links from Cebu to Western Visayas, particularly to Negros, Iloilo, Capiz, and Aklan. Among the stations commissioned were Kalibo, Roxas, Iloilo, and Bacolod."
"185","We envision the implementation of the Mindanao Telecommunications Development Project the next fiscal year."
"186","Next year, we hope to open up new irrigation systems, including the Magal River Multi-Purpose Project, the construction of communal irrigation systems in places where water resources are limited and the intensified pump irrigation program."
"187","On flood control, the government is making arrangements for the im­plementation of the Manila and Suburbs Food Control Project to be financed from the Japanese loan. Negotiations are being made so that a major portion of capital investment for this project can be accommodated from the loan fund and the rest from a local fund. A bill has also been filed in Congress to raise funds for this project."
"188","We have constructed 20 and improved and repaired 34 national buildings and hospitals, distributed 2,792 and erected 2,016 two-room and three-room units of the Marcos-type school buildings; constructed 216 rooms of non-pre­fabricated school buildings; constructed 110 and repaired and/or improved 626 school and public buildings like home economics and shop buildings, public markets, and libraries; constructed 3,190 meters of seawall protection; dredged to adequate water depth in all national ports, harbors, navigable rivers, and waterways throughout the country; improved the esteros, repaired and improved river walls, pumping stations, and surveys of the Manila and Suburbs Flood Control and Drainage. We have completed the construction of 200 meters of revetment at Calumpit, Bulacan, and 1,356 meters of earth dikes along the Rio Chico River at Aliaga and Licab, in Nueva Ecija."
"189","The bureau continued the nationwide inventory and appraisal of surface water and groundwater potentials of the country for the formulation of plans for the scientific utilization and control of the country’s water resources for flood control, irrigation, power generation, water supply, water transport, and water-based recreation."
"190","In the last six fiscal years, the LTC has collected P501,355,369 in revenues, of which P451,093,877 went to the Highway Special Fund."
"191","We have procured a plate-making plant from Japan through reparations which, during the fiscal year of operation, contributed to the national treasury a total of P933,392. The plate manufacturing plant of the LTC is advantageous not only because it has prevented tampering of plates but also has simplified fund accounting."
"192","The Development Bank of the Philippines lent P10 million to build addi­tional hotels."
"193","In addition, we are building youth hotels in 12 selected areas. This is in support of the youth travel program, which forms an important segment of domestic tourism program. This program anticipates a shortage of 851 rooms by 1974 and approximately 1,800 rooms by 1975. Additional hotel rooms now under construction are expected to meet such shortages."
"194","Our current plans call for an outlay of P3.7 billion for infrastructure development designed to meet the priorities of tourism development."
"195","Infrastructure facilities invariably improve the climate for more tourist investment. These include roads and highways, bridges, water systems, airports—all essential parts of the Four-Year Development Plan."
"196","Bilateral agreements with foreign countries pursuant to the open skies policy enunciated a couple of years ago seek to generate additional airline frequencies which would bring more visitors into the country. Consequently, promotional efforts in the various travel markets of the world may now be ex­panded to generate a massive flow of tourist traffic to the Philippines."
"197","I am pleased to report that the National Economic Council has recom­mended the use of $1 million out of the Japanese reparations programs to double our efforts to attract a greater number of Japanese visitors to the Philip­pines. This effort will also be extended to the Australian and European continents as our financial resources become adequate."
"198","The participation of the private sectors is indispensable in the overall tourist development and promotion efforts. It is my earnest hope that the various elements of the private sector will continue to cooperate with the national tourist organizations in promoting and developing our tourist industry."
"199","In the field of investment incentives for the tourism industry, there are areas where the government can fully assist in development and promotion. These areas being explored include repatriation and remittance of earnings, capital gains, tax exemptions, and tax allowances for special investments in tourist plant projects and services. It is my hope that this will eventually attract foreign investments in the Philippine tourism industry."
"200","I appeal for congressional support in the enactment of appropriate legisla­tive measures intended to liberalize certain existing tax burdens which discourage the return of Filipino residents in foreign countries. This may also bring about the entry of the much needed foreign exchange for capital require­ments. Within the framework of existing laws, the executive agencies of the government have substantially effected the remedial administrative measures but Congress can help in this effort through the enactment of concrete and specific provisions of law."
"201","During the past six years we have initiated a number of successful projects for the rural areas. It was during this administration that the barrios were en­franchised politically; we now seek to enfranchise them economically."
"202","This past year, we have emphasized and accelerated our regional develop­ment planning work to reduce the income gaps in the different regions of the country. The objective of our regional development program is to bring down from the national to the regional level the overall goals and targets formulated by the national planning agencies for easier translation into appropriate projects."
"203","Last December I directed the Presidential Economic Staff to assume the additional functions of formulating plans and guidelines on regional development and to coordinate all national government efforts pertaining to regional development. To carry out these functions, there has been created within the PES a regional development monitoring and planning system to serve as the basic organizational framework for a more realistic and effective regional development planning work in the country."
"204","We are also setting up government administrative centers in all regions of the country. I have directed all national government branches and offices in one region to locate their branch offices in one strategic area or city in the interest of efficiency, expediency, and economy."
"205","Our goal of wider income distribution necessarily calls for regional dis­persal of industries to prevent undue concentration of economic activity in just one area and to spread the benefits of economic development throughout the country. To this end, the Board of Investments has launched an investment promotion drive in the provinces. This is in line with the regional dispersal concept of the fourth investment priorities plan as developed by the BOI."
"206","This Office will be service and development-oriented and it will have the following functions:"
"207","The idea of an office or department of local government and community development was endorsed unanimously by the Governors and City Mayors League."
"208","Realizing all this, I have made rural electrification a priority program of my administration."
"209","In 1971, through the National Electrification Administration, we com­pleted and energized 35 municipal electric systems, and set in motion the construction of 38 rural electric cooperative systems. Initially, we expanded the Victorias Rural Electric Service Cooperative System in Negros Occidental and energized the Misamis Electric Service Cooperative System in Mindanao. These two cooperative systems alone now provide, on a 24-hour basis, electric service to some 10,000 homes in 14 municipalities. For the 36 other systems, groundwork has been prepared last year, including the drawing up of feasibility studies, organization and registration of electric cooperatives, and the finalization of loan agreements amounting to P182 million. The completion of these 36 rural electric cooperative systems will provide low-cost power to some 6 million people in our rural areas."
"210","Under our Four-Year Development Plan, we are called upon to build 186 powerhouses, 193 generating units, and 193 transmission systems during the next four years, which altogether will cost us P94 million from local sources and $7 million from foreign sources."
"211","I now ask Congress to join us, by enacting the necessary laws in funding our program for the liberation of our vast rural areas from darkness, backwardness, and impotence."
"212","We have concluded that to meet the problem of unemployment or under­employment, national plans have to be given an employment orientation. We have therefore given our new Four-Year Development Plan a strong employ­ment bias."
"213","Our major efforts in employment promotion are manpower training and development, the stimulation of cottage industries, rural employment, and special preference for labor-intensive industries and economic activities."
"214","This we have nearly achieved. We have successfully modified the accel­erated manpower program by instituting more stringent controls and by aligning its training projects to the needs of industry and the national economy."
"215","Last year, the total output of all our training projects was 65,242 trainees. Of these, 33,205 were trained in the accelerated manpower training project; 27,037 were trained in out-of-school youth projects; and 5,000 were given skills upgrading and instructor training. The total cost of these projects was P9,781,789.66."
"216","Some 45% of these trainees were employed in industry, and 30% became self-employed after training. As an employment strategy, therefore, the manpower development program is proving to be effective."
"217","This year, we shall launch an accelerated manpower training program in agricultural skills and cottage industries to buoy up employment in the rural sector, to increase food production, and to raise the productivity of farmworkers."
"218","We shall begin initially by setting up an agricultural training center in every province. Gradually, as the need arises, we will expand training operations down to the municipal and the barrio levels."
"219","For this purpose, we shall utilize existing agricultural schools and the training facilities of all government agencies. This program will be a major undertaking of the National Manpower and Youth Council, the Department of Agriculture and Natural Resources, the Department of Education, and the NACIDA."
"220","We shall offer courses in handicrafts, rice and corn production, poultry and cattle raising, animal husbandry, and such other agricultural skills as would promote production and employment on a self-help basis."
"221","This agricultural training program will be a desirable complement of our accelerated industrial training program. The development of skilled manpower in our urban and rural areas will continue to occupy a high priority in my program of government. It is, in my view, an important component of our total development strategy."
"222","The major emphasis we have given to the expansion of our irrigation facilities has been geared to this end."
"223","The advances we have made in the agricultural sector have broadened our horizons and raised our hopes. Through the DANR and the NFAC, we have moved to diversify our agricultural activities so as to produce a greater variety of crops and livestock. Behind all these initiatives is our desire to provide year-round employment opportunities to our rural people. Irrigation provides oppor­tunities for diversification and in turn provides for greater utilization of the available labor force on farm."
"224","To generate additional employment opportunities in our rural areas, we have created the Committee on Rural Employment (CORE) headed by the Secretary of Agriculture and Natural Resources."
"225","Under the Four-Year Development Plan, “cottage industry is specified as a priority because it is directly linked with the objectives of labor-intensity. Furthermore, it provides service to large scale business that finds it less econo­mical to undertake certain intermediate processes.”"
"226","From 1962 to 1970, the average yearly increase of our exports of cottage industry products was 29% as against the average 10% exports growth target. This started with a meager volume of P16.7 million in 1962 to P128.9 million in 1970."
"227","Cottage industries will be greatly influenced by the decision of the ECAFE second preparatory meeting to establish the Asian Handicraft Center in Manila. The Philippines will provide the site and the building while the international agencies and ECAFE member-countries will assist in the maintenance and operation of the center."
"228","To meet this development imperative, the NAClDA has to be restructured and provided with adequate facilities, funds, and personnel to undertake extension work, to establish the Asian Handicraft Center, to have more realistic credit and financing programs, and to undertake an aggressive promotion and marketing of cottage products both here and abroad."
"229","We have also created a Cottage Industries Development Enterprise. The main objectives of the CIDE program are (1) to integrate and coordinate all institutional activities related to cottage industries; (2) to generate employment opportunities in depressed urban areas and in the rural areas; and (3) to create small business opportunities with low capital investments."
"230","The initial phase of operation is centered around an extensive training program to be conducted by the National Manpower and Youth Council in close coordination with the Department of Social Welfare, the Department of Educa­tion, and the NACIDA. This will be followed by the organization or production cooperatives with the trainees as their members. These cooperatives will be assisted by the CIDE not only in getting volume orders but also in financing their raw material acquisition. At the same time, the CIDE will embark on an extensive product development and promotion effort. To finance its initial operations we have released to the CIDE the amount of P1,006,000."
"231","Last year, we streamlined our agrarian reform machinery with the establish­ment of the Department of Agrarian Reform. We removed some impeding defects of the land reform code and poured more money in the Land Bank. We provided for the automatic conversion of all share-tenants into leasehold. At the University of the Philippines, we established an Agrarian Reform Institute. Moreover, we helped organize direct working relationships between the universities and various farming communities, thus establishing a vital link between our educational system and land reform. We also encouraged the active participation of various groups in land reform activities, such as private foundations, educational institutions, local governments, and even religious groups. Some of these groups are now deeply involved in such projects as the Magalang Cooperative Settlement Project, the Tarlac-Pampanga Resettlement Projects, and the government resettlement projects in Agusan."
"232","Last year, Congress put more money in the Land Bank, but that is not enough. With the automatic conversion of all share-tenants into leasehold, we urgently need more funds this year, especially in the form of farm credit for the newly emerged leaseholders. If we do not provide these funds, leasehold may turn out to be a major disappointment."
"233","Feasibility studies are now being undertaken by the Department of Agrarian Reform in coordination with the Presidential Economic Staff for foreign financial assistance needed in the land development and improvement of 22 settlement projects. These settlements have an aggregate area of 423,012 hectares benefiting 24,634 settler-families."
"234","As we all know, the cooperative is not new to us. During the last two decades, we have been promoting it with financial and technical support in many fields: marketing, credit, farming, and others. However, the cooperative has yet to assume in our society the decisive role it has played in the development of other societies."
"235","To stimulate the formation of cooperatives, we will, starting this year, use a part of the Rural Improvement Fund as seed capital for rural cooperatives. In this way, we will separate gainful economic activities such as fisheries, cattle raising, vegetable farming, cottage industries, etc."
"236","A review of cooperative development, on the policy, program, and adminis­trative levels, is imperative if we are to profit from this approach to develop­ment. On the policy level, I propose the following:"
"237","For the FY 1971, the following were accomplished:"
"238","With 26,000 barrios in the country now under the operational coverage of capable PACD fieldsmen, community development will continue to be a priority program of the Administration."
"239","For this countryside development program, the DBP has set aside P300 million to be lent this calendar year. The assistance will be given primarily to small- and medium-size enterprises."
"240","This program marks the resumption by the DBP of its traditional role as a catalyst of growth and development. In the past two years, the DBP had to curtail its operations because its resources were used to pay our foreign obliga­tions, most of them guarantees in behalf of private industries and enterprises."
"241","At the start of 1971 these obligations stood at $410 million. Through judi­cious husbanding of its resources and by intensifying the collection of receivables, the DBP succeeded in reducing this exposure by $163 million by the end of the year, meeting its bills as they fell due and thus preserving its credit stand­ing abroad. The most pressing foreign obligations have now been paid off, and the DBP is fully confident of retiring the remaining accounts as they become due."
"242","With these projects and programs we can accelerate rural development. The main thrust of this development effort is to bring the benefits of growth and progress to the rural masses."
"243","We need 470,000 dwellings a year: 100,000 in the cities and 370,000 in the rural areas. This means building 10 to 12 dwellings a year per 1,000 people, but unfortunately our dwelling construction averaged only two to three units a year per 1,000 people during the last 10 years."
"244","This statistical statement hardly projects the human significance of our housing problem. In human terms the problem means sprawling squatter areas—vast pockets of poverty, ignorance, and disease which debase, pervert, and stultify their inhabitants. According to recent studies, our squatter areas — in general, lack of adequate and decent housing—account for a large percentage of crimes and criminals in our country."
"245","Calling for a total commitment of P616 million, of which P55 million have been released, these GSIS housing projects are in Rizal, Cavite, Bulacan, Laguna, Quezon City, Davao City, Pampanga, Bacolod City, Bataan, Bohol, Legaspi City, Naga City, Camarines Sur, Cebu City, and Tacloban City,"
"246","These GSIS housing units which cost relatively less as a result of mass construction are given to GSIS members without equity or down payment and are amortized in 15, 20, or 25 years at 6%, 7%, or 8% interest per annum, respectively."
"247","With its improved cash collection rate—a monthly increase of 45% in 1971 over the previous year—we expect the GSIS to sustain at an accelerat­ing pace its housing projects. The GSIS allocates P200 million a year for housing."
"248","This year, the SSS will further intensify its housing program by giving top priority to the construction of group mass workers housing. The SSS, upon my instructions, has allocated the amount of P200 million for the purpose."
"249","I now ask Congress, which has yet to allocate a single centavo for housing, to enact the necessary laws to enable us to finance our urgent, massive housing need."
"250","Despite unsettling factors, such as the election campaign, price shifts, and the radicalizing effect of activism, the basic stability of industrial relations established under the Magna Carta of Labor during the last 18 years prevailed."
"251","Organized labor achieved new gains. Some 644 new labor unions were registered, raising the number of registered labor organizations to 6,400 all over the country. At the same time, the registration certificates of 317 unions were cancelled."
"252","We also propose the creation of a Workers Bank, the establishment of an Unemployment Insurance System, the merger of the Court of Industrial Rela­tions and the Court of Agrarian Relations into a nationwide system of labor courts, the resurrection of the Office of Public Defenders under the Department of Labor to provide free legal assistance to indigent workers, the creation of a Bureau of Labor Statistics in the Department of Labor, the inclusion of labor relations courses in appropriate levels of the educational system, the funding of a mass labor education program under the Department of Labor, and the enact­ment of a labor code."
"253","Up to now, our efforts at raising the minimum wages have been political acts, emergency measures not based on a facile, objective consideration of the realities relevant to wage determination. I think it is time we departed from this irrational, dislocating, and costly practice. I have, therefore, asked the Wage Commission to step up its activities and demonstrate, as soon as possible, the workability of its functions. I understand simultaneous wage studies of various industries are now going on and I expect concrete results soon."
"254","Through the Department of Social Welfare, the government helped train and place 27,265 persons in gainful jobs, provided various material assistance to 28,000 families; enrolled 53,284 families in family life education; gave homes and parental care to 6,796 children; extended emergency relief and reha­bilitation services to 540.170 families, including some 340,000 Muslim and Christian refugees in Mindanao; and gave various forms of assistance to 766,000 squatter families."
"255","This year, we intend to intensify and expand our welfare programs, which have a self-help basis. We will also encourage private participation at all appro­priate levels of our total welfare endeavors. Our aim is to tide over the depressed sectors of our population while we stimulate and promote the habits of self-help, raise productivity, and encourage responsible participation in family and community affairs."
"256","As the new decade opened, therefore, we reviewed thoroughly our educa­tional system with the aim of relating it firmly to national development goals."
"257","A national survey of education conducted by the Presidential Commission to Survey Philippine Education was completed in late 1970. The commission’s recommendations contained in its education survey report submitted to me early in 1971 have provided the basic guidelines to the reforms of education."
"258","We must change the curricula and the standards of admission and instruc­tion at all levels. To meet middle-level manpower needs, we should put more stress on technical and vocational training as well as on science and techno­logical education."
"259","Our system of higher education must be made more coherent. The public university system should be reorganized to avoid proliferation of institutions and unnecessary and expensive duplication of courses. Grants-in-aid and other incentives schemes must be developed to improve the private colleges and universities and to induce them to align their policies and efforts with the over­all development plan of the country."
"260","At the same time, the administrative structure of the Department of Educa­tion must be improved. We must strengthen the agencies involved in educational planning and research. We must have better coordination so that we can use our facilities and resources more efficiently. Lastly, we must devise a system of administrative decentralization that will make educational programs more responsive to the regional and local conditions and problems within the context of our national goals."
"261","In another direction, recognizing the major role of private education, we are considering policy measures that will enable us to allocate public funds in support of programs of private schools that directly contribute to manpower development in key areas and to improvement of educational quality."
"262","At the same time, we will give fresh impetus to physical education in the public and private schools. Physical education has been sadly neglected. I am thinking of appointing within the framework of the reorganization plan an Undersecretary for Physical Education."
"263","The implementation of reform measures in education will have deep implications and consequences for many sectors of our society. We con­template legislative measures to provide the authority and the money to carry out such reforms. We will, therefore, submit to Congress a major educational development program."
"264","This relative improvement in health conditions was brought about by the strengthening expansion of the basic health services, particularly through the rural health units and hospital program; the intensified activities directed towards the prevention and control of diseases through health education; the improvement of the general environmental conditions prevailing in the country; greater concern for nutritional needs of the population; and the continuous sur­veillance over food, drugs, and cosmetics."
"265","In the next four years, the Department of Health will give emphasis to family planning, environmental sanitation, expansion of rural services, medi­cal care, control of communicable diseases, and regulation of food and drugs."
"266","We have broken up the fake passport and fake visa racket against applicants for overseas employment. Similarly, we have collaborated fully with the COMELEC in the investigation and prosecution of election offenses."
"267","Housecleaning in the Department of Justice has also been undertaken, resulting in the removal from the service of an Assistant Provincial Fiscal, suspension of a Provincial Fiscal, and the dismissal of several division chiefs and assistant chiefs."
"268","The Office of Agrarian Counsel last year created task force “Hukom” for the immediate disposal of pending cases in connection with the special operation for the integrated development of Nueva Ecija."
"269","In 1971, the Bureau of Prisons transferred from the New Bilibid Prison to the penal colonies a total of 3,702 prisoners to minimize congestion and the incidence of riots."
"270","The National Bureau of Investigation quietly but effectively performed its role particularly in the campaign against narcotics addiction."
"271","Also in 1971, the Bureau of Immigration streamlined the procedure for the clearance of passengers which accounted for the increase in passenger traffic by 86,000 passengers over last year. While it relaxed the entry requirements for tourists, it also activated its intelligence section to monitor the activities of aliens."
"272","The Court of Industrial Relations disposed of 207 cases as a court of appellate jurisdiction. As a court performing trial functions, it handled and terminated 1,229 cases."
"273","The Court of Tax Appeals gave more emphasis to laying down precedents on taxation rather than on the disposition of routine cases, in line with the policy of giving preference to cases of first impression in this jurisdiction, cases which are complicated in nature, cases which involve borderline and untouched problems, and cases which involved huge sums of money."
"274","The Anti-Dummy Board doubled the number of cases recommended for prosecution and filed as many cases in court as in the last fiscal year."
"275","On the other hand, the Court of Agrarian Relations achieved a record high in the number of cases handled and disposed exceeding that of the past year."
"276","We will therefore increase the administrative fees on logging so that we will have a fund for reforestation. This, however, will not exempt the loggers from the obligation to reforest their concession areas."
"277","We are fast becoming industrialized. In a number of years, pollution will become a menace unless we do something about it now."
"278","We will set up a Center for Pollution Control and Research."
"279","In our industrialization plans and in the evaluation and approval of industrial projects, we should require pollution control devices."
"280","We should look into the effects of industrial and agricultural chemicals on the environment and control their use if they are found to be harmful."
"281","In all this, we need the full cooperation of everyone. This is a program that should awaken the idealism of every Filipino because it relates ultimately to our place in the scheme of God and nature."
"282","Political wars and exploitation stalked our Muslim brothers in the south. Among other minority groups, there was increased demand for government recognition and assistance."
"283","But we have responded actively to these demands, and even anticipated the problems. We pursued the integration of our cultural minorities into the national mainstream with greater vigor."
"284","Land, education, health, relief, and development were the primary concerns of the government, acting through the Commission on National Integration, in the hope of forging a meaningful and lasting national unity among our people and raising the quality of life of our cultural minorities."
"285","Eight pensionados were enrolled in universities abroad. Scholarships for social work were granted to deserving members. An exchange program for CNI scholars was sponsored by the commission to enable the minorities in the north to know more about the minorities in the south, and vice versa."
"286","To assist the CNI pensionados, a book and library program was carried out with the assistance of the Asia Foundation and USMIP."
"287","The CNI as part of the National Minorities Assistance Council (NAMAC) undertook a settlement and tribe development program with emphasis on infra­structure, land ownership, health, and agricultural, economic, and educational development."
"288","The present conflicts in the Muslim areas which are largely the result of social and economic conditions have prompted me to create a special task force base in Mindanao, with the specific mission of seeking a better understanding of the problem engendered by those conflicts."
"289","This is the reason most of the loans obtained from the Asian Development Bank are earmarked for Mindanao development and the principal World Bank loan is intended for the completion of the Cotabato-Digos road."
"290","It shall be my policy to increase the number of Muslims in the Armed Forces, both among the officers and the enlisted personnel. There shall also be greater participation of the Muslims in government."
"291","The policy of government has been to integrate all cultural minorities. However, there has been a modification of this policy with respect to the tribes that have wanted to maintain the purity of their culture. Thus, it has been necessary to establish special settlements for them. It may be necessary to adopt such a policy for some parts of the Muslim provinces."
"292","I have in mind those of our Muslim brothers who, for various reasons, including that of refusal to be subjugated by alien forces of conquest, cannot be easily integrated into the rest of Philippine society. These usually have less capability to adjust themselves to the national life. Yet, in the effort to integrate them, many Muslims have been deprived of their patrimony, including their ancestral lands. We must now redress this injustice committed them."
"293","We congratulate the Muslim leaders for taking the initiative themselves to join hands with one another notwithstanding political differences, and for cooperating with government in making settlement efforts possible in critical areas,"
"294","The same thing is true of other cultural minorities."
"295","While I am President, I pledge that the Muslims will not be treated as second-class citizens in their own country but shall instead be given the priority in the development of Mindanao, Sulu, and Palawan."
"296","I call upon Muslim scholars to participate actively in the study and solution of problems in the Muslim areas."
"297","We are continuously looking for approaches to achieve a more efficient, prudent, economical, and responsive auxiliary service program in the government."
"298","Along this line, we have streamlined our supply procurement processes and have placed emphasis on the procurement of locally made articles and on the provision of low-cost textbooks."
"299","We have also commenced the building program in the 120-hectare national government center site in Quezon City to achieve the goal of maximum auxiliary service or “housekeeping efficiency” at least cost."
"300","Similarly, the Department of General Services has stepped up the replace­ment of obsolete printing equipment with more efficient models to cope with the yearly rising printing needs of the government."
"301","To preserve important and original documents for history, the DGS has intensified the archival preservation program through microfilming, photography, lamination, and other duplicating processes."
"302","We should begin a massive retraining program for government employees. The purpose of this retraining is to make government employees more efficient, more perceptive, and more knowledgeable of the development goals of the government."
"303","We should also move more swiftly against erring or corrupt government employees. We should make the investigation and hearing of administrative and anti-graft cases expeditious."
"304","It might even be necessary to create special courts to hear these civil service cases of which we have a huge backlog. One reason for the lax discipline in the civil service is the length of time it takes to resolve an administrative or anti-graft case."
"305","Reforms in the civil service are long overdue. We should have them soon, or our civil service will continue to be a drag on our development efforts."
"306","The people made their will felt through the polls. And we all abided."
"307","But it was not by accident that the last elections were free, clean, and orderly. We took pains to make them so."
"308","With the cooperation of Congress, we worked out electoral reforms which made election frauds difficult. At the same time, we fully mobilized the govern­ment, especially the Armed Forces, to enforce the electoral law. This involved the commitment of 36,000 personnel, 700 vehicles, 12 aircraft, and 14 vessels, all of the Armed Forces, for the purpose of insuring peaceful and orderly elections."
"309","No matter which political party or candidates won, the last elections were a vindication of our unfailing faith in democracy."
"310","May I call upon you, therefore, to give topmost priority to legislation that will accelerate our social and economic development."
"311","I ask you to vote the necessary funds according to the following priorities already agreed upon by the leaders of the Executive Branch and of Congress in pre-session conferences."
"312","First, for peace and order, principally reforms in the police system, a vigorous campaign against traffic in drugs, and the creation of additional circuit criminal courts."
"313","We must radically reorganize the local police organizations. Either the national government which is held responsible for their failures should be given commensurate powers or the local governments and officials be held liable and punishable for nonperformance."
"314","At present, governors who are held responsible for peace and order have no police organizations at their disposal."
