"","x"
"123","By all these means, we hope to raise by prudent methods about P1 billion for capital projects over the next four years. Our past performance guarantees that the funds will be spent wisely; and if these measures are passed, especially the last, there will be an additional guarantee, in that we shall be spreading more widely the national stake in economic development, and hence the national determination that economic development does take place."
"124","We are also determined that this development should be primarily in the hands, and in the benefit, of Filipino nationals. But this places on us the obligation of making clear precisely what the conditions are that we impose on foreign investment. This we have already done in general principle, with the passage of the Investment Incentives Act, but there are a few particular uncertainties that must be cleared up immediately."
"125","A second uncertainty concerns the definition of the term national treatment with respect to foreign investment, especially in the fields of manufacturing, commerce, and finance. This should be cleared up by congressional action."
"126","Finally, the mining law should be revised to encourage exploration for domestic sources of petroleum. The present law classifies the processing of petroleum from domestic sources as a public utility, and is hence severely restrictive to foreigners; but it does not so restrict the processing of petroleum from foreign sources. Thus, our petroleum industry remains heavily import-dependent. Domestic entrepreneurs have the incentive to prospect for oil here, but not the resources. Foreign companies have the resources and knowledge, but not the incentive."
"127","It is difficult to justify this policy, especially in the present circumstances. The discovery here of oil in commercial quantities would be a tremendous asset, not only to our international reserves but also to our national security. We should no longer deny ourselves this possible good fortune."
"128","A realistic tax program, one attuned to the development requirements as well as the structure of our society, is now imperative. We must produce a system which would not only increase tax revenues for financing intensified government action in economic development but also distribute the tax burden fairly and justly. The rich, rather than the poor, should bear the greater weight of the tax responsibility."
"129","I propose tax measures for the following special funds, and their corresponding uses:"
"130","But that conference was only a preliminary exchange of views. The actual negotiations might take place in a few months; and for this, preparations must be undertaken immediately. Furthermore, the outcome of the negotiations will be a new treaty of economic relations between the Philippines and the United States, to replace the Laurel-Langley Agreement. Congress, as well as the Office of the President, is therefore involved, and Congress most directly, for it will have the final responsibility for the result."
"131","Committees should therefore immediately be set up in Congress to discuss these questions. Our entire economic relationship with the United States should be reviewed. We must attempt to gauge the national feeling as to what concessions we are willing to grant the Americans, and what we wish to accept from them in return. We must send to the United States a well-prepared negotiating panel, with Congress and private business well represented."
"132","Our economic relations with other countries also need to be tidied up. There are treaties already negotiated and awaiting approval with the United States on tax relations, and with Japan, Germany, and Sweden. Action should be taken on these as soon as possible, and in accordance with the will of Congress."
"133","As a last measure in the field of international economic relations, we must increase our international bargaining power. Alone, we are economically weak against the industrial giants of the world; in union with similar countries in the Southeast Asian region, we can carry a little more weight. Our relations with these countries will be examined; we are particularly interested in the idea of a regional payments union."
"134","Other measures are needed as well to increase productivity and efficiency in our traditional export industries, especially sugar, coconut products, and mineral production. And we must continue to attempt the restriction of nonessential imports. The measures currently in force have achieved some success, and there is hope that more restrictive measures will not be necessary."
"135","By these and similar measures, of which I shall submit full particulars as the session progresses, our balance of payments may be improved to the extent and measure necessary."
"136","The record of performance as well as its criticism has been submitted to the sovereign people."
"137","The popular mandate in the last elections was clear: It was a mandate for the vigorous pursuit of a policy of performance directed to the improvement of the lives of the people, but especially in terms of their basic needs—food, clothing, shelter, and education."
"138","This was not only a mandate for performance, but a verdict against excessive politics. On this point there can be no mistaking the popular will and temper."
"139","The election of 1967 has just occupied our nation. Now the signs indicate excessive political activity for 1969."
"140","I ask you to unite with us now in a concerted effort to promote our development efforts because this year should afford us a respite from politics and partisanship. This is our last year for constructive legislation. The 1969 elections should not be allowed to engage our thoughts and energies now and deflect us from the more urgent tasks demanded by the welfare of our people."
"141","Those who persist in politicking at so late or so early an hour deserve the reproach and censure of the whole nation."
"142","This is one of the tragedies of our democracy. But under my administration all parties have agreed by law to limit the period of political activity to three months for the local level and five months for the national level. This decision we all welcome as a guarantee against either majority or minority party members being guided by narrow selfish interest, their eyes dimmed by the prospect of the next election no matter how distant it may be, to the prejudice of the entire nation."
"143","The need of the hour is to have men whose perceptions are clear. We must break from the crippling habits of the past. Let us cultivate only those ways and customs that will make us an effective and progressive people."
"144","I appeal to all, whatever be your party or whether partyman or not, to discard politics, at least this year. There will be enough time for the cruel, pitiless, exhausting, time-consuming, and often sterile and pointless pursuit of politics in 1969."
"145","History may not record what we say. But it will record what we do. Let us now discard the pernicious habits of the past."
"146","I hope and pray that the high-minded and noble responsibility of lawmaking will prevail over partisanship and personal ambition."
"147","To change their lives, men must first change themselves. The challenge of nation-building is first of all a call to character-building."
"148","It is the business of a free people to develop habits proper to freedom to be purposeful, active, energetic, and strong. We must, at the very least, continue the pace that has been set in the past two years, the pace and tempo that mark a nation of achievers."
"149","Thus, may our people achieve their own development and write their own story of nation-building."
"150","From a race despondent, weak, vacillating, resigned, and helpless, groping for salvation, to a nation confident, bold, and resolute, seeking not survival alone but progress."
"151","From a nation of the ningas cogon to a nation of achievers."
"152","Let this be our epic of nation-building."
