"","x"
"155","The task ahead in education is one of creative transformation, the clearing away of outworn attitudes and behaviors, and the utilization of our investment in learning and training to the optimum, in order that our educational system shall become a beneficial and enlightened partnership between our generation and that of the young Filipinos, in whose behalf we labor and spend."
"156","One of the principal projects in our educational reform program is the establishment of more trade schools. The beginnings of industrialization in almost all countries are the small machine shops and workshops. Unless we train the young in trade schools in coordination with the manpower development training program, we will not be able to encourage the growth of small machine shops and workshops in this country."
"157","We raised the level of trade unionism. We registered 1,771 new labor unions, extending protection and the benefits of trade unionism to about 100,000 more workers."
"158","Industrial peace was enhanced. We cut down the incidence of strikes by 67% compared with the average during the previous administration."
"159","We upgraded the enforcement of labor and social laws. Increased attention was given to the protection of migrant workers, domestic help, and other unorganized and underprivileged workers. These initial efforts will be accelerated in 1970."
"160","We gave the country its first workable manpower development program. In less than two years, some 100,000 out-of-school youth and jobless young adults learned valuable skills in some 186 training centers throughout the country. The majority of these trainees have found employment or have otherwise become self-employed."
"161","Job opportunities in the last four years increased by 220% to an annual average of 647,000. Rural employment soared to a record annual average of 453,000."
"162","For the first time in over 20 years, we succeeded in concluding two base labor agreements with the United States government, improving the working and living conditions of about 75,000 Filipino workers employed in U.S. military bases in the Philippines and abroad."
"163","Some of the most enlightened labor legislations and policies in our country were carried out during the previous administration. These include the Medicare Act, the Manpower and Youth Development Act, the vigorous implementation of land reform, and mass housing for workers."
"164","We have become a major voice in Asian labor affairs and have strengthened our bonds with the International Labor Organization. As a consequence, we shall establish before the end of the year a NationalSkillsTrainingCenter. An ILO area office has been established in Manila."
"165","Corollary to manpower development, we have given new emphasis to manpower conservation. The promotion of industrial health and safety is now one of the major features of our labor program."
"166","The unification of labor has found support in recent years. We shall encourage and support any move to unify our working classes."
"167","Labor has also enjoyed the widest freedom of expression under our administration. Labor shall increasingly be heard and represented in the major policy-making councils of government."
"168","Though less than a year old at the start of 1969, the Department of Social Welfare was able to launch an expanded program designed to improve the lot of our underprivileged. The government budget for FY 1969-1970 provided P16,135,000 for social welfare, the biggest sum yet allocated for social welfare."
"169","In its basic objective, the government’s social welfare program remained the same. We sought to provide more and better opportunities for advancement among the underprivileged Filipinos so that they could rise above their submarginal existence, economically and socially."
"170","What was new in the department’s operations in 1969 was the veering way from the traditional form of help such as relief and institutional care to a concerted development among welfare clients of the capacity for self-determination, independence, and self-respect. To this basic reorientation, there was complementary success in the establishment of modern and improved facilities for the program; the recruitment and training of skilled manpower for social work; and the participation of local governments in welfare projects. In this manner, the government was able to intensify its welfare services and reached a new group of people whose continued existence without the benefit of these social services threaten the peace and security of our society. These developments significantly contributed to the building of a new image for the government’s social welfare program and agencies."
"171","The activities of the Department of Social Welfare during the past year may be classified under three main areas of interest: family welfare services, child and youth welfare services, and vocational rehabilitation."
"172","Family welfare services consisted of direct financial and material aid to families in distress, education and counseling, community services, economic advancement, and substitute home placement. Financial aid to needy families consisted of P100 a month per family, and this aid was extended to a total number of 931 families during the past year. A general assistance fund was also set up for the extension of limited financial and material help to other needy families. Under this fund, 10,480 families were served in 1969. Under family life education and counseling, 192 families were served. Under community services, which consisted of organization activities outside or inside community service center, there are now five community centers in operation serving an estimated total of 10,000 families. Under economic advancement services, 3,481 income-producing projects were organized and assisted."
"173","Child and youth welfare services were intensified through the expanded operation of existing government institutions and the creation of new projects. The Elsie Gaches Village was expanded to become the National Center for Disabled Children, and this was complemented by the establishment of the Nayon ng Kabataan and by the department’s assistance to various boys’ institutions all over the country."
"174","Besides serving children with special needs, the Child and Youth Welfare Program sought the enhancement of opportunities for homeless children, delinquent minors, special youth groups, and children in the rural areas. Under this part of the program, the total number of persons served is estimated at around 10,000 children during the last year."
"175","The vocational rehabilitation program was expanded in 1969 to reach a new group of clients, such as released prisoners, recovered drug addicts, recovered alcoholics, and negative hansenites in addition to the blind, the deaf-mute, and the lame. A guidance clinic program is being developed for the benefit of this special group of clients in addition to existing services which may also be dispensed to them as found necessary. A rehabilitation guidance clinic has been established and is at present initially serving about 100 clients."
"176","That promise we are resolved to fulfill."
"177","The Land Bank has assisted 509 agricultural lessees in redemption cases. An actual consignment of P858,836.00 was made with the Court of Agrarian Relations."
"178","Twenty-one estates to be acquired are under registration and 172 agricultural estates have been referred for investigation by the field units of the Land Reform Project Administration."
"179","During the last session of Congress, I certified a bill authorizing the sale of military camps situated around Manila and suburbs to generate more funds for the Land Bank. Unfortunately, it did not pass. I reiterate its importance here and ask anew that it be passed this year."
"180","We intend, within the next four years, to place the entire country under leasehold, thereby completely terminating the share-crop tenancy system. We must look for ways and means, amending the code if necessary, to hasten the implementation of land reform by simplifying prescribed procedures in preparing areas for leasehold proclamation. One method will be to expedite the land capability and classification survey so as to determine feasible lease rentals based on land capability."
"181","We shall embark on a larger land acquisition program under the Land Authority and the Land Bank in order that the establishment of family-owned farms can be realized. To encourage the landowners to offer their landholdings for sale, it is necessary to increase the ceiling of cash payment from its present level."
"182","There is need for legislation to permit the Land Bank to determine the interest rates of the bonds and to widen and enlarge their uses."
"183","In terms of government-sponsored self-help projects, our rural communities, with the aid of local governments and private institutions, implemented a total of 203,260 self-help project worth P59,477,323.63 in terms of cash, materials, labor, and project sites. The degree of participation on the part of the private sector is evident from the fact that for every peso spent by the government, the beneficiaries contributed P2.69"
"184","Finally, in the training of the barrio folk development work during the four-year period under review, we were able to organize and finish 177,006 training and information projects involving 13,141,172 participants with a total cost of P24,073,123.94. Of this amount, the government shouldered P800,378.29, or less than three-and-a-half percent of the total cost; the substantial part of the fund was borne by the barrio folk."
"185","All this is evidence of the success of our community development program. This further reinforces our belief that our total socioeconomic program for the nation should be complemented by a program to develop our communities, such as we have done during the past four years."
"186","Particularly during the past four years under an enlightened administration, the CNI has brought about the gradual uplift of the more than 47 known ethnic groups, from the Apayaos in the north to the Badjaos in the south."
"187","This uplift has been brought about through education, legal assistance, social and administrative aid, settlement aids, and accelerated research and public information programs."
"188","In 1969, the CNI’s scholar program reached a new high. A record P3.5 million was appropriated for scholarships to deserving members of the cultural minorities throughout the islands."
"189","The new scholarship policy is in line with the administration’s socioeconomic goals. More emphasis was laid on technical-vocational courses."
"190","In the legal field, the CNI’s lawyers answered the call particularly of the impoverished minorities. CNI legal personnel went to different parts of the country to handle landgrabbing cases for the minorities and prepared the ground for the proclamation of reserved areas as cultural minorities’ settlements."
"191","To enable cultural minority provinces and municipalities to improve their services for the minorities, this year the CNI released a total of P100,000.00 for social development and P62,500.00 as administrative aid."
"192","Seven settlements were in actual operation in 1969. A skeleton force of fieldsmen in six regional offices looked after the minorities’ needs in the rural areas. Basic farm assistance was given to settlers including the assignment of a farm manager to each settlement."
"193","In some cases, however, unplanned growth has resulted in the creeping disease of urban blight. Cities outgrow themselves without realizing it. Inadequate sanitation facilities, shortage of social services, lack of housing resulting in the growth of slums, excessive speculation in land, lack of public transportation coupled with inadequate streets, pollution of the atmosphere—these are some of the symptoms of the progressive disease known as urban blight."
"194","Part of this is due to great population pressure brought about by internal migration. In turn, the migration pattern is set by the undue economic expectations raised by the cities."
"195","The problem is how to maintain the economic viability of the urban areas while averting blight. For blight is not merely a physical condition; it gives birth to social disorders arising from the failure to satisfy the basic needs of the poor."
"196","Traditionally, the solution is decentralization of industries, the creation of other centers as magnets for internal migrants. This, I propose to do. Studies are in progress for the establishment of industrial estates which will form the nuclei of new urban areas."
"197","Such a solution takes time, however; in the meantime, the urgent need is for the provision of housing, alternatively, the relocation of squatters. The success of the Sapang Palay experiment indicates that relocation, when undertaken in a suitable area and when accompanied by a program of community development, offers a practical solution."
"198","For a variety of reasons, however, low-cost housing in urban areas is a more attractive proposition. In 1966, I ordered a thorough study of the housing needs of the country. This resulted in the establishment of the National Housing Corporation, which began operations last year."
"199","The NHC is a pioneering project but its very success emphasizes the dimension of the housing problem of the country. The majority of Filipino families belong to the low- and middle-income groups. The housing needs of the country are estimated at 470,000 units annually for the next 20 years. As against this estimate, the NHC can build only 12,000 units per year. In time, the corporation expects to increase its output but nowhere near the amount needed to absorb all the estimated housing needs."
"200","It is clear that other avenues must be explored to solve a problem of increasing urgency. I propose to tap other resources to augment the efforts of the NHC, but in the long run, I believe that private enterprise should help and recognize the housing problem not only as an investment challenge but as a challenge in civic awareness."
"201","Our science development program emphasizes the upgrading of science teachers, the improvement of science curricula, the provision on teaching equipment, the modernization of laboratory facilities and research in science teaching. Under the teacher-training institutes, a total of 2,354 were trained. We also obtained 100 Leybold Physics equipment through the German technical assistance for the use of the Philippine science high schools."
"202","Three agencies—the Philippine Coconut Research Institute, the Philippine Textile Research Institute, and the Philippine Inventors Commission—were added to the NSDB."
"203","The Philippine Coconut Research Institute is the first step towards the modernization of the coconut industry now facing problems in research and production, processing, marketing, fertilizers and pesticides, training and organization of farmers’ cooperatives, and financing."
"204","The Philippine Textile Research Institute was established by the NSDB in January, 1967, in recognition of the sad plight of the local textile industry. Under Republic Act 4086, textile millers are given tax exemptions for the importation of raw materials, chemicals, and spare parts for equipment. In lieu of taxes and duties, the textile millers pay 1% of their gross sales, which becomes part of the Special Textile Research Fund."
"205","We reactivated the Philippine Inventors Commission on May 8, 1967, to encourage local inventors develop machines useful for our economic development. We plan to establish creative societies in our schools to promote inventiveness among the youth."
"206","The uses of atomic energy for economic development will continue to be explored by the Philippine Atomic Energy Commission of the NSDB. During the last four years, a total of 57 research projects were completed in the following fields: agriculture, biology, medicine, engineering and industry, and the physical sciences. We have also assisted 107 institutions in launching or undertaking nuclear energy work. Seventy-six scientists were sent abroad to study nuclear science and technology; and 482 scientists, medical doctors, engineers, and technicians were provided basic training in the use of nuclear techniques through the commission’s local training courses."
"207","These are the gains and expectations. With the new competence and the new faith in ourselves that have developed through the past four years, we cannot fail."
"208","Indeed, we cannot afford to fail. For we are faced with a grave and persistent problem which, unsolved, will wipe out all our gains and destroy the promise of abundance and stability. This is the population problem."
"209","We are faced by a population crisis. It is time that we became aware of it. Much more important, it is time that we began to take steps to arrest a population growth which, unless checked, threatens to compound our problems in the years ahead."
"210","The Philippines has an average population of 3.5%, one of the highest in the world. At that rate, the present population estimated at 37 million will have increased to 45 million in 1975—just five years from today—and to 53 million by the end of the decade."
"211","There is nothing inherently wrong in rapid population growth. The problem is to increase the rate of national growth over and above population growth. But to suppose that this can easily be done is, to be frank, a dangerous illusion."
"212","This emphasizes the importance of measures for the control of population."
"213","With a soaring birth rate, the prospects for a continued economic development are considerably diminished. Indeed, there is a strong possibility that the gains which we have carefully built up over the years may be cancelled by a continuing population explosion."
"214","Assuming that there will be no decline in the birth rate, the critical areas will be the supply of food, employment, and education. Just to maintain present standards, the Philippines will need, during the decade, a 40% increase in food production and similar percentage increases in schools and job opportunities."
"215","The financial outlay required for these heavy investments, not to speak of equally heavy investments in expanded social and allied services, will inevitably eat away the total capital needed for development."
"216","I do not share the doomsday accent of the prophets of disaster, but I cannot anticipate this prospect with equanimity. My first act therefore after the elections was to convene a council on population to prepare studies on which population policy can be based."
"217","After a careful weighing of factors, I have decided to propose legislation making family planning an official policy of my administration."
"218","The task of government in the control of population is threefold."
"219","The first is education, in order to impress on the people the urgent need for controlling the population."
"220","The second is the dissemination of knowledge on the techniques of birth control sanctioned by scientific and medical practice."
"221","The third is the provision of facilities, especially in the rural areas, where assistance in the use of birth control methods may be extended to the poor."
"222","These will be included in the proposed family planning law."
"223","I am aware of the important role of private initiative in spreading knowledge about family planning. In particular, the mass media have been extremely helpful in pointing out the dangers of the population explosion. I urge them to continue to do so."
"224","The meaning of the population explosion is human misery—a deprivation of the basic necessities for sheer physical survival. This is the rightful concern of the Church, for above all else, it is committed to man as man; anything that diminishes him diminishes all humanity."
"225","I therefore invite the Church to join in a common enterprise to alleviate suffering—to help, just as its sister Churches have helped in many lands where the population explosion is a persistent, an urgent, and above all an intensely human problem."
"226","For the first time, we reelected an incumbent president. We thus shed the wasteful habit of trusting in palliatives in favor of long-range planning and steady, disciplined implementation."
"227","We have geared our foreign policy to the day when we will have to look after our own national security. We have shown that we are politically mature and diplomatically responsible. We have not allowed our differences with Malaysia on Sabah to hamper the more important goal of unifying our part of Southeast Asia for mutual growth and security."
"228","From foreign and trade relations exclusively with “safe” countries, we are moving towards cultural, economic, and diplomatic ties with countries of diverse political persuasions."
"229","The keynote of our foreign policy is self-reliance and independence; the method, flexibility in the pursuit of national objectives; the watch word, nationalism."
"230","Foreign policy does not operate in a vacuum. It operates in a world which resounds with the clash of national interest. For the Philippines, as for any other nation, the objective is to discover among a diversity of purposes a community of interest with other countries which can be pursued for the common benefit."
"231","Thus the need for flexibility. As overdependence on any one country restricts freedom of action, so in reverse does a widening of relations in the international field open a whole new world of opportunities."
"232","This reorientation is, first of all, a recognition of the changed character of the world in which we live, and secondly, a response to the increasingly nationalistic aspirations of the Filipino people."
"233","Foreign policy in previous years had, perhaps unavoidably, marked colonial characteristics. It had ceased to be a useful tool for enhancing the national interest. The new requirements of the Filipino people brought about by changing conditions here and abroad made it imperative that we reexamine outmoded assumptions. Accordingly, I directed the Department of Foreign Affairs to undertake a study in scale for redirecting the main thrusts of our foreign policy and to prepare the means, by which a new forward-looking foreign policy could be implemented."
"234","The burden of the new foreign policy is as follows:"
"235","While the menace of nuclear war has receded to a certain degree, the problems which have replaced it are equally urgent. Not less than total and annihilating war, the issues revolve and touch upon the ability to survive the perils of the Third World, of which the Philippines is a part."
"236","The threat of escalating poverty in three-quarters of the world, the mounting population pressure, the overincreasing disparity between the rich and the relatively poor countries—the ramifying problems draw upon our reserves of will and purpose in order to survive and, hopefully, to flourish in the critical seventies. The desire and willingness for political accommodations must be matched by a similar desire and willingness for economic accommodations."
"237","These problems cannot be solved by individual countries; they must be solved in common. To this task, we, friends and foes alike, must address ourselves."
"238","In our region of the world, there have been two encouraging developments. The first is the de-escalation of the Vietnam War, and the second is the emergence of the ASEAN as a positive factor in the enhancement of regional cooperation in Southeast Asia."
"239","Regarding Vietnam, we are still in the proverbial tunnel. But the de-escalation has at the very least a symbolic value, namely, that a will exists to find the means for ending a fruitless war which has sharpened political divisions all over the world and added needless strain on the precarious stability of Southeast Asia. We continue to hope for the best while being prepared at all times to contribute to the further easing of tensions which could lead to the ending of the war."
"240","Last December, I ordered the PHILCAG home after humanitarian service in Vietnam. Its record is unstained; its reputation amongst the people it helped at the highest. I recalled the PHILCAG because the funds for its maintenance have run out and because it is needed for similar humanitarian service in Central Luzon. Unfortunately, its return was marred by a controversy which imputed unworthy motives to our government."
"241","I repeat that the PHILCAG went to Vietnam for no other reason than the desire to help a friendly people in distress. Under normal circumstances, the PHILCAG’s assistance would have been viewed with gratitude. But we seem to have been caught in the midst of a bitter internal debate, a bystander dragged into the dirt by combatants too intent on winning a verbal brawl to notice that innocent parties have been hurt."
"242","But I, and still less the PHILCAG, do not ask for the gratitude of the United States Congress or of certain senators. It is enough that peasants in the hills of Vietnam looked upon the PHILCAG as a friendly presence, as a helping hand extended in a time of need."
"243","The last ministerial meeting of the ASEAN should be regarded as a breakthrough stage in the short life of the ASEAN. For the first time since its founding, a map of wide-ranging though modest projects has been drawn. Depending on our capability to implement them, the succeeding years will indicate whether Southeast Asia is at last ready for the novel experiment of regional cooperation. All the signs are hopeful and we feel it must succeed."
"244","The projected withdrawal of the United Kingdom from Southeast Asia coupled with the announced policy of United States military retrenchment in the region after the Vietnam War have added a new dimension to the ASEAN. Interest has been expressed in certain quarters about the possibility of using the ASEAN as the nucleus of a possible indigenous security system."
"245","Such a plan is quite clearly not feasible at this stage. At the same time we should be receptive, while remaining uncommitted, to the merits of a regional security system committed to the defense of the region. Clearly, such a defense system will have limited objectives, and the basis of cooperation may not even be military in the sense that it is usually understood. The necessary task of clarification of objectives, capabilities, and procedures precedes all, and to this at least we must he prepared to contribute."
"246","The normalization of relations with Malaysia added point to the desire to make ASEAN a going concern. In itself, however, the resumption of diplomatic relations with Malaysia is desirable. It removes a source of unnecessary tension in Southeast Asia while permitting countries to pursue the solution of bilateral problem to the benefit of both, among them the antismuggling agreement."
"247","As for the Sabah problem, it is our expressed desire and intention to settle it by peaceful means in consonance with the philosophy of our Constitution and by our commitment to the United Nations Charter. By agreement with the government of Malaysia, the normalization of relations was reached without preconditions, on their part or ours."
"248","In accordance with the broad policy guidelines set forth above, I hope to finalize the plans for the approaching negotiations with the United States on the revision of the Military Bases Agreement, the Military Assistance Pact, the Mutual Defense Treaty, and the Laurel-Langley Agreement."
"249","The implementation of agreements reached with other member-countries in the ASEAN will necessarily take precedence in our efforts to strengthen regional collaboration. This year, the Philippines will play host to the fourth ministerial meeting of the organization, and it is my hope that a food development program which has already been agreed upon in principle, will begin to take final shape."
"250","Consistent with our desire to widen relationships with other countries, I have directed the Department of Foreign Affairs to study the possibility of seeking an associate membership in the European Economic Community. With the establishment of diplomatic relations with Venezuela last year, we are in a position to launch a new campaign for stronger political and cultural ties with the Latin American countries."
"251","With the exception of Nigeria and the Republic of Lesotho, with which we established diplomatic relations last year, Africa south of the Sahara is for all practical purposes a virgin territory to us. We propose to remedy this oversight, for we cannot long remain isolated from a huge region which shares common problems of growth and development with us. I asked the Department of Foreign Affairs to prepare plans for a program of technical assistance to countries in Black Africa which may have need of this form of assistance."
"252","The establishment of viable relationships with countries of Eastern Europe will continue to be an important objective of our foreign policy. Studies are being conducted by the appropriate government agencies, and the private economic sector has been requested to contribute its own information and plans."
"253","As an original member of the United Nations, we take a deep interest in the continued viability of the world organization. It is still true that for most of the countries of the world, especially the developing countries, the United Nations is a Court of Last Resort. We shall continue to need it, more especially in the dangerous years ahead."
"254","It is my feeling, however, that the functioning of the United Nations, with a membership nearly three times its original membership and saddled with problems not envisioned in 1945, could be improved, possibly by a revision of its Charter. Accordingly, the Philippines proposed the inclusion in the agenda for the coming UN session of an item calling for a review of the Charter, with an eye towards strengthening its peacekeeping functions and facilitating the formulation of a worldwide strategy for development."
"255","As regards the Sabah problem, studies are in progress on how the conflict between Malaysia and the Philippines may be successfully resolved in the context of previous agreements. Although the formula is elusive, there is no reason to fear that the issue will remain in permanent deadlock. In the spirit of the new friendship between Malaysia and the Philippines, I continue to hope that the two countries can, in cooperation rather than as adversaries, find a solution to an intractable problem."
"256","The next few years will lay the basis for a reformation—a revolutionary reformation of our political, social, legal, and economic systems. The coming Constitutional Convention in 1971 will play a singular role in this task of reformation. We must see to it that the 1971 Constitution must be truly the expression of a free and sovereign people and will embody the ideals of Philippine nationalism, social justice, and economic progress. The 1971 Constitution must not seek to perpetuate the inequities of the status quo."
"257","It is imperative, therefore, that the delegates to the 1971 Constitutional Convention represent the widest range possible of the various sectors of our society."
"258","One of the major sources of public disenchantment with the political system has been the electoral process. With its familiar spectacles of violence, coercion, and fraud, and its general inability to support the aspirations of our people, the present electoral process has been the object of popular disdain through demonstrations and rallies. Under the present system, it has become almost axiomatic that a poor man will not win in an election. With increasing frequency, public office is despoiled by men whose inclination to abuse and excess is demonstrated and sharpened at our polling places."
"259","At the same time, however, we must not overlook the requirements of self-defense in case of aggression."
"260","In the context of new realities which loom large in the decade of the seventies, no less than a self-reliant policy can bring about a viable defense posture for the country. Pending resolution of our bilateral treaties in the economic and military fields, steps have been taken by the defense establishment to produce its own arms and munitions at the least cost to the economy."
"261","A restructuring of our armed services with an acceptable balance of foreign equipment support and locally produced items will be the principal focus of programming our defense requirements. In optimizing our defense posture to enhance our security in the face of competing objectives, the priorities in allocating resources in the Armed Forces will take into account the impact of military programs on our national development goals and objectives."
"262","The defense establishment will play an important role in artificial rain stimulation and typhoon control and dissipation. This vital task to be undertaken by our Air Force in cooperation with the United States Air Force holds exciting possibilities and its importance is underscored by the fact that our total losses due to drought and typhoons last year amounted to P315 million, roughly equivalent to our present balance of payments difficulties. These are severe constraints on our development as a nation and if the Armed Forces, through this imaginative use of its resources, can only reduce such staggering losses even by 10%, they would, with this single measure, greatly improve our export posture and correct our foreign exchange deficiencies."
"263","In the field of purely military undertakings, various alternatives for the development of effective internal security forces will be continually examined with the view of modernizing our command and control system and realigning cost ratios of personnel services to logistics. This concept is essential to the attainment of a self-reliant posture in the development of a logistics base."
"264","I am aware, however, that there will be 1,500 officers and enlisted men of the Armed Forces who will be retiring within the next two years. This fact brings out the need to provide funds for AFP retirement benefits which have been building up throughout all these years. For this fiscal year alone, the AFP will need an outlay of P65 million to support its pension fund requirement. I therefore reiterate my proposal to sell selected military reservations, a portion of the proceeds of which will be used to fund the retirement of said personnel in conjunction with another proposal for AFP personnel themselves to contribute to their retirement fund. This retirement, which will include the top hierarchy in the AFP, will also necessitate the projection of a new leadership in the Armed Forces. I am confident that the emergent leaders in the AFP are quite ready and qualified to take over since they have the academic preparation; they have been battle-tested in the Huk and Sulu campaigns, in Korea, and in Vietnam; they understand our close ties with the Western world but are also aware of our Asian ties, and they are attuned to the dynamics of change and our posture of nationalism and self-reliance."
"265","In regard to our efforts in Central Luzon, military operations there will continue to be supportive in nature and only to the extent that threats to peace and tranquility are beyond the capacity of local government officials to effectively stop and prevent. The PHILCAG has recently been deployed to Central Luzon in fulfillment of our commitment to alleviate conditions in that area in collaboration with other agencies. It is not my intention to keep PHILCAG on a permanent basis in Central Luzon. It is my hope that the civilian institutions—both public and private—which should be performing the tasks assigned to PHILCAG can eventually assume the responsibilities for these developmental tasks which properly belong to them. If we are to keep democracy alive in this country, there is no alternative but to strengthen these civilian institutions—including the local police forces. I would like to see the day when our people can look up our local police forces with full confidence in their integrity and capability to carry out their peacekeeping responsibilities."
"266","The development of a self-reliant defense posture stems from internal development through rational application of resources. In this direction, the defense establishment will continue to do its share in providing for whatever contingencies that may threaten internal peace and security."
"267","The reorganization panels have proposed organizational changes which are responsive to the need for more efficient, economical, and effective administration. They have not lost sight, however, of the requirements of accelerated social and economic development, as the administration envisions."
"268","The proposals for reorganizing government offices along those lines will be submitted to Congress as soon as possible."
"269","We have found that “special relations” are not satisfactory. We therefore seek full recognition of our sovereignty and full development of economic independence. We will not tolerate economic ties that will diminish our natural right of self-determination and self-government."
"270","In the coming Laurel-Langley negotiations, we will protect our sovereignty, our rights of jurisdiction, and our self-respect as a mature independent nation."
"271","In recent years, we have seen nationalism develop into a positive and constructive force. Along with it has grown greater confidence among our people, based on their increasing ability to decide their own destiny."
"272","This is fortunate. For it is imperative that when we revise our Constitution, we shall do so with a full knowledge of our capabilities for sustained and self-reliant national growth, as well as of our ability to transcend political and other differences in order to work as one towards national objectives. This unity of purpose and action will require a stern will and a limitless capacity for endurance and sacrifice."
"273","The time to begin developing this determination and strength is now. The discipline which we will need to achieve our goals must be tested from now on against the nation’s numerous and varied problems."
"274","As a complementary measure, incentives should also be given to the tourist industry because this will provide us with valuable foreign exchange."
"275","I am proposing that an enabling act be passed to create an Export Guarantee Corporation. This corporation will guarantee our own businessmen against price fluctuations and credit risks. I wish to emphasize the importance of an integrated incentives program for the development of our export industries."
"276","It is my hope that in this session, Congress will review the necessity of the subsidies especially the gold subsidy. Even under existing law, by-product producers of gold should be excluded from these subsidies."
"277","It might be good to mention now that a Land Policy Council should be set up. This council should decide our land use pattern. It should be the responsibility of the council to determine whether a piece of land should remain forestry land, or reserved for raining, or converted to agricultural or residential land. I suggest that we pattern our land use policies after Great Britain’s."
"278","In these critical times, the main argument for this partnership is the uncertainty of this new decade, which poses extreme and uncommon perils, even while it holds out bright prospects. Thrust into the full harshness of modernity, without having realized our full economic potential, we must bear the problems and satisfy the needs of an advanced industrial state with the scant resources, facilities, and skills of a developing one. Our needs are not always in proportion to either our status or our capacities; our wants are not always justified by either of them."
"279","Our people are haunted, if not altogether oppressed, by the conviction that they must share all the luxuries and comforts of the powerful industrial states; their appetites are whetted, their expectations increased, by the awesome advance which science and technology enable those other societies to achieve; and they feel themselves unjustly deprived and injured to have to do without the privileges and conveniences that other nations have."
"280","In speaking of progress, they are compelled more and more to deal not in terms of their own particular development, but rather in the challenging terms of the risen technological and industrial classes who set the standards of growth and level of expectation for mankind all over the world."
"281","This, ladies and gentlemen of the Seventh Congress, is our circumstance at the beginning of this critical decade."
"282","In my second inaugural address, I pledged that the Presidency shall provide moral leadership, to change those attitudes and tastes that mock our aspirations and our capacities. I renew this pledge now; with an invitation to Congress that its members join me in setting the proper example of leadership, by passing legislation that will complement the moral influence of government."
"283","I leave it to Congress to determine how it will share this new ethical burden; for I dare not prescribe the required measure of dedication or commitment to this cause. But I issue the challenge to Congress."
"284","Time has brought us into the threshold of the seventies, But, by crossing the frontier I had spoken of in my last message, we have brought ourselves into the threshold of a new world."
"285","For the Filipino people, it is a world of peril and opportunity."
"286","We shall be in peril of losing our gains through fear and inaction. We face the danger that greed will vanquish the conscience of the rich. The pitfalls of disunity lie in our path. There is the ever-present danger that the courageous vision which enabled us to advance in the past four years will be overwhelmed by cynicism and hypocrisy. We begin life in the seventies wracked by growing pains. Timidity, conservatism, the impulse to resist change stand in the way, ready to thwart our advance."
"287","Let us all resolve to conquer these perils. Beyond them, prosperity and lasting peace wait to reward the nation. But prosperity will always be out of reach, lasting peace will forever be a chimera, if our desire for them does not become a passion and our labors to make them possible are confined to trickles and spurts."
"288","It is not an easy triumph that we want. In the past four years, when our purpose was to shake ourselves free from inertia, we had to strain our hearts and limbs in the unusual exertions of will and work to fulfill our aim."
"289","In the process, we learned the lesson that must attend our present tasks. Today, we are animated by the aim of sustained national growth, and willpower must be built into the character of the nation as an enduring and indispensable discipline."
"290","Discipline will move us, surely and steadily, into the future. It is the fount from which purposefulness and unity spring. In the coming years, we will need increasing courage and perseverance, a greater capacity for sacrifice, larger nobility, a stronger resistance to the temptations of sloth and personal fortune. We can equip ourselves with these only if we begin now to build the strength of character that comes from the discipline of hard work and unswerving purpose."
"291","I am confident that our people, to the last man, have it in themselves to meet the challenges, the duties and perils that we face. But we must together, citizen and leader at the same time, exert a conscious effort to increase and perfect the Filipino potential into a powerful force in active confrontation with life."
"292","We have indeed begun our task. We must continue and we must persevere."
"293","I thank you."
