"","x"
"149","Although we expect to be 7.5 million cavans shy of our projection of 121 million cavans for the Crop Year 1968-1969 because of the natural calamities that .came our way, we expect our rice supply to remain plentiful and the price to remain lower than the projected level, although higher than last crop year."
"150","With the tremendous success and confidence gained, as well as the lessons learned in the last three years, we are optimistic about our agricultural capability."
"151","These have been made possible by the increase of technical knowledge and the channeling of fresh resources to the agricultural sector. Our experience in 1968 proved that only through the use of technology in agriculture can we realize the goal of maximum agricultural productivity."
"152","These developments prompt us to view with boundless optimism the prospects of food abundance in the near future."
"153","However, in spite of the major breakthroughs we made in agricultural research, there is still much that remains to be done. We hope soon to make the Philippine Coconut Research Institute fully operational. It is crucial for us to improve the productivity of our coconut plantations so that we can ward off the encroachment of soybeans and synthetics in our traditional markets for coconut products. The same goes for the sugar industry. There is an urgent need to raise sugarcane productivity so that this industry can earn more foreign exchange."
"154","The promise that was once Mindanao is now fast becoming reality. The influx of investments in new coconut plantations, citrus and coffee farms, bananas and pineapples, hog farms and cattle ranches in our southern frontier strongly attests to the foresight and pragmatism of our new breed of entrepreneurs who have chosen to go south. All these would not have taken place, however, without the vigorous support of our financial institutions who have gone into partnership with our pioneering entrepreneurs."
"155","By the end of this month, we expect the completion and operation of five ice plants, one each in Mercedes, Camarines Norte; Masinloc, Zambales; Guiuan, Samar; Sagay, Negros Occidental; and Magallanes, Sorsogon."
"156","By June of 1969, we expect two more ice plants to be in full operation. These ice plants are situated Barugao, Leyte, and Liminangcong, Palawan."
"157","By the end of Fiscal Year 1969, these seven ice plants will produce 8,000 MT of ice. The remaining 10 ice plants are now in various stages of construction."
"158","We expect to operate our 40-ton ice plant in Bato-Bato, Sulu, and the ice plant in New Washington, Aklan, by December of this year. Other ice plants and cold storages now under construction in Bayawan, Negros Oriental; Pala-Pala, Iloilo; Saravia, Negros Occidental; Dalahican, Quezon; Jolo, Sulu; and Pio Duran, Albay will be in operation in 1970."
"159","To invite investments, the Board of Investments has made fishponds and deep-sea fishing priority areas for government assistance. A fishing port is being constructed in Navotas which will be backed up by the Greater Manila Terminal Food Market to serve a major outlet for fresh food commodities, including fish."
"160","Coupled with the investment incentives and the infrastructure support being given to the fishing industry, we now propose to set up a regional fishery research center with the support of the countries in Southeast Asia and Japan and the U.S. government. This center will conduct basic and applied research on freshwater and brackish water fishery."
"161","We will also continue to stock our major lakes, swamps, and other inland bodies of water with fry and fingerlings."
"162","We have to find new uses for abaca. Long and painstaking research efforts are now starting to pay off. Several pulp and paper plants are now using low-grade abaca for pulp production. Abaca is now being used for tea bags. Studies are being made for the use of abaca for textiles as well as to replace jute in the production of sacks for rice, fertilizer, and sugar. The Gomez process for the manufacture of abaca chips as raw material for long-fibered pulp will soon be tested on a commercial scale with the establishment of a pilot project with the financial support of the National Development Company. The Board of Investments has included the manufacture of long-fibered pulp in the priority areas for investment. In the long run, diversification appears to be the only feasible solution to the abaca problem. In the short run, we are exploring new markets for abaca within the Socialist bloc; we have also asked our friends in the Western block to refrain from further disturbing the market for natural fibers."
"163","I refer to the Greater Manila Terminal Food Market, or GMTFM, which will be the first of a network of food terminals to be established in strategic places all over the country. The GMTFM will rise, before the end of this year, on a 120-hectare lot in FortBonifacio along the South Superhighway. When completed the GMTFM will be a combined producer-wholesaler-transit market complex equipped with the latest in storage, refrigeration, food handling, and trading equipment for effective wholesale distribution of the produce of more than 1 million food farmers from 27 supplier-provinces in Luzon, the Visayas, and Mindanao."
"164","The GMTFM will not, as mistakenly believed, buy and sell for its own account but will provide the facilities and services to enable farm producers, wholesalers, and other legitimate traders and large-scale consumers to engage in spot wholesale buying and selling of fresh produce under conditions of free market interplay to prevent any group from monopolizing or cornering the supply of fresh produce."
"165","The GMTFM will, however, not merely provide physical marketing facilities but will correct the sharp imbalances between food supply and demand, with their attendant violent price fluctuations. It will be deeply involved in various programs and projects intended to change the produce marketing system in our country, and it will protect the small food growers from exploitation by unscrupulous middlemen. It is presently engaged in the organization of cooperatives of producers who will be financed from production to marketing by six commercial banks chosen by the Bankers Association to the extent of P60 million to P120 million."
"166","Along with correction of food supply and demand imbalances and erratic price fluctuations and raising the income of our rural population, the GMTFM will, among others, promote ancillary and service industries; strengthen the food processing industries by assuring them a steady supply of quality and graded food commodities; develop superior varieties of food crops; introduce new techniques of fresh food preservation, handling and transport, packaging and trading; create a favorable climate for the export of certain commodities; and even improve the dietary habits of Filipinos. All these will generate far-reaching social and economic benefits."
"167","Under the selective logging system, only the mature timber of at least 60 centimeters in diameter may be cut, thus leaving behind a healthy residual and logged-over area for future harvest. Thus, without damage to our forest resources, logging areas expanded significantly during the last three years, with the aggregate annual allowable cut increasing from 6,439,059 cubic meters in 1966 to 11,048,008 cubic meters in 1968. Consequently, the total income of the government from forest charges during the three-year period reached the unprecedented amount of P112,582,139.83."
"168","At the same time, disposable forest lands were opened to profitable uses, including fishponds, recreation sites and resorts, pastures, private camps, radio stations or communications station sites, and the like."
"169","During the period, 10 watershed forest reserves with a total area of 103,107.6 hectares were established, while 16 other watershed areas were surveyed."
"170","Reforestation is being carried out by the government, schoolchildren, volunteers, loggers, and civic organizations. However, their efforts are not enough. Vast tracts still have to be reforested. This year, we will intensify our reforestation effort. Our target is the reforestation of denuded watershed areas and forest parks. At the same time, we will improve our system of guarding our forests. I have also asked the relevant agencies of the government to prepare a comprehensive wildlife conservation plan. I intend during my incumbency to do everything to conserve our forests and wildlife."
"171","In the past years, the PACD served 16,000 barrios as against only 3,600 during the four years of the previous administration. This is a gain of 345%."
"172","A new feature of the community development program is the participation of the private sector. Some of the major activities undertaken with private support are Operation “Kasama’” in cooperation with the University of Santo Tomas; low-cost housing project for rural areas in cooperation with the Archdiocese of Sorsogon; the Lanao special operations in cooperation with the Asia Foundation and Mindanao State University; and many others."
"173","The integrated program is, of necessity, a program of priorities—because the children must be saved immediately, they have come first. Thus, the Nayon ng Kabataan at the Manila International Airport; the Reception and Study Center in Bago Bantay; the Marillac Hills project for girls. Work has begun on the MolaveVillage, a training school for boys in Tanay. Because they don’t have long to live, and because we have a special affection for them, the aged will soon have a home near the Reception and StudyCenter in Bago Bantay. The pattern is unmistakable: As quickly as possible, Welfareville, long a byword for hopelessness, is being decongested, and its population moved out to the countryside where nothing is being spared, nothing that funds and technical knowledge can give, to provide them with a new hold on life."
"174","I invite my countrymen, particularly the Liberals, to visit these homes, and to see for themselves how much we can do and how far we can go, when we are driven not by self-aggrandizement but by the plaintive cry of the foundling and the orphan, the neglected, and the abandoned. The integrated social program does not stop here; when the children will have been taken care of, it will turn its attention to the mentally helpless, both young and old. We are determined to do everything for the NationalMental Hospital, and the mentally retarded children and the unfortunates in the barrios. Afterward, the preventive aspects of welfare work will have a share of attention—projects will be put up for out-of-school youths; community programs and youth centers will receive greater support."
"175","The provincial small settlers protection committees will be greatly strengthened under the Small Farmers Commission. Cases of land-grabbing, exploitation of poor and ignorant settlers and cultural minorities by unscrupulous and powerful persons and entities, once brought to the attention of the commission, will be promptly investigated; the whole machinery of the government as well as the powers of the Presidency will be used to protect the rights of these pioneer farmers and to secure for them the assistance of appropriate government agencies."
"176","Consistent with the forest conservation requirements of the country, we have directed the Bureau of Forestry and the Bureau of Lands to speed up the reclassification of forest lands suitable to agriculture and to release these as alienable and disposable lands as soon as possible so that the legitimate desire of our landless citizens to own land and become independent farmers can be fulfilled."
"177","We have likewise directed the Board of Liquidators to speed up distribution of former alien-owned lands and settlers’ farms under the old LASEDECO. I am determined that the government under my administration shall move with utmost dispatch in fulfilling its responsibility to the landless."
"178","One of the immediate goals of this administration is to develop Mindanao. To attain that goal, we have recently revitalized the Mindanao Development Authority which will plan and direct the rational development of that vast fertile island."
"179","At the same time, we have launched the Sulu development program and established the Mindanao and Sulu Development Commission, which coordinates all national agencies involved in the socioeconomic development of our southern islands. The Muslims and the other cultural minorities shall continue to receive preferential attention under this administration."
"180","In Asia, India reported an increase of 37% in 1963; 20% for Hong Kong in 1965; 12% for South Korea on index crimes for every 100,000 inhabitants in 1964; 61% for Malaysia on index crimes in 1964; and 22% for Thailand on index crimes in 1964."
"181","In sharp contrast, a study of the crime rate in the Philippines from 1962 to 1965 shows an increase of about 8%."
"182","In 1966, the volume of crimes recorded was 18% higher than 1962. However, in 1968, the crime incidence registered a decrease of about 9% compared to 1966. Expressed in terms of crime rate, this means that the rate of crime incidence in 1966 was reduced by 14 counts for every 100,000 inhabitants in 1968. The reversal of the crime trend in 1968 is attributed to the reduction of crime in the Greater Manila Area as a consequence of the revitalization of the METROCOM and the establishment of a system of cooperation among law enforcement agencies in the metropolitan area."
"183","Statistics will show that for the period 1962 to 1965, about 77% of the total number of crimes were committed in Metropolitan Manila, and 13% in the rest of the country. In 1966 and 1967, the percentage of crime incidence in Metropolitan Manila went up to 82%, but dropped to 77% in 1968—a level equal to that of 1962. A significant portion of this reduction was registered in index crimes. The percentage of these index crimes went down to 62% from 68% in 1962."
"184","The conclusions of the Walton Report were (1) the performance of many law enforcement agencies is substandard; (2) police training is inadequate; (3) political interference is common; (4) the facilities, budget, and logistical support are deficient; (5) inspection procedures are nonexistent or unsatisfactory; and (6) morale is low."
"185","We are well on the way to implementing the recommendations of the Walton Report."
"186","The national government has been seriously hampered in developing a more effective peace and order program by the fact that peace and order has traditionally been the primary concern of local governments. This has set up limitations to its ability to take over responsibility for peace and order everywhere in the country."
"187","At the same time, financing difficulties have prevented the procurement of adequate arms, vehicles, laboratory equipment, and other facilities, not to mention the need to increase police personnel in many places. To help reduce this problem, the Office of the President has time and again bought the equipment and other facilities of a number of police forces with savings in the Executive Department, but there is no specific appropriation for our police forces."
"188","The administration anchors its peace and order programs on the concept of community action. While the national government is committed to provide leadership, coordination, technical and financial assistance, the local governments and the private sector are enjoined to respond in a manner that will ensure the success of the programs."
"189","Every possible measure is now being undertaken to improve police efficiency both on the provincial and municipal levels."
"190","Towards the end of 1968, a crash training program was inaugurated to give basic training to policemen in the lower grades as well as to recruits. The first group consisted of trainees from the police forces of Pampanga and Tarlac. Similar courses will be opened in 12 other training centers. The POLCOM has also trained 1,940 chairmen and members of local boards of investigators to upgrade and to systematize investigation procedures in administrative cases."
"191","The crash training program will initially train 1,000 policemen each quarter. This number will be increased as facilities and funds are made available."
"192","Hand in hand with this upgrading program is a rigid process which has been developed to remove misfits and undesirables in police forces. A total of 101 policemen have been dismissed with prejudice, 21 suspended, and 8 reprimanded or admonished in 239 cases acted upon by the POLCOM. The appalling state of police efficiency before corrective measures were undertaken is reflected in the fact that some 20,000 out of 30,000 policemen were not qualified to join the police force."
"193","Administrative reforms have been instituted, and more are being carried out, in the Bureaus of Customs and Internal Revenue, where the greatest incidence of graft and corruption may be found."
"194","These have resulted in numerous suspensions and dismissals. Among the more prominent cases are the following."
"195","On October 7, 1966, we ordered the suspension of two Customs officials and a Customs guard found involved in the illegal transfer of cargo, causing a loss of P50,000 to the government. The Customs personnel who were suspended were Rodolfo Espino, acting chief of the manufacturing warehouses; Cesar Santos, assistant commissioner for operations and concurrently chairman of Cargo Inventory and Disposal Committee; and Edgardo de los Santos, a guard. Administrative charges had been filed against the two officials and the guard by Gen. Pelagio Cruz, the head of the Anti-SmugglingActionCenter."
"196","On November 28, 1966, we ordered the suspension of Health Undersecretary Rodolfo Canos upon the recommendation of the special committee that investigated the charges against this official. He was found guilty of willful neglect of duty, grave abuse of authority, dishonesty, and conduct prejudicial to the best interest of the service. He was dismissed from the service on August 10, 1967."
"197","On March 30, 1967, we suspended for three months Judge Alfredo C. Mabayad of the municipal court of Roxas, Isabela, after he was found guilty of gross negligence and dereliction of duty."
"198","On July 27, 1967, we ordered the preventive suspension of Capts. Vicente M. Orlina and Arturo llagan and Crisanto G. Almoguera, members of the Board of Examiners for Marine Engineers, who were held responsible for the leakage of questions for an examination given in Cebu City. They had been administratively charged by Commissioner Abelardo Subido for bribery."
"199","On August 14, 1967, we suspended for one year Fiscal Carlo Lozada of Surigao del Norte for improper conduct, arising from charges of oppression and harassment. He was also sternly warned that repetition of the offense would be dealt with more severely."
"200","On September 19, 1967, we suspended Governor Javier Ariosa of Zamboanga del Sur, who was found guilty of charges of oppression, dishonesty, and grave misconduct."
"201","On January 6, 1968, we suspended and later dismissed from office District Judge Gaudencio Cloribel of Manila."
"202","On March 16, 1968, we suspended Land Registration Commissioner Antonio Nohlejas on grounds of “gross negligence and acts prejudicial to the public interest” for approving subdivision plans based on the new surveys that encroached into public lands. His resignation was accepted later."
"203","On April 27, 1968, we fired Chairman Tomas Martin, Board Members William Buquid and Rene Garcia of the Board of Liquidators for abuse of presidential confidence in the disposal of the 15,925,545 shares of the government in the Lepanto Consolidated Mining Company."
"204","On July 25, 1966, we fired Provincial Fiscal Geminiano Beloso of Batangas for the loss of over 5,000 cartons of smuggled cigarettes placed in his custody as evidence in the case. The Department of Justice found him guilty of dishonesty and incompetence."
"205","On August 28, 1966, we ordered the dismissal of Provincial Fiscal Juan Salazar and Assistant Fiscal Eliezer Tengco, both of Laguna. Administrative charges were filed against them for dishonesty, misconduct, and dereliction of duty while prosecuting a smuggling case involving 7,600 cartons of blue seal cigarettes."
"206","On November 11, 1966, we were informed of the dismissal of nine SSS employees for venalities ranging from dishonesty to immorality. SSS Administrator Gilberto Teodoro pointed out in his report that although the SSS is outside the civil service, the system is applying civil service procedures to employees facing administrative charges to assure them due process and to remove suspicion of arbitrariness on the part of the SSS management. Teodoro said that 79 administrative cases have been brought against SSS employees. Forty-two have already been fired as of November 10, 1966."
"207","On March 29, 1967, we ordered the dismissal of the three municipal judges, namely: Fernando B. Fuentes Jr. of Nunungan. Lanao del Norte; Crispin N. Menchavez of Santa Fe, Cebu; and Vicente M. Salumbides of Tagkawayan, Quezon, who were found guilty of dishonesty, dereliction of duty, and gross ignorance of the law. On April 1, 1967, we fired Horacio T. Aquino, municipal judge of Panganiban, Catanduanes; and Eloy David, municipal judge of Clark Field, Pampanga. Investigation conducted by a district judge found Judge Aquino guilty of grave misconduct and habitual drunkenness. Judge David was found by investigators guilty of gross incompetence and ignorance of the elementary rules of court procedures."
"208","On May 16, 1967, we ordered the dismissal of Davao Chief of Police Monebrio F. Abellana, on the recommendation of Solicitor General Antonio Barredo, who investigated charges against him and who found him guilty of all charges brought against him except toleration of gambling."
"209","On June 23, 1967, we fired Judge Pascual Beltran of the Municipal Court of Buenavista, Iloilo, and Judge Pedro San Roque of the Municipal Court of Virac, Catanduanes, for serious misconduct and inefficiency. Their cases were investigated by District Judge Feliciano Gonzales of the Court of First Instance of Catanduanes, and the findings were reviewed by then Undersecretary Claudio Teehankee."
"210","On June 24, 1967, we dismissed two municipal judges and suspended another. We dismissed Abstenencio Lobitana of Domangig, Zamboanga del Sur Peace Court and Romeo Laurente of the Matab-ob, Leyte Peace Court, who were both found guilty of the administrative charges filed against them. And we suspended for three months without pay Municipal Judge Lorenzo Tecson of SanMiguel, Bulacan Peace Court for ignorance of the law and for issuing “an unjust interlocutory case for robbery.”"
"211","On August 13, 1967, we dismissed Provincial Treasurer Hadji Urang Naga, who was found guilty of gross negligence, incurring unauthorized overdrafts, and misuse of trust funds."
"212","On August 24, 1967, we removed from office Municipal Judge Daniel O. Osumo of Kibawe, Bukidnon, after investigations by District Judge Abundo Z. Ameta revealed that Osumo had taken long, unauthorized leaves."
"213","On October 7, 1967, we ordered the dismissal of Leocadio A. Vargas, mayor of Mainit, Surigao del None, for neglect of duties amounting to abandonment of his post."
"214","On October 11, 1967, we dismissed Fifth Assistant Fiscal Salvador Macainan of Bacolod City for gross misconduct and abandonment of office. The administrative order removing Macainan from his office took note of the fact that Macainan is one of the several persons charged with murder in Negros Occidental Court of First Instance."
"215","On November 18, 1967, we ordered the immediate dismissal of Jacinto R. Acaling, register of deeds of Aklan, for unexplained shortage in collections and unauthorized absence from his post."
"216","On November 30, 1967, we ordered the dismissal of City Engineer Godotredo Trinchera of OrmocCity, who was found guilty of malversation of funds, illegal use of government property, and violation of the Anti-Graft and Corrupt Practices Act."
"217","On March 5, 1968, we fired Judge Gregorio D. Montejo of Zamboanga City on recommendation of the Supreme Court. He was found guilty of ignorance of the law and of advancing his personal interest through his office."
"218","On March 22, 1968, we were informed by POLCOM Chairman Crispinode Castro that he dismissed Chief of Police Genaro C. Ferrer of Binmaley, Pangasinan; Balbino Ibana of Talisay, Cainarines Norte; Deputy Chief of Police Marcefo Abad of Gingoog City; Corporal Emeriano Bonifacio of Binmaley, Pangasinan; and Corporal Enrique Parungao of Gapan, Nueva Ecija."
"219","On January 18, 1969, we ordered the dismissal of Municipal Judge Eligio C. Dajao of Oroquieta, Misamis Occidental; and the suspension for six months of Assistant City Fiscal Felizardo L. Espino of RoxasCity. Judge Dajao was found guilty of negligence and ignorance of the law in the disposition of certain criminal cases brought before his sala. Fiscal Espino was found guilty of serious dereliction of duty."
"220","On January 18, 1969, we ordered the dismissal of Municipal Judge Arturo A. Glagara of Talisay, Negros Occidental, for improper conduct, partially in the disposition of cases, and gross dereliction of duty."
"221","Friends and political allies have been treated with equal severity."
"222","To remove even the shadow of secrecy from any government transaction, we have invited the opposition party to send a representative to the Cabinet Bidding Committee. The function of this body is to review and to approve all contracts entered into by the government. The opposition party had earlier refused this invitation. We appeal to them to reconsider this unaccountable stand."
"223","Our actions prove that we are determined to go after grafters and corrupt government officials. We encourage the citizens to participate in our campaign against graft and corruption by reporting all cases of immorality, dishonesty, and venality in the public service to my office."
"224","If these complaints are substantiated, then swift and decisive action will be taken."
"225","At the same time that we sought to bring down unemployment and to provide security to labor, we recognized as a correlative and equally important concern the housing of our expanding population and the rehabilitation of our cities. These problems are relatively new to our society, but these have increasingly become areas of grave concern in our national plans and goals."
"226","Accordingly, the administration mapped out an integrated program of urban renewal, with the various government agencies involved as the key to its implementation. These agencies were the People’s Homesite and Housing Corporation, the Department of Social Welfare, the Social Security System, and the Government Service Insurance System."
"227","Much of the work was concentrated in the urban sectors of the country where people have tended to congregate in ever-increasing number. The combined resources of government agencies made possible the relocation and resettlement of the urban poor as well as the extension of low-cost housing assistance to the low-salaried middle class. We have succeeded in a limited way in clearing our ghettos, and helped ameliorate the lives of resettled slum dwellers."
"228","As everybody knows, housing continues to be a serious national problem. The housing needs of the country, if spread out over a 20-year period, would be about 470,000 dwelling units a year, computed at 100,000 units in urban areas and 370,000 in rural areas. Viewed in the light of past performance and present capabilities of both the government and private sectors, the requirement assumes discouraging proportions. Nevertheless, something must be done if we are to prevent the degeneration of urban centers into slum squatters areas."
"229","In 1968, we launched a novel nationwide housing program designed to benefit simultaneously both low-income and middle-income sectors of the population."
"230","This program is a departure from traditional housing programs of government institutions, which usually finance both lots and buildings within subdivision areas or “projects.”"
"231","The cost of the houses should be from P5,000 for the lowest-cost units to P25,000, payable in 25 years at 6% interest and without any down payment."
"232","The program, therefore, will be free from the limitations of project-type housing which, among other disadvantages, involves huge outlays of funds for land acquisition, development, sales, administration, and maintenance. It is also seen as a big step towards the reorientation of the Filipino attitude towards complete individuality in housing, a factor that has prevented the population from benefiting from economies of scale resulting from mass production of prefabricated units. Eventually, it is also expected to clear the path for private enterprise to take over or assume a more active role in urban and housing development."
"233","The economic and social impact of this program cannot be gainsaid. The extensive use of locally manufactured and fabricated construction materials, such as cement, coupled with the use of Philippine labor, will generate higher productivity and incomes."
"234","The average- or low-income citizen can then be given the opportunity to own real property of such quality and durability that will not only satisfy his and his family’s needs but will give him a feeling of belonging and security."
"235","Since some questions have been raised about the means to implement this program, I ask Congress to help salvage a laudable project that is urgently needed by our people."
"236","Good transportation is a basic requirement of a developing country; but much of our transport system has suffered from past neglect and inefficient operation. In the case of government-supplied facilities, the main bottleneck has been shortage of funds. We have been trying, in connection with our infrastructure program, to define our transportation needs as precisely as possible and to operate a program as efficiently as we possibly can."
"237","For land reform to be meaningful, more areas must be placed under its protective mantle. Soon after assuming office in 1966, we proclaimed the entire 2nd District of Pampanga, comprising 12 municipalities, as a land reform area. In February 1968, 22 towns in Nueva Ecija were placed under land reform. And in September 1968, 11 towns and 1 city in the 1st District of Laguna also became a land reform area. And so today, land reform covers 60 municipalities and 2 cities in 12 provinces, and involves 86,939 farmers."
"238","But we have been partially paralyzed by the lack of a source of funds. Congress eliminated the provisions that established the source of financing of land reform operations when it passed the Land Reform Code. We are asking Congress for funds to finance land reform, but as an alternative we plan to sell FortBonifacio, CampAguinaldo, CampCrame, and other government properties in the four cities of the metropolitan area. FortBonifacio could bring in P500 million and Camp Aguinaldo another P500 million. The money will be used for land reform operations and to boost agricultural productivity in land reform areas."
"239","As a corollary to the leasehold system and eventual land ownership, we have slopped up our resettlement program. We consider it our prime social responsibility to provide land to those displaced by urban and industrial development."
"240","Some of the notable accomplishments in Central Luzon in 1968:"
"241","In agricultural productivity, P38,986,757.03 in loans was released by the ACA to hundreds of thousands of farmers. From July to November 1968 alone, a total of P9,683,168.87 was issued to 18,848 farmer-borrowers. On the other hand, Central Bank-sponsored loans totaling P128,191,612 were released to 757,536 farmers for farm production, farm mechanization, poultry, fish culture, irrigation pumps and engines, and the development of private irrigation systems. In addition, P12,314,621 was released in commercial loans to 10,488 persons, P3,149,465 in industrial loans to 2,961 persons and P168,900 in other loans to 528 persons. At the same time, 276,250 bags of fertilizers valued at P3,892,400 were distributed in the area. Moreover, 4,215,771 animals were vaccinated, hundreds of thousands of vials of free drugs and biologics were distributed; thousands of cavans of certified seeds, especially the high-yield varieties were procured and distributed; 196,790.83 hectares were surveyed for soil conservation and 637 hectares for topography."
"242","In public works and water resources development, 1,290 pumps irrigating 32,052 hectares were installed, while 765 artesian wells were either set up or repaired; 113,999,802 kilometers of concrete, asphalt and feeder roads were built while 999,152 lineal meters of bridges were constructed; the Pampanga River Irrigation System in Talavera, Nueva Ecija, irrigating 23,500 hectares and costing P885,000 was completed, while 26 communal irrigation projects irrigating 9,625 hectares were finished, and 54 irrigation pump units irrigating 10,149 hectares were rehabilitated."
"243","In health, 2,320,636 persons were vaccinated; 474,829 mothers and children were extended health services; 11,417 potable water supply and sanitary toilets were constructed, while the ArayatEmergencyHospital, the BaliwagEmergencyHospital, and the San Miguel Emergency Hospital were activated."
"244","In education, 1,178 new schoolbuildings, mostly of the Marcos-type, were distributed and installed; study seminars on the planting of high-yield rice varieties were conducted."
"245","In the administration of justice, 682 cases were terminated and legal assistance was extended to 11,898 farmers."
"246","In labor, 2,205 agricultural establishments involving 39,360 farmworkers were inspected to insure compliance with the Land Reform Code and other labor laws, and payment of P1,442,612 in various benefits was effected in favor of 1,500 workers."
"247","In social welfare, P327,000 was doled out to indigent families in the area."
"248","Preliminary studies by the Board of Investments have revealed the extent of our industrialization. It has also shown some areas in which the administration of incentives can be improved and other areas in which new incentives should be granted, and I commend these areas to the attention of Congress."
"249","I am recommending the establishment of a trust fund from which can be drawn increases in teachers’ salaries, cost of living allowances, and other fringe benefits. The trust fund for teachers may be started with an initial P5 million from the Department of Finance. This money and its earnings can then be used for the benefit of our teachers."
"250","I ask the Department of Education to intervene in student and youth strikes and demonstrations and explore way sand means of realizing their constructive and reasonable demands."
"251","I propose the creation of a textbook commission for this purpose. I propose the upgrading of the quality of education by inculcating professionalism and raising the quality of teachers, among others by stricter supervision of teacher training and by entrusting the examination of teachers to educators sitting as a board of examiners."
"252","The growth of barrio high schools has been phenomenal. Starting with only four schools in 1964, there are today, under a policy of encouragement of this administration, 1,200 barrio high schools all over the country, employing some 6,000 teachers and providing instruction to 120,000 students."
"253","The establishment of barrio high schools has contributed greatly to the reduction of the number of dropouts from both the grade schools and the high schools. The rate of dropouts before my administration was estimated at 59%."
"254","Existing regular high schools cannot possibly accommodate all the graduates from elementary schools. There are only 279 regular high schools in the country today."
"255","We must, by legislation, support the barrio high schools and remove any doubts as to its legality as an institution."
"256","I also invite Congress to consider proposals coming from the constituents of the university itself for the revision of its fundamental law, the University Charter that dates back to 1908. The restructuring of the StateUniversity will have to be consistent with the constitutional guarantee of academic freedom for state universities and the principles of self-determination that the UP faculty and students now invoke."
"257","I propose that we now study and systematize the sources of government financing and their proper allocations, including the present classification of special funds."
"258","I propose to cut at least P200 million from the budgetary proposal for the coming fiscal year. This is the same amount I have directed all departments to save from the budget of the current fiscal year."
"259","I propose that Congress now act immediately on all bills pending before it for the improvement of the tax collecting machinery of government, including the consolidated bill on the Internal Revenue Code, the omnibus amendments on the Tariff and Customs Code, especially those pertaining to the removal of escape clauses and ambiguous provisions in both codes and such ambiguous terms as “and others” in the classification of goods for purposes of taxation and tariff duties."
"260","On the moral plane, this will promote disciplined living among the citizenry, especially among the more affluent and more fortunate."
"261","I propose that domestic importers be given inducements to finance their imports from trade credits available directly from their suppliers whether the importers are independent companies or subsidiaries of foreign corporations."
"262","In line with this policy, the SSS, the GSIS, the DBP, the PHHC, and the National Housing Corporation have already shifted the emphasis of their housing programs to low-cost housing. This policy will be pursued vigorously in the coming years."
"263","I further recommend that a sum sufficient to liquidate long-overdue obligations of the RCA to the Philippine National Bank be appropriated. The payment of these debts, which arose out of previous rice importations, can be effected through a refinancing scheme."
"264","The proceeds will constitute a huge fund to finance massive and nationwide land reform and the modernization of our agriculture."
"265","I submit that during this brief time we have realized, to a significant extent, the prophecy of Rizal that a Filipino of a new type would emerge from this land within a century from the time he wrote it. This New Filipino prophesied by Rizal in his “The Philippines: A Century Hence” about a century ago has now risen full blown from the loam of history. He has taken command of our nation’s destiny in various spheres of life. The new Filipino man brims over with the creative and purposeful spirit, sees problems not as obstacles but as opportunities for achievement, eagerly engages problems and challenges, and views the future as a challenge of greatness."
"266","The New Filipino symbolizes the extinction of Juan Tamad as the undeserved archetype of the Filipino race and the emergence of a new type of Filipino more competent, more confident, more eager for challenge and achievement than all his ancestors before him. In this respect, he eclipses the pre-Spanish Filipinos whom Morga praised for their courage, industry, and independence before colonialism corrupted and enfeebled their spirit. And he matches the vision and the independence with which his ancestors, in 1898, founded the FirstRepublic in the history of Asia as well as the courage of the defenders of Bataan, Corregidor, and the resistance movement."
"267","The experience of the past three years, combining a number of small and big breakthroughs in our national life, shows that the central factor for our progress is still the Filipino; that the Filipino transformed means a nation transformed; that the limit of what we can achieve for ourselves are fundamentally a matter of character—a moral and spiritual limitation."
"268","Although the achievements in rice production, education, and industrialization have an undeniable material basis, their common significance is moral and spiritual. They represent, above all, a transformation of the Filipino spirit, from defeatism, sloth, and self-deprecation, to a new level of energy, self-esteem, and the will to achieve our goals."
"269","This spiritual and intellectual transformation is the New Filipinism."
"270","The New Filipinism represents the discipline and the ethic of independence. It seeks the substance rather than the shadow of freedom. It develops independence beyond formality to reality."
"271","Under the influence of this spirit, we have started to reexamine our own narrow outlook on ourselves and the world; we have ceased to think of ourselves as a small and insignificant nation, a nonentity in world affairs; we have started to reexamine the time-honored postulates by which we lived during the past 500 years, and have lifted up our eyes to wider horizons and more ambitious and peremptory goals."
"272","In the foreseeable future, this new spirit will prompt us to reexamine our own basic institutions and perhaps recast them to make more responsive to the needs of our people. We must not hesitate, from a sense of racial timidity, to change what should be changed. From hereon, we should be guided only by our own sense of what will advance, protect, and fulfill our national interest."
"273","We must aim at the reality rather than at the formality of democracy. Political and social institutions that merely perpetuate entrenched privileges based on the accident of birth must be remolded or replaced with new ones that promote genuine democracy. I am sure the need for such profound changes may well give the forthcoming Constitutional Convention its greatest challenge."
"274","We must not be afraid of innovation in our social, economic, political, and cultural life. The New Filipinism is a call for innovation—a revolution directed against the sterile and self-defeating traditions and habits of the race but without bloodshed and without fratricide."
"275","The New Filipinism is the courage to open up new worlds of opportunity and fulfillment for this and future generations."
"276","The New Filipinism is, ultimately, a call to greatness. But any form of greatness must begin with an act of will. In the past three years, we—the nation together—performed this act of will and unleashed energies that are now transforming this country."
