"","x"
"90","Intensive and extensive scientific research is a necessary hand-maiden of both the utilization and conservation of natural resources. I,therefore, request more appropriations for scientific research. Positive encouragement must be extended to private industry and the universities to enablethem to cooperate to their fullest capacity with the Govern­ment to the end that they may ultimately take over the burden of such research work. Thereduction of production costs, for instance, perhaps by simplified and more scientific procedures and by increased utilization of by-products, may savemany of our export industries from adverse effects of the liquidation of the free trade with the United States. Research may enable us to raise all thecotton and ramie we need for our textile industry, kenaf for our bags, and the rubber for our tire and rubber industry. It may lead to the discovery of newuses, as raw materials or food or medicine or chemicals, of our crops, plants, and other pro­ducts, and to the invention of machines and equipment suitedto our farms, forests, and other needs."
"91","I urge the coordination of the work of the different re­search and scientific agencies with a view to obtaining maximum results."
"92","IV. STABILIZATION OF FISCAL POSITION"
"93","As a first step towards the stabilization of the fiscal posi­tion of the Government, we must reinvigorate our revenue collection services by extendingtheir intensive efforts in areas beyond Manila and take the necessary measures to insure that existing taxes are collected efficiently and equitably. Tosupplement our present revenues to meet the expanding needs of our growing population for essential government services, I am presenting in my budgetmessage tax proposals designed to distribute the tax burden justly and fairly in accordance with the principle of ability to pay."
"94","I propose a re-examination of the present policy of grant­ing tax exemption to new and necessary industries with a view to correcting certain unsoundpattern of investment resulting from the present policy."
"95","We must revise our policy of price support so as to exclude low-grade or sub-standard products. The need for this re­vision is clearly demonstrated by theprice support given to leaf tobacco under Republic Act No. 1194. To encourage low-grade production is wasteful and self-defeating."
"96","We are committed to a gradual removal of controls. To­wards this end, even within the restrictions of the Laurel-Langely Agreement, we must make moreresourceful uses of tariffs such as the more widespread and more ingenious application of special duties."
"97","V. EXPANSION OF EXPORTS"
"98","As demonstrated by our experience, our economic devel­opment hinges significantly on our export trade; neverthe­less, several of our export promotionmeasures have not been updated since we became independent. In order to make export expansion more feasible, I submit the following measures for yourconsideration:"
"99","1. To give top priority and incentives to more extensive processing of local raw materials whose production or ex­traction has already undergone somedevelopment. Such incentives may take the form of preferential treatment for processed goods out of local raw materials as against the export of materialsin their raw state.."
"100","2. To make more vigorous use of economic diplomacy for the more profitable marketing of our products and the development of new markets."
"101","3. To broaden the economic functions of our overseas diplomatic and consular offices."
"102","4. To improve the quality of our export products."
"103","5. To accelerate the diversification of our export trade by promoting research, market studies, improvement of pro­ducts, and greater utilization ofby-products."
"104","6. To set up standards and grades for our manufactured products which should be effectively administered."
"105","VI. REDIRECTION OF AVAILABLE CREDIT RESOURCES AND REORGANIZATION OF ECONOMIC AND BANKING BODIES"
"106","We must channel most of our credit and financial resources to enterprises that are immediately productive, particularly those that turn out goods needed byour people."
"107","In line with the policy of doing first things first, I recom­mend that all arms and instruments of the government charged with the formulation andimplementation of eco­nomic policies be endowed with efficient and effective or­ganizations. I, therefore, urge the amendment of the Cen­tral Bank Charterso as to make possible the appointment of more members of the Monetary Board on full-time basis. I submit that the National Economic Council, while itshould maintain its advisory character should be provided with an’ executive arm to carry out the economic policies approved by the Council and confirmedby the President."
"108","Investment of Reparations Proceeds— It is also my considered opinion and I so recommend:"
"109","That the proceeds from the sales of capital goods from reparations should constitute a perpetual source of funds for investment in our economicdevelopment. To this end, the establishment of an Economic Development Bank capitalized with these proceeds is indicated. This is perhaps the only way tobring our people not only of this generation but of those yet to be born the benefits of reparations."
"110","Mobilizing Hoarded Capital— Likewise, we should look into ways and means of flushing out hoarded capital so that it may be gainfully utilized. As an inducement for domestic capitalto come out of hiding, we may offer tax amnesty and set higher interest rates for savings and time deposits."
"111","VII. MORE EFFICIENT UTILIZATION OF OUR FOREIGN RESOURCES"
"112","While economic controls cannot be immediately abolished, we must see to it that the administrative difficulties inherent in controls be kept to a minimum.As earlier stated, some of the objectives of these controls can be attained through a wise management of the tariff and customs laws which, however, willrequire amendatory legislation. The creation of a single agency of full-time members to centralize economic controls which are at present handled by theCentral Bank, the Department of Commerce, the NAMARCO, and the Export Control Committee may be necessary while the government is directing its efforts todo away ultimately with controls."
"113","At the same time we are stepping up the campaign against smuggling at our ports, sea frontiers, and other areas in order to prevent the leakage of dollarsand the evasion of taxes."
"114","We must try to get the optimum advantage out of our limited foreign exchange resources by funnelling them to these industries that can contribute most toour national income. Overcrowding in many industries needing imported capital equipment, investing in many lines of production not basic to ourdevelopment, and importation of non-essential consumption goods are unnecessary drains on our foreign exchange. We should bring existing industries totheir efficient productive capacity before going ahead with any but the most necessary new ventures."
"115","Our domestic transportation system must be extensively revamped so as to do away with wasteful practices and conserve fuel and spare parts."
"116","The NAMARCO should shift more of its activities to handling local manufacturers. Its dollar quota should be used for legitimate needs of Filipino retailbusiness in accordance with the spirit of the Retail Trade Nationalization Act."
"117","VIII. ENCOURAGEMENT AND PROMOTION OF OUR COTTAGE INDUSTRIES"
"118","We must try to extend greater incentives and encouragement to our small producers on the cottage industry level."
"119","Properly developed, this broad sector of the national produc­tivity will be a tremendous boost to our economy as well as an additional means of tapping thetalents and ingenuity which we as a people possess. These cottage industries, integrated and strengthened through the establishment of a common clearinghouse for the regulation of standards as well as for marketing and financing facilities, can become a solid base for further industrial growth."
"120","IX. ATTRACTION OF FOREIGN INVESTMENTS, ASSISTANCE, AND FINANCING"
"121","We must define in clear terms our foreign investment policy. It is my considered opinion that foreign invest­ments, through welcome, should be admitted ona selective basis in order that legitimate Filipino business may be protected, particularly in fields already being fully exploited by our own nationals.The remittance of net profits and repatriation of capital by foreign investors should be under most reasonable terms compatible with our exchangere­sources and development program. While efforts to obtain foreign loans for our development is believed necessary, domestic capital must be encouraged toparticipate fully in Philippine business."
"122","X. PRICE STABILITY"
"123","I must invite your urgent attention to the rise in prices of prime commodities, which appears to be artificial, that is causing undue hardships to ourpeople. The preserva­tion of the nation is the supreme law which no one can violate with impunity. I, therefore, ask Congress for broad powers to handlethe situation swiftly and effectively in order to protect the people from those who would exploit them and who seem motivated by insatiable greed forprofit."
"124","XI. NATIONAL DEFENSE"
"125","The advent of radical changes in military concepts oc­casioned by the strides made in science and technology makes it imperative for us to place underconstant review the problems and requirements of our national defense es­tablishment."
"126","As the minimum requirement of adequate defense, I have earlier emphasized the necessity of reassessing the organ­izational structure of our Armed Forces insuch a way as to make it a balanced and effective instrument for national defense. The aims of such a reassessment is to make our defense plansrealistically consistent with our national cap­ability."
"127","I believe that our best contribution to our allies in the de­fense of the free world lies first in our ability to maintain peace and security in our owncountry."
"128","I endorse the modernization of our Armed Forces as far as our resources would permit."
"129","XII. WORLD DISARMAMENT"
"130","I would like to restate solemnly my stand in favor of world disarmament. We should support in every possible and rea­sonable way all sincere effortstowards world disarmament. I understand that the world powers have spent and are spending billions of dollars in the armament race. With world disarmament,this huge expenditure can be devoted to the removal of the causes of war and the promotion of human welfare. In this way the human race will be as­sured ofpeace, goodwill, happiness, and contentment."
"131","XIII. SHIFT OF EMPHASIS IN EDUCATION"
"132","It is time to gear our educational system to our economic development program. Since up-to-date textbooks and modern equipment essential to efficientinstruction are not being supplied adequately to our schools, their acquisition through sufficient appropriation should be given serious con­sideration."
"133","XIV. PROMOTION OF TOURISM AND CULTURE"
"134","As a means of augmenting our foreign earnings, we must promote tourism and improve local facilities to take care of the increased passenger and cargotraffic that passes through our country. Our cultural landmarks and public places must be kept in good condition, and new facilities for culturalexpression and preservation must be provided. Art is dear to the Filipino soul."
"135","XV. EXPANSION OF SOCIAL SERVICES"
"136","We must improve and expand our social services. To the many measures long in effect to promote this objective, was added only five months ago the SocialSecurity Law which providesa system of mass insurance covering the non-governmental sector against disability, sickness, old age, and death. Before thepassage of the law, less than three per cent of our nine million labor force enjoyed the protec­tion of social insurance."
"137","The combined savings of non-governmental employees augmented by the contribution, of employers have already placed in the coffers of the system the sum ofP9 million which, invested in RFC bonds, has become available for economic development. In time, the system will be one of the richest sources of suchcapital. It appears advisable, however, that the law creating the system be amended to improve the benefits and conditions of membership and to make thesystem a more effective source of funds for eco­nomic development."
"138","XVI. PUBLIC SERVICE"
"139","I shall continue to insist on honesty and integrity in the public service. I must serve stern warning that erring public servants will be dealt withseverely but justly. De­serving employees, however, will be rewarded. This Ad­ministration will exert its utmost in combating all forms of graft andcorruption in the government."
"140","gentlemen of the congress: I have tried to report to you the true state of the nation. In addition to the rec­ommendations I have submitted, I may fromtime to time during your session submit other recommendations for your consideration. I am sure that with the guidance of the Divine Providence and theunstinted cooperation of Con­gress, which counts among its members some of the finest minds and talents in our country, we shall in this crucial year beginour tenure by meeting the great expectations of our people with decisiveness, swiftness, boldness, and patriotism."
