country,year,text,context
Russia,2010,"every young man should be able to cover all the aspects of this programme.fourth, not only are we developing our armed forces, we are also developing international cooperation in the security sphere.",PAFA
Russia,2010,russia is ready to work on strengthening the missile non-proliferation regime with countries that are interested in it.,PAFA
Russia,2010,i shared my ideas of the possible architecture of the european missile defence system at the recent russia-nato summit in lisbon.,PAFA
Russia,2010,"this architecture would merge the potentials of russia and nato, protecting all european countries from missile strikes.",PAFA
Russia,2010,we have started a joint evaluation of all issues related to that.,PAFA
Russia,2010,this is certainly a positive development.,PAFA
Russia,2010,"but here, in this room, i would like to speak frankly.",PAFA
Russia,2010,"one of the following two things will happen within the next ten years: either we reach an agreement on missile defence and create a full-fledged cooperation mechanism, or (if we can’t come to a constructive agreement) we will see another escalation of the arms race.",PAFA
Russia,2010,we will have to make a decision to deploy new attack forces.,PAFA
Russia,2010,"it is obvious that that would be a very unfavourable scenario.the lisbon summit has made decisions related to the forming of a modern partnership, one based on the indivisibility of security, mutual trust, transparency and predictability.",PAFA
Russia,2010,we have decided on how we will work on the creation of a common space of peace and security in the euro-atlantic region.,PAFA
Russia,2010,"this makes us moderately optimistic when we evaluate the prospects of our work on russia’s initiative on a new european security treaty.fifth, we have to develop our economic diplomacy, evaluating its results based on practical benefits it produces for modernisation, first and foremost.",PAFA
Russia,2010,our foreign policy today should not be limited to missiles.,PAFA
Russia,2010,"we have to make specific achievements that our people can appreciate: creating joint ventures in russia, supplying high-quality, inexpensive goods to the russian market, creating modern jobs and simplifying visa procedures.our foreign partners, i should note, understand our pragmatic approach.",PAFA
Russia,2010,they are ready to share their experience in innovative development.,PAFA
Russia,2010,i believe we should work directly with the countries and companies that are ready to cooperate with us.,PAFA
Russia,2010,"thanks to this mutual interest we are currently developing what i would call partnerships for modernization with, for instance, germany and france.",PAFA
Russia,2010,"i see a great potential for expanding the innovation aspect in our cooperation with china, india, brazil, south korea, singapore, japan, canada, italy, finland, ukraine, kazakhstan and several other countries.",PAFA
Russia,2010,these partnerships will help develop primarily the five priorities russia has set out in its technological modernisation programme.i see great potential that can be used to achieve these goals as our relations with the european union and the us expand.,PAFA
Russia,2010,"the mechanisms of russian-us partnership should be used to establish a full-scale economic cooperation, improve the investment climate and our high-tech cooperation.the partnership for modernisation agreement signed by russia and the eu, as we formulated the idea one year ago, should work in the following three areas.",PAFA
Russia,2010,"firstly, the mutual exchange of technologies, the harmonisation of technical regulations and standards, and practical assistance by the eu for russia to join the wto.secondly, a simplified visa regime with the prospect of introducing visa-free travel in the near future.thirdly, we need to seriously expand our academic and professional exchange programmes.",PAFA
Russia,2010,"i will speak about this at the russia-eu summit in brussels next week.sixth, russia’s integration into the asian-pacific economic space is of utmost importance.",PAFA
Russia,2010,we have to better exploit the potential of russia’s participation in apec and other forums.,PAFA
Russia,2010,some of these forums just recently held sessions.,PAFA
Russia,2010,building up our ties with other countries in the region is our strategic objective.,PAFA
Russia,2010,you can see that clearly in our relations with china.,PAFA
Russia,2010,our unprecedentedly high level of bilateral cooperation is projected onto the international arena and consequently reflects positively on the standing of alliances such as bric and the sco.,PAFA
Russia,2010,"we have serious potential in the sphere of long-term mutually beneficial cooperation with latin american and african nations.seventh, the cis and its alliances, eurasec and the csto, remain a priority for our foreign policy.",PAFA
Russia,2010,"we have already established a customs union and are now building a common economic space within eurasec, testing new integration models and efficient economic cooperation concepts.",PAFA
Russia,2010,"eventually, we need to work towards creating a common economic space that would stretch from the arctic to the pacific, all across eurasia.eighth, russia with its unique experience and human and technology resources, can initiate a global, or trans-european, emergency management system.",PAFA
Russia,2010,"approximately six months ago, at the g20 summit, i proposed to join our efforts to preserve the marine environment from oil spills.",PAFA
Russia,2010,"we now have to approach our main goal – exchange our best practices in that area and prevent, or clear, oil spills together.and the last of the foreign policy issues.",PAFA
Russia,2010,we have to step up international cooperation in fighting piracy.,PAFA
Russia,2010,we have put forward an initiative to create an international mechanism for piracy trials.,PAFA
Russia,2010,"we believe that would help resolve the issue of prosecuting pirates as impunity remains one of the key factors that drive piracy.i expect specific results in all of these areas from our foreign ministry.dear friends,we will work together to implement the plans that i set out today.",PAFA
Russia,2010,i don’t have the slightest doubt that we will be successful.,PAFA
Russia,2010,i believe in your support.,PAFA
Russia,2010,let me add a few words of the kind you rarely see in official documents.,PAFA
Russia,2010,"these words may, however, be the most important.",PAFA
Russia,2010,we are renewing our country and our society.,PAFA
Russia,2010,we are changing our lives and we are changing ourselves.,PAFA
Russia,2010,"all we are doing we are doing for the sake of those we love the most – our children, because we want them to have a better life than we have.",PAFA
Russia,2010,we want them to be better than we are.,PAFA
Russia,2010,we want them to be able to do things that we perhaps won’t have time to do.,PAFA
Russia,2010,we want their achievements to create a successful future for our great country.i am sure that is the way it will be!,PAFA
Russia,2011,"citizens of russia, state duma deputies and members of the council of federation,yesterday, the state duma of the sixth convocation held its first meeting.",PAFA
Russia,2011,i congratulate all the deputies on the start of their work.,PAFA
Russia,2011,"i wish you every success and would like to assure you of my openness to dialogue on all issues.following the parliamentary elections in russia, various statements were made regarding their results, both in russia and abroad.",PAFA
Russia,2011,"some people were pleased with the elections’ results, others were not entirely satisfied, and still others were not happy at all.",PAFA
Russia,2011,it was the same after the previous elections.,PAFA
Russia,2011,this always happens.i would therefore like to stress that we treat any criticism of state institutions and individual officials with the utmost attention and respect.,PAFA
Russia,2011,"we draw relevant conclusions where criticism is valid, restore justice where laws had been broken, take the necessary decisions in consultation with the main political forces, openly state our position and justify it if the criticism is unfounded.people have a guaranteed right to express their opinions using all legitimate means but attempts to manipulate russian citizens, to mislead them and incite social discord are unacceptable.",PAFA
Russia,2011,"we will not let instigators and extremists involve society in their reckless activities, and we will not allow foreign interference in our internal affairs.russia needs democracy, not chaos; it needs faith in the future and justice.",PAFA
Russia,2011,"the fact that society is changing and people are increasingly expressing their views and making legitimate demands on the authorities are a positive sign, a sign of a maturing democracy.",PAFA
Russia,2011,"in my view, this is a positive trend that will benefit our country, just as increased political competition, which forces us to work more efficiently and to respond more promptly to the problems of millions of russian families.today i will state my proposals for the near future aimed at expanding people’s opportunities to influence russian state policy and the decisions on matters that involve their rights and interests.",PAFA
Russia,2011,"but first, if i may, i would like to talk about the results of our efforts.i am sincerely grateful to those who have given their support to my work as president of russia in the past four years.",PAFA
Russia,2011,bear in mind that the start of my term in office coincided with a very difficult period.,PAFA
Russia,2011,everyone remembers the events in south ossetia in august 2008.,PAFA
Russia,2011,just a month later we faced the most severe global financial crisis.,PAFA
Russia,2011,this has left a serious mark on all of our work.,PAFA
Russia,2011,the problems generated by the crisis have remained unresolved to this day in many countries.,PAFA
Russia,2011,i would like to name our most important achievements of this challenging period and the main results.first.,PAFA
Russia,2011,we have successfully overcome the most difficult period of economic turmoil and returned to pre-crisis indicators.,PAFA
Russia,2011,"the economy is growing rapidly: by 4% per year, which exceeds the recovery rate in most leading economies.",PAFA
Russia,2011,russia’s sovereign debt remains at a minimum.,PAFA
Russia,2011,our country has become the sixth largest economy in the world.,PAFA
Russia,2011,we have fulfilled our social obligations in full.,PAFA
Russia,2011,pensions and wages of most public sector employees grew faster than we had planned before the crisis.,PAFA
Russia,2011,"today, there are no pensioners in the country whose incomes are below the regional minimum subsistence level.",PAFA
Russia,2011,"the average size of the retirement pension has increased by over 50% in the past four years (and this is growth in real terms) and the average salaries of teachers and doctors have approached the regional average.this year, we had the lowest inflation in the history of the new russia.",PAFA
Russia,2011,it is less than 7% and may even be closer to 6%.,PAFA
Russia,2011,"salaries, social benefits and real incomes are the highest since the soviet period, although they are still far from our targets.",PAFA
Russia,2011,there are too many low-income families in the country although in 2011 their number came close to the lowest in 20 years.the economic crisis has clearly shown that setting aside a part of the oil revenues to make reserves has been and remains a successful policy.,PAFA
Russia,2011,due to these savings the government and the bank of russia prevented a currency crisis.,PAFA
Russia,2011,"now the volume of gold and foreign currency reserves is close to the pre-crisis level, while people’s bank deposits have increased by almost 80%.",PAFA
Russia,2011,"lending volumes have also grown.we have provided strong support to manufacturing, construction and infrastructure companies, as well as small businesses.",PAFA
Russia,2011,big companies received funding on the basis of a detailed analysis of development programmes and their readiness to preserve and create jobs.agricultural producers also received systemic support.,PAFA
Russia,2011,this has allowed the whole industry and the food market to fully recover last year’s losses caused by the drought and wildfires.the number of unemployed in the past two years has decreased by almost two million people.,PAFA
Russia,2011,"today, the unemployment rate in our country is one of the lowest in the world.overall, russia’s anti-crisis policy has been more effective than in many other countries or in previous crises, of which, as we know, there were many.",PAFA
Russia,2011,i think we passed this difficult test with flying colours.second.,PAFA
Russia,2011,"we have ensured full implementation of demographic programmes, which became one of the factors in demographic stabilisation.",PAFA
Russia,2011,"more than 6 million children were born in russia over the past four years – and that is an excellent figure, a 20-year record.",PAFA
Russia,2011,the mortality rate declined even faster than we initially expected.modern russia has the highest life expectancy in its history.,PAFA
Russia,2011,it has increased by almost three years since 2006 and has reached just under 69 years.,PAFA
Russia,2011,life expectancy for women – because they take better care of themselves – is nearly 75.,PAFA
Russia,2011,we had never had such figures before.,PAFA
Russia,2011,never!,PAFA
Russia,2011,"naturally, we must strive to make these numbers even higher.",PAFA
Russia,2011,that is the aim of the new healthcare modernisation programme.,PAFA
Russia,2011,all the decisions required for its implementation have already been taken.third.,PAFA
Russia,2011,a key theme of my address last year was the policy on motherhood and childhood.,PAFA
Russia,2011,a great deal has been achieved in this area.,PAFA
Russia,2011,by the end of this year russia will have 23 perinatal centres.,PAFA
Russia,2011,we poured enormous resources into the development of paediatric services.,PAFA
Russia,2011,medical examinations of schoolchildren will now be held throughout the school years.,PAFA
Russia,2011,another hour of physical fitness has been introduced in the school curriculum.,PAFA
Russia,2011,"a law has been adopted that allows for the use of maternity capital for private housing construction. 38 regions have decided to pay an additional regional maternity capital, as i told you here a year ago.the regions are entitled to provide free of charge municipally-owned land plots to large families.",PAFA
Russia,2011,"the tax on charity donations to individuals has been abolished, including assistance to children.",PAFA
Russia,2011,commissioners for children’s rights have been appointed and begun to actively work in almost all regions.,PAFA
Russia,2011,"public councils are set up at institutions for children who have no parents or guardians, which help address these children’s problems more promptly.fourth.",PAFA
Russia,2011,"at the peak of the economic crisis, i initiated a shift in russia's development strategy: the modernisation of our economy.",PAFA
Russia,2011,i am sure it was the right decision.,PAFA
Russia,2011,"today we can see the initial results in all priority areas of modernisation: we have achieved the highest level of funding for research and development since the soviet times, built an efficient system of development institutions and gradually decreased the energy intensity of the russian economy.",PAFA
Russia,2011,"this means – and i want everyone to stop and think about it – that the share of the utilities costs in family and company budgets will eventually stop growing, and if energy is used rationally, it can even be reduced.we have launched production of new drugs, including for the treatment of infectious diseases and cancer.",PAFA
Russia,2011,"an entire line of next generation products has been developed together with our foreign partners.we have created supercomputers supporting new competitive technologies in the nuclear and aerospace industries, shipbuilding and automotive industries; completed the development of technical documentation for the construction and operation of a new generation nuclear power station that will be highly resistant to external shocks, as well as have significantly higher economic efficiency rates.half of russian regions already use the services of the glonass navigation system and are implementing remote sensing projects.",PAFA
Russia,2011,the number of home broadband internet connections has doubled in the past three years and now the country has nearly 55 million active subscribers.,PAFA
Russia,2011,i want to emphasise that this is the highest figure among all european countries.television and radio networks are switching to digital broadcasting.,PAFA
Russia,2011,this increases the freedom of choice and stimulates competition.,PAFA
Russia,2011,"as promised, russia will have more than 20 freely available tv channels by 2015, and the number of channels offered by private broadcasting companies can be measured in hundreds.a few words about another major modernisation project, the skolkovo innovation centre.",PAFA
Russia,2011,"i am aware that there were many sceptics when we launched this project, and there are some that remain to this day.",PAFA
Russia,2011,but what do the facts tell us?,PAFA
Russia,2011,skolkovo corporate residents include over 300 companies engaged in advanced research and development.,PAFA
Russia,2011,"a modern technological university is being built, partnership agreements have been signed with leading global companies, which are setting up their research centres at skolkovo.",PAFA
Russia,2011,"this is only the beginning but i'm confident that skolkovo will become an example of the first successful global project in science, education and innovation in 30 years; the first but i'm sure it will not be the last.fifth.",PAFA
Russia,2011,the political system’s modernisation has made it more efficient.,PAFA
Russia,2011,i would like to remind you that i have suggested measures for its development every year in my addresses.,PAFA
Russia,2011,"all these measures have been implemented, and i would like to thank the federal assembly for it once again.yes, we have improved the quality of popular representation and stimulated the development of political competition.",PAFA
Russia,2011,over the past few years the role of political parties in our country has increased.,PAFA
Russia,2011,they have obtained the right in case of winning the elections to the region’s legislative assembly to submit their nominations to the president for the post of the highest regional official.,PAFA
Russia,2011,the parties were given the authority to implement supervision functions.,PAFA
Russia,2011,"now, the government makes an annual report to the state duma on its efforts.",PAFA
Russia,2011,in the regions senior officials report to the legislatures.,PAFA
Russia,2011,"at the local level, the practice of reports of municipal entities’ heads to representative bodies has been made mandatory.",PAFA
Russia,2011,the mechanism of removing municipal officials from office has been introduced.the parliamentary parties have obtained guarantees of equal coverage of their activities in the state media.,PAFA
Russia,2011,meetings of the state duma and regional legislative assemblies are being broadcast live online.,PAFA
Russia,2011,this certainly increases the openness of the parliament’s work and allows the parties to inform the voters of their positions online.,PAFA
Russia,2011,"in order to ensure the rights of political parties not represented in the legislature, they have the opportunity to make regular appearances in the state duma and regional parliaments.the new procedure for forming the council of federation, which came into effect this year, should also be viewed in the context of expanding popular representation.",PAFA
Russia,2011,"now only the people who have won federal, state or municipal elections will be able to sit in the upper house of parliament.",PAFA
Russia,2011,"finally, the electoral threshold in the state duma elections has been decreased to 5%.",PAFA
Russia,2011,sixth.,PAFA
Russia,2011,"our civil society has become stronger and more influential; public organisations have significantly increased their activities, as was confirmed by the events of recent weeks.",PAFA
Russia,2011,i believe an increase in non-profit organisations’ activity is a key achievement of recent years.,PAFA
Russia,2011,"we have done a great deal in their support, as well as for the development of volunteer movements in the country.",PAFA
Russia,2011,"today russia has over 100,000 non-profit organisations.",PAFA
Russia,2011,"the registration procedure has become far easier for them, and the inspections of non-profit organisations have been significantly reduced.",PAFA
Russia,2011,many of them receive direct assistance from the state.,PAFA
Russia,2011,annual charity donation volumes are now close to 100 billion rubles.,PAFA
Russia,2011,"millions of people take part in volunteer initiatives, getting involved in landscaping, providing social assistance to families in difficult situations, searching for missing persons, protecting the environment and many other useful initiatives.",PAFA
Russia,2011,all this deserves our respect and benefits our homeland.seventh.,PAFA
Russia,2011,"we have made considerable progress in reforming the judicial system, particularly criminal legislation, making it more just, humane and corresponding to our social development goals.",PAFA
Russia,2011,"at my initiative, the federal law on amendments to the criminal code has been adopted.",PAFA
Russia,2011,"in line with these amendments, the sentence of imprisonment for a first-time offender who has committed a minor crime can be imposed only in the presence of aggravating circumstances.",PAFA
Russia,2011,the list of alternative penalties to imprisonment has been greatly expanded.,PAFA
Russia,2011,"these include multiple fines, correctional and compulsory labour.",PAFA
Russia,2011,"the courts are increasingly granting bail and placing defendants under house arrest.in addition to the relaxation of many criminal code provisions, criminal responsibility has been increased for grave and especially grave crimes such as terrorism, aiding and abetting terrorism, child abuse, sexual abuse of minors and other violent crimes.finally, we have launched a law enforcement reform, which opened the doors to a large number of professionals who actively protect the rights and legitimate interests of our citizens.eighth.",PAFA
Russia,2011,"on my instructions, a large-scale anti-corruption effort is being conducted.",PAFA
Russia,2011,russia has acceded to international conventions in this sphere and adopted the required legislation for the first time in the history of our state.,PAFA
Russia,2011,"now, state and municipal officials who have been found guilty of corruption offences can be dismissed from office for the loss of confidence, in addition to other forms of punishment.since 2010, all state officials, military personnel and law enforcement officers must declare their incomes and assets.",PAFA
Russia,2011,the information contained in the declarations is verified and the results are analysed by special commissions.,PAFA
Russia,2011,"as a result of this work, more than 3,000 officials have been prosecuted just in the first six months of 2011.",PAFA
Russia,2011,"i would like to stress that this is only the beginning of this massive and systemic war on corruption and we will fight it vigorously, systematically and consistently.ninth.",PAFA
Russia,2011,"as part of my decision to actively upgrade our armed forces, the troops were equipped with modern equipment and weapons.",PAFA
Russia,2011,we have begun the transition to the professional army.,PAFA
Russia,2011,"as early as next year 220,000 officers and over 180,000 soldiers and sergeants will serve under contract.the state armament programme to 2020 places the emphasis on new weapons and equipment created with the use of modern technology.",PAFA
Russia,2011,a large part of the state defence order is placed for several years ahead.,PAFA
Russia,2011,this significantly improves the opportunities for defence companies’ development.,PAFA
Russia,2011,"in turn, they must do their work well and on time.despite the challenges of the crisis, we have taken steps to make our army and navy more compact, mobile and combat-ready.",PAFA
Russia,2011,"by 2010, the number of troops amounted to one million people and it became possible to build truly modern and effective armed forces.",PAFA
Russia,2011,"a new high-tech arm has been created, the aerospace defence forces.",PAFA
Russia,2011,the intensity of the operational and combat training has increased significantly.,PAFA
Russia,2011,"until recently, most of the exercises were held at the headquarters or on the maps, while now strategic scale exercises are held annually, involving all types and kinds of troops.we have achieved significant results in improving the social guarantees for military personnel.",PAFA
Russia,2011,"on january 1, 2012 their pay will increase by almost 200%.",PAFA
Russia,2011,this will make a qualitative change in the armed forces.,PAFA
Russia,2011,officers will have additional motivation to serve honourably.,PAFA
Russia,2011,the financial situation of retired military personnel will also improve.,PAFA
Russia,2011,"the rise in military pensions from january 1, 2012 by not less than 1.6 times on average is an important step in showing appreciation for their service to the fatherland.",PAFA
Russia,2011,"these pensions will increase annually by at least 2% above inflation.finally, for the first time in the history of our country’s armed forces we have come close to tackling one of the toughest and most critical challenges: providing servicemen with permanent and service housing.",PAFA
Russia,2011,"in 2009–2010, the defence ministry acquired nearly 100,000 flats to provide permanent housing, and in 2011–2013 another 80,000 will be acquired for this purpose.",PAFA
Russia,2011,those who signed their contracts after 2007 will be scheduled to receive housing in line with the savings and mortgage system.,PAFA
Russia,2011,"the number of participants exceeded 180,000 people in five years, and 20,000 flats have been purchased.by 2014, a specialised service-housing fund will be established for the stuff numbers stipulated for the new armed forces.",PAFA
Russia,2011,"thus, the military housing problem will be resolved completely.tenth.",PAFA
Russia,2011,"our foreign policy has become more modern, working for the national modernisation goals.",PAFA
Russia,2011,breakthrough results have been achieved in the integration processes with former soviet states.,PAFA
Russia,2011,"from july 1, 2011 the customs union of belarus, kazakhstan and russia came into force, and more recently an agreement on free trade zone was signed within the framework of the cis and will start operating next year.",PAFA
Russia,2011,i am very pleased that together with our colleagues we have been able to finally move forward on these major tasks.i would also like to emphasise a very practical aspect.,PAFA
Russia,2011,"as a result of removing the barriers to mutual trade, the market for the free sale of russian products expanded by 20%, according to experts’ conservative estimates.",PAFA
Russia,2011,the volume of trade within the customs union has increased by one third.,PAFA
Russia,2011,a competitive environment is being formed in its member states’ markets and new jobs are being created.,PAFA
Russia,2011,the transit potential is used more efficiently.,PAFA
Russia,2011,businesses have better conditions for entering international markets.we will continue economic integration.,PAFA
Russia,2011,"common economic space for russia, belarus and kazakhstan will be launched on january 1, 2012, and the free movement of goods will be followed by the free movement of services, capital and labour.",PAFA
Russia,2011,"the aim is to create the eurasian economic union by 2015, which will largely determine the future of our countries.we have partnership for modernisation agreements with 23 eu countries, as well as contracts for dozens of projects.",PAFA
Russia,2011,"we have stepped up joint efforts with the eu on easing visa restrictions with a view to their complete abolition.finally, another very important achievement: after 18 years of negotiations, russia has acceded to the wto.",PAFA
Russia,2011,the negotiations marathon ended on terms that fully correspond to our country’s interests.,PAFA
Russia,2011,"now we must learn to work in this organisation, drawing the maximum advantages from its membership.",PAFA
Russia,2011,wto accession is a significant factor in russia’s integration into the global economy.,PAFA
Russia,2011,it meets both our national interests and the objectives of stabilising the international trading system.one of the most important breakthroughs in the field of international security in the recent years is the conclusion of a new russian-us strategic arms reduction treaty.,PAFA
Russia,2011,it works directly on strengthening strategic stability and non-proliferation.,PAFA
Russia,2011,"in addition, our initiative to conclude a treaty on european security initiated a serious dialogue on the establishment of a new architecture of equal and indivisible security in the euro-atlantic region.on the whole, we have achieved a great deal.",PAFA
Russia,2011,"the past years can be considered successful, and some of the achievements are unprecedented.",PAFA
Russia,2011,once again i sincerely thank all those who have actively supported my plans and initiatives.,PAFA
Russia,2011,"i believe that our efforts on economic modernisation and upgrading the life of our society should be the main tasks for those who will govern the state in the coming years.colleagues, now let us move on to the practical aspects of our country’s modernisation.",PAFA
Russia,2011,"i would like to start by telling you what i, as president of the russian federation, intend to achieve in the coming months.first.",PAFA
Russia,2011,"today, at the new stage of the nation’s development and in support of the new initiative put forward by prime minister vladimir putin, i propose a comprehensive reform of our political system.i would like to say that i hear all those who talk about the need for change, and i understand them.",PAFA
Russia,2011,we must give all active citizens a legitimate opportunity to participate in the country’s political life.,PAFA
Russia,2011,"to achieve that, i believe the following measures are necessary.to return to direct regional elections for the heads of russian constituent entities.to introduce a simplified procedure for the registration of political parties.",PAFA
Russia,2011,my suggestion is that it should require an application signed by at least 500 people representing no less than 50% of the regions.next.,PAFA
Russia,2011,"to abolish the requirement to collect signatures for the elections to the state duma and regional legislatures.finally, to reduce the number of voter signatures needed to participate in the presidential elections to 300,000, and for candidates from non-parliamentary parties to 100,000.",PAFA
Russia,2011,"in addition, i propose to change the state duma election system.",PAFA
Russia,2011,i consider it expedient for strengthening the links between the deputies and the electorate to introduce proportional representation of 225 districts.,PAFA
Russia,2011,this measure will allow each region to have a direct representative in parliament.,PAFA
Russia,2011,"now, unfortunately, as everybody knows, some constituent entities of the russian federation do not have a single deputy elected by local residents.i also suggest changing the procedure for forming the central and regional election commissions.",PAFA
Russia,2011,we should have broader representation by political parties in the election commissions.,PAFA
Russia,2011,"the parties must have the right to recall their representatives in the commissions before term, if necessary.",PAFA
Russia,2011,"i will soon submit the corresponding draft laws to the state duma.colleagues, this is not the final list of initiatives.",PAFA
Russia,2011,but let’s be patient.,PAFA
Russia,2011,"ancient chinese philosopher lao tzu once said that governance must be consistent, business must spring from opportunities, and all actions must take time into account.",PAFA
Russia,2011,"nevertheless, we will take additional necessary steps in the future.i suppose that the measures already proposed will make our nation’s political system more efficient, better able to meet the needs of our citizens.",PAFA
Russia,2011,these changes are particularly relevant ahead of a very important political event: russia’s presidential elections.,PAFA
Russia,2011,"the elections must be just, transparent, and meet modern standards for lawfulness and fairness.second.",PAFA
Russia,2011,a package of draft laws on decentralisation will be submitted to the state duma.,PAFA
Russia,2011,their implementation will allow us to seriously redistribute powers and budgetary resources in a way that favours our regions and municipalities.,PAFA
Russia,2011,"i promised to do it, and i will do it.",PAFA
Russia,2011,it is time to bring the government’s most important functions closer to the people they serve.,PAFA
Russia,2011,"naturally, we will do this step by step, over the course of several years, within the framework of the next political cycle.the sources of revenue for regional and municipal budgets, including their own, will be expanded significantly.",PAFA
Russia,2011,"we will discuss the budgets’ volumes separately, but i feel the figure may be as high as one trillion rubles.",PAFA
Russia,2011,"this should create the conditions for our territories’ successful development, for better fulfilment of the state’s obligations to the people.",PAFA
Russia,2011,"in particular, we will gradually abolish federal exemptions for regional and local taxes.",PAFA
Russia,2011,the timeframe for this should be analysed by the cabinet separately.,PAFA
Russia,2011,many regions will impose real estate tax instead of property tax.,PAFA
Russia,2011,"in addition, regions and municipalities must be given much broader rights in managing the funds coming from the federal budget.",PAFA
Russia,2011,"excessive regulation, which impedes independent work on a local level, will be eliminated and the system of financial support for regional budgets will encourage the diversification of the regions’ own revenue base.finally, regional heads will get the right to bring up the issue of delegating a significant number of public powers from the federal to the regional level – if they are ready for it, of course.",PAFA
Russia,2011,"at the same time, some of the powers may be additionally given to all regions by a federal law – first and foremost, those powers that directly influence the investment climate and socioeconomic development of those regions.",PAFA
Russia,2011,"at the same time, we should seriously strengthen the material base of municipalities, of local self-government as an institution closest to the people.",PAFA
Russia,2011,"municipalities must get a solid and predictable financial base for their work.there will also be other changes, which we will discuss in the coming months.",PAFA
Russia,2011,and it is certain that the process of power decentralisation will go hand in hand with higher political liability of regional and municipal leaders as regards the final results of their work on developing their territories and increasing the quality of services offered to their citizens.third.,PAFA
Russia,2011,"during the first half of next year, we must replace our “beloved” 94th law with a federal law contemplating the creation of a federal contract system.",PAFA
Russia,2011,"new procedures for government and municipal procurement must ensure high quality in the fulfilment of government orders and prevent monopoly price-setting and multi-billion ruble corruption schemes.in order to further counter corruption, i feel we should start monitoring spending by individuals holding public office or serving within certain federal state services, in cases when their expenditures clearly do not correspond with their income.",PAFA
Russia,2011,"i am talking about declaring major expenditures for purchasing land, other real estate, vehicles and securities.by introducing this provision, along with larger fines established by our criminal legislation, possibility of being dismissed on a loss-of-confidence basis for corruption-related violations, and other existing measures, we are essentially implementing the goal of the un convention against corruption as regards establishing liability for unlawful enrichment.",PAFA
Russia,2011,"and this liability is established in accordance with the principles of our legal system.i also feel we should look into broadening the list of individuals whose incomes are subject to declaration.in addition, we need to think about how to radically reduce the economic interest in committing profit-motivated crimes, in addition to already-existing measures (i am referring to larger fines and confiscation).",PAFA
Russia,2011,"finally, i think it would be expedient to impose restrictions on transactions between state institutions and profit-making organisations whose major shareholders include close relatives of the heads of such government institutions or state-owned companies.",PAFA
Russia,2011,"the number of cases like this in our nation is enormous.fourth, we are in the final stage of a full-scale transfer to electronic document management system as regards carrying out state functions and providing public services to our citizens.beginning on july 1, 2012, all regions and many municipalities will switch to electronic interdepartmental interaction.",PAFA
Russia,2011,"we are expanding our citizen’s opportunities to receive many state and municipal services remotely, including through the use of a corresponding internet portal and with the help of universal electronic cards.",PAFA
Russia,2011,"in just a few months, millions of people from all across our nation, from the most distant of our regions, will start using them.",PAFA
Russia,2011,"it will be easier for citizens to communicate with the government in real time and to save time and money, in addition to the fact that electronic technologies provide the best level of transparency, which is essential in countering corruption.fifth.",PAFA
Russia,2011,"soon, we will begin implementing programmes i have initiated to support families with three or more children, as well as teachers, doctors, young engineers and scientists.",PAFA
Russia,2011,they must have better opportunities to improve their living standards with the help of a preferential mortgage.sixth.,PAFA
Russia,2011,one of the important challenges for all government agencies and for society as a whole is the full-fledged implementation of the barrier-free environment programme.,PAFA
Russia,2011,i would like to point out that we have allotted a significant amount of funding for its implementation.,PAFA
Russia,2011,"step by step, we will reduce barriers for people with disabilities; we will work on helping them get jobs and significantly improve the number of schools providing inclusive education.",PAFA
Russia,2011,"our attitudes toward people with disabilities, the efforts we are making, are imperative for reducing the barriers and restrictions in their lives and opportunities.",PAFA
Russia,2011,"this is important for all of us, for all of society.seventh.",PAFA
Russia,2011,we will implement all plans as regards public sector development.,PAFA
Russia,2011,"in particular, in 2012, we will step up work to deal with the shortage of places in pre-schools.",PAFA
Russia,2011,"for children aged 3+, i think we can fully solve this problem in the next five years.",PAFA
Russia,2011,"at the same time, we must not just resolve it, but do so while increasing the salaries for teachers and educators working with children.",PAFA
Russia,2011,"we will also continue to increase salaries for schoolteachers.at the same time, we must give particular attention to improving the situation on a regional and local level at cultural institutions that work directly with children – i am referring to art schools, museums, clubs and libraries.",PAFA
Russia,2011,"they are facing difficulties, and the government must help the regions implement programmes in this area.eighth.",PAFA
Russia,2011,the government will take additional measures to encourage placement of orphans in foster families.,PAFA
Russia,2011,"i will give relevant instructions to the government in the next few days, and i also think that the regional heads must adopt programmes to provide medical, psychological, and educational support for families taking in orphans.",PAFA
Russia,2011,"they need help, and such help must be practical.in addition, every region must finalize the development of social adaptation programmes for youth coming out of orphanages.",PAFA
Russia,2011,"let me remind you that in many territories, this instruction has not yet been carried out.ninth.",PAFA
Russia,2011,on further steps regarding criminal law and judicial proceedings.,PAFA
Russia,2011,"in the first six months of next year, draft laws will be prepared to help form a social rehabilitation system for citizens who have finished serving or are currently serving penalties that do not involve imprisonment.a special role in conducing efficient criminal policy must be given to the judicial system.",PAFA
Russia,2011,"it determines whether our system for imposing penalties becomes more flexible, graded, and therefore, more just.",PAFA
Russia,2011,we will continue working to improve the quality of the judicial corps.,PAFA
Russia,2011,"and one of the first steps is to create a system of independent examination commissions, which will assess all candidates for the high office of judge.the number of judges per capita in our nation is about the same as in most european nations.",PAFA
Russia,2011,"but remember, russian judges look at far more cases, dozens times more, primarily because nearly 80 per cent of disputes in these nations are resolved with the help of reconciliation procedures, as was the case, incidentally, in pre-revolutionary russia.unfortunately, at this time, we have practically no culture of holding a dialogue and finding mutually acceptable solutions.",PAFA
