country,year,word,n.x,total.x,idf.x,tf_idf.x,context.x,tf.x,n.y,total.y,idf.y,tf_idf.y,context.y,tf.y,sentiment
USA,1982,rate,8,2148,-3.6971782569286313,-8.855357704780467e-5,SOTU,2.3951665538942413e-5,1,1873,-3.6971782569286313,-1.1069197130975584e-5,UNGD,2.9939581923678016e-6,economic
USA,1982,rates,8,2148,-3.455264602932431,-8.275934211798425e-5,SOTU,2.3951665538942413e-5,1,1873,-3.455264602932431,-1.0344917764748031e-5,UNGD,2.9939581923678016e-6,economic
USA,1984,children,8,2104,-3.8781214537524646,-9.288746797967616e-5,SOTU,2.3951665538942413e-5,1,2064,-3.8781214537524646,-1.161093349745952e-5,UNGD,2.9939581923678016e-6,moral
USA,1984,growth,8,2104,-4.127134385045092,-9.885174242486881e-5,SOTU,2.3951665538942413e-5,3,2064,-4.127134385045092,-3.70694034093258e-5,UNGD,8.981874577103405e-6,economic
USA,1984,life,8,2104,-4.255612709818223,-1.0192901228883848e-4,SOTU,2.3951665538942413e-5,2,2064,-4.255612709818223,-2.548225307220962e-5,UNGD,5.987916384735603e-6,moral
USA,1985,jobs,8,1827,-3.4965075614664802,-8.374717966662826e-5,SOTU,2.3951665538942413e-5,1,2395,-3.4965075614664802,-1.0468397458328533e-5,UNGD,2.9939581923678016e-6,economic
USA,1985,rates,8,1827,-3.455264602932431,-8.275934211798425e-5,SOTU,2.3951665538942413e-5,2,2395,-3.455264602932431,-2.0689835529496062e-5,UNGD,5.987916384735603e-6,economic
USA,1986,peace,8,1521,-4.396504653854535,-1.0530360900952761e-4,SOTU,2.3951665538942413e-5,20,1693,-4.396504653854535,-2.63259022523819e-4,UNGD,5.987916384735603e-5,security
USA,1986,tax,8,1521,-3.606403232289698,-8.637936401836369e-5,SOTU,2.3951665538942413e-5,1,1693,-3.606403232289698,-1.0797420502295461e-5,UNGD,2.9939581923678016e-6,economic
USA,1987,budget,8,1474,-3.6506582412937383,-8.743934519245135e-5,SOTU,2.3951665538942413e-5,1,1602,-3.6506582412937383,-1.0929918149056419e-5,UNGD,2.9939581923678016e-6,economic
USA,1988,revolution,8,1956,-3.120895416507997,-7.475064319821791e-5,SOTU,2.3951665538942413e-5,1,1959,-3.120895416507997,-9.34383039977724e-6,UNGD,2.9939581923678016e-6,moral
USA,1989,economic,8,1888,-4.422848629194137,-1.059345910958279e-4,SOTU,2.3951665538942413e-5,5,1356,-4.422848629194137,-6.620911943489244e-5,UNGD,1.4969790961839008e-5,economic
USA,1989,growth,8,1888,-4.127134385045092,-9.885174242486881e-5,SOTU,2.3951665538942413e-5,7,1356,-4.127134385045092,-8.649527462176022e-5,UNGD,2.0957707346574613e-5,economic
USA,1991,aggression,8,1524,-3.41224721784874,-8.172900409809979e-5,SOTU,2.3951665538942413e-5,2,1144,-3.41224721784874,-2.0432251024524948e-5,UNGD,5.987916384735603e-6,security
USA,1991,growth,8,1524,-4.127134385045092,-9.885174242486881e-5,SOTU,2.3951665538942413e-5,3,1144,-4.127134385045092,-3.70694034093258e-5,UNGD,8.981874577103405e-6,economic
USA,1991,peace,8,1524,-4.396504653854535,-1.0530360900952761e-4,SOTU,2.3951665538942413e-5,10,1144,-4.396504653854535,-1.316295112619095e-4,UNGD,2.9939581923678016e-5,security
USA,1992,children,8,1707,-3.8781214537524646,-9.288746797967616e-5,SOTU,2.3951665538942413e-5,3,1505,-3.8781214537524646,-3.483280049237856e-5,UNGD,8.981874577103405e-6,moral
USA,1992,growth,8,1707,-4.127134385045092,-9.885174242486881e-5,SOTU,2.3951665538942413e-5,11,1505,-4.127134385045092,-1.3592114583419463e-4,UNGD,3.293354011604582e-5,economic
USA,1993,cost,8,2445,-3.7054087560651467,-8.875071121034104e-5,SOTU,2.3951665538942413e-5,1,2024,-3.7054087560651467,-1.109383890129263e-5,UNGD,2.9939581923678016e-6,economic
USA,1993,energy,8,2445,-3.8322580369592836,-9.178896276017277e-5,SOTU,2.3951665538942413e-5,4,2024,-3.8322580369592836,-4.5894481380086384e-5,UNGD,1.1975832769471206e-5,economic
USA,1993,security,8,2445,-4.400603020246817,-1.0540177171061158e-4,SOTU,2.3951665538942413e-5,8,2024,-4.400603020246817,-1.0540177171061158e-4,UNGD,2.3951665538942413e-5,security
USA,1993,workers,8,2445,-3.597312260588446,-8.616162010475131e-5,SOTU,2.3951665538942413e-5,1,2024,-3.597312260588446,-1.0770202513093914e-5,UNGD,2.9939581923678016e-6,economic
USA,1994,economic,8,2756,-4.422848629194137,-1.059345910958279e-4,SOTU,2.3951665538942413e-5,11,1338,-4.422848629194137,-1.4566006275676337e-4,UNGD,3.293354011604582e-5,economic
USA,1995,war,8,3073,-4.265024544000569,-1.0215444139328202e-4,SOTU,2.3951665538942413e-5,4,1512,-4.265024544000569,-5.107722069664101e-5,UNGD,1.1975832769471206e-5,security
USA,1996,budget,8,2382,-3.6506582412937383,-8.743934519245135e-5,SOTU,2.3951665538942413e-5,1,1139,-3.6506582412937383,-1.0929918149056419e-5,UNGD,2.9939581923678016e-6,economic
USA,1996,jobs,8,2382,-3.4965075614664802,-8.374717966662826e-5,SOTU,2.3951665538942413e-5,1,1139,-3.4965075614664802,-1.0468397458328533e-5,UNGD,2.9939581923678016e-6,economic
USA,1997,security,8,2697,-4.400603020246817,-1.0540177171061158e-4,SOTU,2.3951665538942413e-5,9,1304,-4.400603020246817,-1.1857699317443805e-4,UNGD,2.6945623731310216e-5,security
USA,1999,peace,8,2999,-4.396504653854535,-1.0530360900952761e-4,SOTU,2.3951665538942413e-5,3,1319,-4.396504653854535,-3.948885337857286e-5,UNGD,8.981874577103405e-6,security
USA,1999,tax,8,2999,-3.606403232289698,-8.637936401836369e-5,SOTU,2.3951665538942413e-5,1,1319,-3.606403232289698,-1.0797420502295461e-5,UNGD,2.9939581923678016e-6,economic
USA,2000,peace,8,3166,-4.396504653854535,-1.0530360900952761e-4,SOTU,2.3951665538942413e-5,6,1029,-4.396504653854535,-7.897770675714571e-5,UNGD,1.796374915420681e-5,security
USA,2002,allies,8,1674,-3.2121868367174042,-7.693722476164869e-5,SOTU,2.3951665538942413e-5,1,1290,-3.2121868367174042,-9.617153095206086e-6,UNGD,2.9939581923678016e-6,security
USA,2003,energy,8,2342,-3.8322580369592836,-9.178896276017277e-5,SOTU,2.3951665538942413e-5,1,1253,-3.8322580369592836,-1.1473620345021596e-5,UNGD,2.9939581923678016e-6,economic
USA,2004,freedom,8,2247,-4.051784947803305,-9.7046997905506e-5,SOTU,2.3951665538942413e-5,13,1396,-4.051784947803305,-1.5770137159644727e-4,UNGD,3.8921456500781426e-5,moral
USA,2004,security,8,2247,-4.400603020246817,-1.0540177171061158e-4,SOTU,2.3951665538942413e-5,13,1396,-4.400603020246817,-1.7127787902974386e-4,UNGD,3.8921456500781426e-5,security
USA,2004,weapons,8,2247,-3.9186675481468147,-9.385861447152002e-5,SOTU,2.3951665538942413e-5,1,1396,-3.9186675481468147,-1.1732326808940003e-5,UNGD,2.9939581923678016e-6,security
USA,2004,women,8,2247,-3.7416300194994654,-8.961827079751777e-5,SOTU,2.3951665538942413e-5,5,1396,-3.7416300194994654,-5.601141924844861e-5,UNGD,1.4969790961839008e-5,moral
USA,2005,democracy,8,2159,-3.867722746531566,-9.263840162228381e-5,SOTU,2.3951665538942413e-5,11,790,-3.867722746531566,-1.2737780223064026e-4,UNGD,3.293354011604582e-5,moral
USA,2006,military,8,2303,-4.088773517172645,-9.793293574780441e-5,SOTU,2.3951665538942413e-5,1,1163,-4.088773517172645,-1.2241616968475551e-5,UNGD,2.9939581923678016e-6,security
USA,2008,liberty,8,2471,-3.0524276172305362,-7.311072536973674e-5,SOTU,2.3951665538942413e-5,4,1304,-3.0524276172305362,-3.655536268486837e-5,UNGD,1.1975832769471206e-5,moral
USA,2008,peace,8,2471,-4.396504653854535,-1.0530360900952761e-4,SOTU,2.3951665538942413e-5,3,1304,-4.396504653854535,-3.948885337857286e-5,UNGD,8.981874577103405e-6,security
USA,2009,children,8,2205,-3.8781214537524646,-9.288746797967616e-5,SOTU,2.3951665538942413e-5,4,2003,-3.8781214537524646,-4.644373398983808e-5,UNGD,1.1975832769471206e-5,moral
USA,2009,economic,8,2205,-4.422848629194137,-1.059345910958279e-4,SOTU,2.3951665538942413e-5,2,2003,-4.422848629194137,-2.6483647773956976e-5,UNGD,5.987916384735603e-6,economic
USA,2011,technology,8,2520,-3.7992275112828016,-9.099782665659422e-5,SOTU,2.3951665538942413e-5,1,1760,-3.7992275112828016,-1.1374728332074278e-5,UNGD,2.9939581923678016e-6,economic
USA,2013,future,8,2643,-4.292739943847116,-1.0281827138068456e-4,SOTU,2.3951665538942413e-5,6,2258,-4.292739943847116,-7.711370353551342e-5,UNGD,1.796374915420681e-5,moral
USA,2014,energy,8,2704,-3.8322580369592836,-9.178896276017277e-5,SOTU,2.3951665538942413e-5,2,1796,-3.8322580369592836,-2.2947240690043192e-5,UNGD,5.987916384735603e-6,economic
USA,2014,health,8,2704,-3.915350795520821,-9.377917272194681e-5,SOTU,2.3951665538942413e-5,3,1796,-3.915350795520821,-3.516718977073005e-5,UNGD,8.981874577103405e-6,environmental
USA,2016,jobs,8,1999,-3.4965075614664802,-8.374717966662826e-5,SOTU,2.3951665538942413e-5,3,2146,-3.4965075614664802,-3.14051923749856e-5,UNGD,8.981874577103405e-6,economic
USA,2017,children,8,2014,-3.8781214537524646,-9.288746797967616e-5,SOTU,2.3951665538942413e-5,3,1934,-3.8781214537524646,-3.483280049237856e-5,UNGD,8.981874577103405e-6,moral
USA,2017,future,8,2014,-4.292739943847116,-1.0281827138068456e-4,SOTU,2.3951665538942413e-5,10,1934,-4.292739943847116,-1.285228392258557e-4,UNGD,2.9939581923678016e-5,moral
ZAF,1994,peace,8,2662,-4.396504653854535,-3.192524029303466e-4,SOTU,7.261504946900246e-5,10,1093,-4.396504653854535,-3.990655036629332e-4,UNGD,9.076881183625306e-5,security
ZAF,1995,economic,8,2444,-4.422848629194137,-3.2116537200284193e-4,SOTU,7.261504946900246e-5,8,1748,-4.422848629194137,-3.2116537200284193e-4,UNGD,7.261504946900246e-5,economic
ZAF,1996,democratic,8,2615,-4.028323461124307,-2.925169074066848e-4,SOTU,7.261504946900246e-5,1,1072,-4.028323461124307,-3.65646134258356e-5,UNGD,9.076881183625307e-6,moral
ZAF,1998,children,8,2934,-3.8781214537524646,-2.8160998121103494e-4,SOTU,7.261504946900246e-5,2,1028,-3.8781214537524646,-7.040249530275874e-5,UNGD,1.8153762367250614e-5,moral
ZAF,1998,democratic,8,2934,-4.028323461124307,-2.925169074066848e-4,SOTU,7.261504946900246e-5,4,1028,-4.028323461124307,-1.462584537033424e-4,UNGD,3.630752473450123e-5,moral
ZAF,1998,women,8,2934,-3.7416300194994654,-2.716986489606583e-4,SOTU,7.261504946900246e-5,4,1028,-3.7416300194994654,-1.3584932448032914e-4,UNGD,3.630752473450123e-5,moral
ZAF,2000,human,8,2482,-4.269697449699962,-3.1004429152763633e-4,SOTU,7.261504946900246e-5,8,564,-4.269697449699962,-3.1004429152763633e-4,UNGD,7.261504946900246e-5,moral
ZAF,2001,life,8,2943,-4.255612709818223,-3.090215274443659e-4,SOTU,7.261504946900246e-5,1,752,-4.255612709818223,-3.8627690930545736e-5,UNGD,9.076881183625307e-6,moral
ZAF,2004,community,8,5095,-4.267363726353742,-3.0987482809140363e-4,SOTU,7.261504946900246e-5,2,856,-4.267363726353742,-7.746870702285091e-5,UNGD,1.8153762367250614e-5,moral
ZAF,2005,freedom,8,3885,-4.051784947803305,-2.942205644224965e-4,SOTU,7.261504946900246e-5,3,916,-4.051784947803305,-1.1033271165843617e-4,UNGD,2.7230643550875918e-5,moral
ZAF,2006,democracy,8,3469,-3.867722746531566,-2.808548785717757e-4,SOTU,7.261504946900246e-5,2,830,-3.867722746531566,-7.021371964294392e-5,UNGD,1.8153762367250614e-5,moral
ZAF,2007,life,8,3122,-4.255612709818223,-3.090215274443659e-4,SOTU,7.261504946900246e-5,3,807,-4.255612709818223,-1.1588307279163718e-4,UNGD,2.7230643550875918e-5,moral
ZAF,2008,security,8,3119,-4.400603020246817,-3.1955000600866426e-4,SOTU,7.261504946900246e-5,7,960,-4.400603020246817,-2.796062552575812e-4,UNGD,6.353816828537714e-5,security
ZAF,2009,conflict,8,5710,-3.967142304649226,-2.8807423470267595e-4,SOTU,7.261504946900246e-5,3,690,-3.967142304649226,-1.0802783801350347e-4,UNGD,2.7230643550875918e-5,security
ZAF,2009,fight,8,5710,-3.7992275112828016,-2.758810936757957e-4,SOTU,7.261504946900246e-5,1,690,-3.7992275112828016,-3.448513670947446e-5,UNGD,9.076881183625307e-6,security
ZAF,2009,rights,8,5710,-4.248495242049359,-3.085046921702358e-4,SOTU,7.261504946900246e-5,3,690,-4.248495242049359,-1.1568925956383841e-4,UNGD,2.7230643550875918e-5,moral
ZAF,2010,economic,8,1982,-4.422848629194137,-3.2116537200284193e-4,SOTU,7.261504946900246e-5,1,798,-4.422848629194137,-4.014567150035524e-5,UNGD,9.076881183625307e-6,economic
ZAF,2012,poverty,8,2628,-3.951243718581427,-2.8691975808887554e-4,SOTU,7.261504946900246e-5,4,972,-3.951243718581427,-1.4345987904443777e-4,UNGD,3.630752473450123e-5,economic
ZAF,2014,children,8,5048,-3.8781214537524646,-2.8160998121103494e-4,SOTU,7.261504946900246e-5,1,791,-3.8781214537524646,-3.520124765137937e-5,UNGD,9.076881183625307e-6,moral
ZAF,2014,community,8,5048,-4.267363726353742,-3.0987482809140363e-4,SOTU,7.261504946900246e-5,3,791,-4.267363726353742,-1.1620306053427635e-4,UNGD,2.7230643550875918e-5,moral
ZAF,2014,security,8,5048,-4.400603020246817,-3.1955000600866426e-4,SOTU,7.261504946900246e-5,7,791,-4.400603020246817,-2.796062552575812e-4,UNGD,6.353816828537714e-5,security
ZAF,2016,health,8,2517,-3.915350795520821,-2.8431339170524253e-4,SOTU,7.261504946900246e-5,1,717,-3.915350795520821,-3.5539173963155316e-5,UNGD,9.076881183625307e-6,environmental
ZAF,2017,business,8,2766,-3.7689221617874726,-2.73680469223017e-4,SOTU,7.261504946900246e-5,1,861,-3.7689221617874726,-3.4210058652877124e-5,UNGD,9.076881183625307e-6,economic
CHN,1973,aggression,7,3096,-3.41224721784874,-1.2772230018737296e-4,SOTU,3.74305529562116e-5,8,2991,-3.41224721784874,-1.4596834307128341e-4,UNGD,4.2777774807098974e-5,security
CHN,1973,forces,7,3096,-4.1404857182199555,-1.5498066994026986e-4,SOTU,3.74305529562116e-5,18,2991,-4.1404857182199555,-3.9852172270355107e-4,UNGD,9.624999331597268e-5,security
CHN,1973,road,7,3096,-3.6592789843376456,-1.3696883580480244e-4,SOTU,3.74305529562116e-5,1,2991,-3.6592789843376456,-1.9566976543543206e-5,UNGD,5.347221850887372e-6,economic
CHN,1977,armed,7,9606,-3.7534179752515073,-1.4049251028944808e-4,SOTU,3.74305529562116e-5,5,2880,-3.7534179752515073,-1.0035179306389147e-4,UNGD,2.6736109254436857e-5,security
CHN,1977,future,7,9606,-4.292739943847116,-1.606796297954143e-4,SOTU,3.74305529562116e-5,2,2880,-4.292739943847116,-4.5908465655832654e-5,UNGD,1.0694443701774743e-5,moral
CHN,1982,fighting,7,9245,-3.417726683613366,-1.2792739962084755e-4,SOTU,3.74305529562116e-5,1,1782,-3.417726683613366,-1.827534280297822e-5,UNGD,5.347221850887372e-6,security
CHN,1987,export,7,9809,-3.3202283191284883,-1.2427798192585232e-4,SOTU,3.74305529562116e-5,4,2113,-3.3202283191284883,-7.101598967191561e-5,UNGD,2.1388887403549487e-5,economic
CHN,1987,financial,7,9809,-3.9920657131016823,-1.4942522707892913e-4,SOTU,3.74305529562116e-5,5,2113,-3.9920657131016823,-1.0673230505637797e-4,UNGD,2.6736109254436857e-5,economic
CHN,1992,life,7,8458,-4.255612709818223,-1.5928993689597816e-4,SOTU,3.74305529562116e-5,1,1554,-4.255612709818223,-2.275570527085402e-5,UNGD,5.347221850887372e-6,moral
CHN,1992,markets,7,8458,-3.6971782569286313,-1.3838742653452123e-4,SOTU,3.74305529562116e-5,1,1554,-3.6971782569286313,-1.9769632362074464e-5,UNGD,5.347221850887372e-6,economic
CHN,1997,military,7,9678,-4.088773517172645,-1.5304505366048625e-4,SOTU,3.74305529562116e-5,5,1091,-4.088773517172645,-1.0931789547177588e-4,UNGD,2.6736109254436857e-5,security
CHN,2002,communist,7,9787,-2.8810693652338513,-1.0784001944590461e-4,SOTU,3.74305529562116e-5,1,851,-2.8810693652338513,-1.540571706370066e-5,UNGD,5.347221850887372e-6,moral
CHN,2002,developed,7,9787,-3.8430301339411947,-1.4384674294080284e-4,SOTU,3.74305529562116e-5,1,851,-3.8430301339411947,-2.054953470582898e-5,UNGD,5.347221850887372e-6,economic
CHN,2012,equality,7,11314,-3.545778610473263,-1.3272045405032185e-4,SOTU,3.74305529562116e-5,4,1505,-3.545778610473263,-7.584025945732678e-5,UNGD,2.1388887403549487e-5,moral
CHN,2012,poor,7,11314,-3.7689221617874726,-1.410728405646255e-4,SOTU,3.74305529562116e-5,2,1505,-3.7689221617874726,-4.0306525875607285e-5,UNGD,1.0694443701774743e-5,economic
CHN,2012,sectors,7,11314,-3.1498829533812494,-1.1790186069240505e-4,SOTU,3.74305529562116e-5,1,1505,-3.1498829533812494,-1.6843122956057866e-5,UNGD,5.347221850887372e-6,economic
CHN,2017,investment,7,12370,-3.7297014486341915,-1.3960478758396122e-4,SOTU,3.74305529562116e-5,1,1119,-3.7297014486341915,-1.9943541083423033e-5,UNGD,5.347221850887372e-6,economic
CHN,2017,road,7,12370,-3.6592789843376456,-1.3696883580480244e-4,SOTU,3.74305529562116e-5,4,1119,-3.6592789843376456,-7.826790617417282e-5,UNGD,2.1388887403549487e-5,economic
GHA,2013,corruption,7,5389,-3.2321210516182215,-2.0322875278528613e-4,SOTU,6.287782837945871e-5,1,926,-3.2321210516182215,-2.903267896932659e-5,UNGD,8.982546911351244e-6,economic
GHA,2013,peace,7,5389,-4.396504653854535,-2.7644266509455696e-4,SOTU,6.287782837945871e-5,2,926,-4.396504653854535,-7.898361859844485e-5,UNGD,1.7965093822702488e-5,security
GHA,2014,technology,7,9801,-3.7992275112828016,-2.3888717542895803e-4,SOTU,6.287782837945871e-5,1,1091,-3.7992275112828016,-3.4126739346994e-5,UNGD,8.982546911351244e-6,economic
GHA,2015,community,7,8797,-4.267363726353742,-2.68322564018398e-4,SOTU,6.287782837945871e-5,1,1131,-4.267363726353742,-3.833179485977114e-5,UNGD,8.982546911351244e-6,moral
GHA,2015,growth,7,8797,-4.127134385045092,-2.595052475618281e-4,SOTU,6.287782837945871e-5,5,1131,-4.127134385045092,-1.8536089111559153e-4,UNGD,4.491273455675622e-5,economic
GHA,2016,agriculture,7,9976,-3.4499875458315876,-2.1692772481806853e-4,SOTU,6.287782837945871e-5,1,1574,-3.4499875458315876,-3.098967497400979e-5,UNGD,8.982546911351244e-6,economic
GHA,2016,human,7,9976,-4.269697449699962,-2.684693034744467e-4,SOTU,6.287782837945871e-5,4,1574,-4.269697449699962,-1.5341103055682668e-4,UNGD,3.5930187645404975e-5,moral
GHA,2016,technical,7,9976,-3.20545280453606,-2.0155191132207302e-4,SOTU,6.287782837945871e-5,1,1574,-3.20545280453606,-2.879313018886757e-5,UNGD,8.982546911351244e-6,economic
GHA,2016,women,7,9976,-3.7416300194994654,-2.3526557022551814e-4,SOTU,6.287782837945871e-5,1,1574,-3.7416300194994654,-3.360936717507402e-5,UNGD,8.982546911351244e-6,moral
PHL,2011,development,7,6340,-4.398555936625092,-5.616717693977311e-5,SOTU,1.2769458374302012e-5,8,769,-4.398555936625092,-6.41910593597407e-5,UNGD,1.4593666713488014e-5,economic
PHL,2013,economy,7,13984,-4.148411783492376,-5.297297158876987e-5,SOTU,1.2769458374302012e-5,1,1021,-4.148411783492376,-7.567567369824267e-6,UNGD,1.8242083391860018e-6,economic
PHL,2013,peace,7,13984,-4.396504653854535,-5.614098316982056e-5,SOTU,1.2769458374302012e-5,6,1021,-4.396504653854535,-4.812084271698905e-5,UNGD,1.094525003511601e-5,security
PHL,2014,school,7,11085,-3.460513958818575,-4.4188888950824855e-5,SOTU,1.2769458374302012e-5,1,1276,-3.460513958818575,-6.312698421546409e-6,UNGD,1.8242083391860018e-6,economic
PHL,2015,economic,7,15648,-4.422848629194137,-5.647738146633324e-5,SOTU,1.2769458374302012e-5,4,1095,-4.422848629194137,-3.227278940933328e-5,UNGD,7.296833356744007e-6,economic
PHL,2015,future,7,15648,-4.292739943847116,-5.4815964024659304e-5,SOTU,1.2769458374302012e-5,3,1095,-4.292739943847116,-2.3492556010568273e-5,UNGD,5.472625017558005e-6,moral
PHL,2015,investment,7,15648,-3.7297014486341915,-4.762626739690822e-5,SOTU,1.2769458374302012e-5,1,1095,-3.7297014486341915,-6.8037524852726035e-6,UNGD,1.8242083391860018e-6,economic
PHL,2015,security,7,15648,-4.400603020246817,-5.619331708886944e-5,SOTU,1.2769458374302012e-5,8,1095,-4.400603020246817,-6.42209338158508e-5,UNGD,1.4593666713488014e-5,security
RUS,2000,corruption,7,2710,-3.2321210516182215,-1.4976598195069472e-4,SOTU,4.63367490136892e-5,1,1170,-3.2321210516182215,-2.1395140278670672e-5,UNGD,6.619535573384171e-6,economic
RUS,2000,trade,7,2710,-4.1404857182199555,-1.9185664751992273e-4,SOTU,4.63367490136892e-5,1,1170,-4.1404857182199555,-2.7408092502846104e-5,UNGD,6.619535573384171e-6,economic
RUS,2002,rights,7,2898,-4.248495242049359,-1.968614577166939e-4,SOTU,4.63367490136892e-5,2,939,-4.248495242049359,-5.624613077619826e-5,UNGD,1.3239071146768342e-5,moral
RUS,2006,arms,7,3394,-3.9019726695746444,-1.808047282483551e-4,SOTU,4.63367490136892e-5,3,1173,-3.9019726695746444,-7.748774067786648e-5,UNGD,1.9858606720152514e-5,security
RUS,2006,business,7,3394,-3.7689221617874726,-1.7463960026287704e-4,SOTU,4.63367490136892e-5,1,1173,-3.7689221617874726,-2.4948514323268147e-5,UNGD,6.619535573384171e-6,economic
RUS,2007,armed,7,4329,-3.7534179752515073,-1.739211866626986e-4,SOTU,4.63367490136892e-5,1,873,-3.7534179752515073,-2.484588380895694e-5,UNGD,6.619535573384171e-6,security
RUS,2007,growth,7,4329,-4.127134385045092,-1.9123799014560093e-4,SOTU,4.63367490136892e-5,3,873,-4.127134385045092,-8.195913863382896e-5,UNGD,1.9858606720152514e-5,economic
RUS,2008,developing,7,4405,-4.102643365036796,-1.9010315589838728e-4,SOTU,4.63367490136892e-5,2,1090,-4.102643365036796,-5.431518739953922e-5,UNGD,1.3239071146768342e-5,economic
RUS,2008,military,7,4405,-4.088773517172645,-1.8946047223904807e-4,SOTU,4.63367490136892e-5,1,1090,-4.088773517172645,-2.7065781748435438e-5,UNGD,6.619535573384171e-6,security
RUS,2008,security,7,4405,-4.400603020246817,-0.00020390963765805941,SOTU,4.63367490136892e-5,13,1090,-4.400603020246817,-3.786893270792532e-4,UNGD,8.605396245399423e-5,security
RUS,2010,family,7,3441,-3.5742165457937967,-1.656175750030223e-4,SOTU,4.63367490136892e-5,1,1040,-3.5742165457937967,-2.365965357186033e-5,UNGD,6.619535573384171e-6,moral
RUS,2010,security,7,3441,-4.400603020246817,-0.00020390963765805941,SOTU,4.63367490136892e-5,23,1040,-4.400603020246817,-6.699888094479095e-4,UNGD,1.5224931818783594e-4,security
RUS,2011,criminal,7,3402,-3.0757749812275272,-1.4252141332772453e-4,SOTU,4.63367490136892e-5,1,1353,-3.0757749812275272,-2.0360201903960647e-5,UNGD,6.619535573384171e-6,security
RUS,2011,economy,7,3402,-4.148411783492376,-1.92223915617117e-4,SOTU,4.63367490136892e-5,4,1353,-4.148411783492376,-1.0984223749549543e-4,UNGD,2.6478142293536684e-5,economic
RUS,2011,security,7,3402,-4.400603020246817,-0.00020390963765805941,SOTU,4.63367490136892e-5,24,1353,-4.400603020246817,-6.991187576847751e-4,UNGD,1.588688537612201e-4,security
RUS,2012,financial,7,4582,-3.9920657131016823,-1.8497934699414684e-4,SOTU,4.63367490136892e-5,1,998,-3.9920657131016823,-2.6425620999163833e-5,UNGD,6.619535573384171e-6,economic
RUS,2012,war,7,4582,-4.265024544000569,-1.976273718325786e-4,SOTU,4.63367490136892e-5,5,998,-4.265024544000569,-1.4116240845184186e-4,UNGD,3.309767786692086e-5,security
RUS,2014,security,7,3552,-4.400603020246817,-0.00020390963765805941,SOTU,4.63367490136892e-5,12,1128,-4.400603020246817,-3.495593788423876e-4,UNGD,7.943442688061006e-5,security
RUS,2015,terrorism,7,3157,-3.4709307196768306,-1.6083164560156893e-4,SOTU,4.63367490136892e-5,4,1236,-3.4709307196768306,-9.190379748661081e-5,UNGD,2.6478142293536684e-5,security
RUS,2016,technology,7,3800,-3.7992275112828016,-1.760438516362142e-4,SOTU,4.63367490136892e-5,1,1169,-3.7992275112828016,-2.5149121662316315e-5,UNGD,6.619535573384171e-6,economic
USA,1970,water,7,1642,-3.5115454388310208,-7.359394164121945e-5,SOTU,2.0957707346574613e-5,1,2374,-3.5115454388310208,-1.0513420234459922e-5,UNGD,2.9939581923678016e-6,environmental
USA,1974,future,7,1808,-4.292739943847116,-8.9965987458099e-5,SOTU,2.0957707346574613e-5,4,1887,-4.292739943847116,-5.140913569034228e-5,UNGD,1.1975832769471206e-5,moral
USA,1977,nuclear,7,1931,-3.8781214537524646,-8.127653448221665e-5,SOTU,2.0957707346574613e-5,39,1395,-3.8781214537524646,-4.528264064009213e-4,UNGD,1.1676436950234427e-4,security
USA,1978,arms,7,1737,-3.9019726695746444,-8.177640128327789e-5,SOTU,2.0957707346574613e-5,6,2581,-3.9019726695746444,-7.00940582428096e-5,UNGD,1.796374915420681e-5,security
USA,1978,nuclear,7,1737,-3.8781214537524646,-8.127653448221665e-5,SOTU,2.0957707346574613e-5,14,2581,-3.8781214537524646,-1.625530689644333e-4,UNGD,4.1915414693149226e-5,security
USA,1978,peace,7,1737,-4.396504653854535,-9.214065788333667e-5,SOTU,2.0957707346574613e-5,19,2581,-4.396504653854535,-2.500960713976281e-4,UNGD,5.688520565498823e-5,security
USA,1979,arms,7,1407,-3.9019726695746444,-8.177640128327789e-5,SOTU,2.0957707346574613e-5,3,1867,-3.9019726695746444,-3.50470291214048e-5,UNGD,8.981874577103405e-6,security
USA,1980,forces,7,1400,-4.1404857182199555,-8.677508795512563e-5,SOTU,2.0957707346574613e-5,3,1544,-4.1404857182199555,-3.718932340933955e-5,UNGD,8.981874577103405e-6,security
USA,1981,democracy,7,16559,-3.867722746531566,-8.105860141949835e-5,SOTU,2.0957707346574613e-5,1,1661,-3.867722746531566,-1.1579800202785477e-5,UNGD,2.9939581923678016e-6,moral
USA,1981,poor,7,16559,-3.7689221617874726,-7.898796767876119e-5,SOTU,2.0957707346574613e-5,1,1661,-3.7689221617874726,-1.1283995382680169e-5,UNGD,2.9939581923678016e-6,economic
USA,1981,productivity,7,16559,-2.9789251552376097,-6.243144161081917e-5,SOTU,2.0957707346574613e-5,3,1661,-2.9789251552376097,-2.67563321189225e-5,UNGD,8.981874577103405e-6,economic
USA,1982,forces,7,2148,-4.1404857182199555,-8.677508795512563e-5,SOTU,2.0957707346574613e-5,5,1873,-4.1404857182199555,-6.198220568223259e-5,UNGD,1.4969790961839008e-5,security
USA,1985,economic,7,1827,-4.422848629194137,-9.269276720884941e-5,SOTU,2.0957707346574613e-5,14,2395,-4.422848629194137,-1.8538553441769883e-4,UNGD,4.1915414693149226e-5,economic
