country,year,fline,context
USA,1993,environmental neglect and the calamities of famine and,UNGD
USA,1993,disease.,UNGD
USA,1993,During the course of our campaign in the United States,UNGD
USA,1993,"last year, Vice President Gore and I promised the American",UNGD
USA,1993,people major changes in our nation’s policy towards the,UNGD
USA,1993,"global environment. Those were promises to keep, and",UNGD
USA,1993,today the United States is doing so. Today we are working,UNGD
USA,1993,with other nations to build on the promising work of the,UNGD
USA,1993,United Nations Commission on Sustainable Development.,UNGD
USA,1993,We are working to make sure that all nations meet their,UNGD
USA,1993,commitments under the global climate Convention. We are,UNGD
USA,1993,seeking to complete negotiations on an accord to prevent the,UNGD
USA,1993,world’s deserts from further expanding. And we seek to,UNGD
USA,1993,strengthen the World Health Organization’s efforts to combat,UNGD
USA,1993,"the plague of AIDS, which is not only killing millions, but",UNGD
USA,1993,also exhausting the resources of the nations that can least,UNGD
USA,1993,afford it.,UNGD
USA,1993,And let us make a new commitment to the world’s,UNGD
USA,1993,children. It is tragic enough that one and a half million,UNGD
USA,1993,children have died as a result of wars over the past decade.,UNGD
USA,1993,But it is far more unforgivable that during that same period,UNGD
USA,1993,40 million children have died from diseases completely,UNGD
USA,1993,preventable with simple vaccines or medicines. Every day,UNGD
USA,1993,"- this day, as we meet here - over 30,000 of the world’s",UNGD
USA,1993,children will die of malnutrition and disease. As the,UNGD
USA,1993,"Director of the United Nations Children’s Fund (UNICEF),",UNGD
USA,1993,"Jim Grant, has reminded me, ""each of [those children] had",UNGD
USA,1993,"a name and a nationality, a family, a personality and a",UNGD
USA,1993,"potential"".",UNGD
USA,1993,We are compelled to do better by the world’s children.,UNGD
USA,1993,Just as our own nation has launched new reforms to ensure,UNGD
USA,1993,"that every child has adequate health care, we must do more",UNGD
USA,1993,to get basic vaccines and other treatments for curable,UNGD
USA,1993,diseases to children all over the world. It’s the best,UNGD
USA,1993,investment we’ll ever make. We can find new ways to,UNGD
USA,1993,"ensure that every child grows up with clean, drinkable water",UNGD
USA,1993,- that most precious commodity of life itself. And the,UNGD
USA,1993,United Nations can work even harder to ensure that each,UNGD
USA,1993,child has at least a full primary education - and I mean that,UNGD
USA,1993,opportunity for girls as well as boys.,UNGD
USA,1993,"To ensure a healthier and more abundant world, we",UNGD
USA,1993,simply must slow the world’s explosive growth in,UNGD
USA,1993,population. We cannot afford to see the human race double,UNGD
USA,1993,by the middle of the next century. Our nation has at last,UNGD
USA,1993,renewed its commitment to work with the United Nations to,UNGD
USA,1993,expand the availability of the world’s family planning,UNGD
USA,1993,education and services. We must ensure that there is a place,UNGD
USA,1993,at the table for every one of the world’s children. We can,UNGD
USA,1993,do this.,UNGD
USA,1993,"At the birth of this Organization, 48 years ago - another",UNGD
USA,1993,time of both victory and danger - a generation of gifted,UNGD
USA,1993,leaders from many nations stepped forward to organize the,UNGD
USA,1993,world’s efforts on behalf of security and prosperity. One,UNGD
USA,1993,"American leader during that period said this: ""It is time we",UNGD
USA,1993,steered by the stars rather than by the light of each passing,UNGD
USA,1993,"ship."" His generation picked peace, human dignity and",UNGD
USA,1993,freedom. Those are good stars. They should remain the,UNGD
USA,1993,highest in our firmament.,UNGD
USA,1993,Now history has granted to us a moment of even,UNGD
USA,1993,"greater opportunity, when old dangers are ebbing and old",UNGD
USA,1993,"walls are crumbling. Future generations will judge us, every",UNGD
USA,1993,"one of us, above all by what we make of this magic",UNGD
USA,1993,"moment. Let us resolve that we will dream larger, that we",UNGD
USA,1993,"will work harder, so that they can conclude that we did not",UNGD
USA,1993,"merely turn walls to rubble, but instead laid the foundations",UNGD
USA,1993,for great things to come.,UNGD
USA,1993,Let us ensure that the tide of freedom and democracy,UNGD
USA,1993,is not pushed back by the fierce winds of ethnic hatred. Let,UNGD
USA,1993,us ensure that the world’s most dangerous weapons are,UNGD
USA,1993,safely reduced and denied to dangerous hands. Let us,UNGD
USA,1993,"ensure that the world we pass to our children is healthier,",UNGD
USA,1993,safer and more abundant than the one we inhabit today. I,UNGD
USA,1993,believe - I know - that together we can extend this moment,UNGD
USA,1993,of miracles into an age of great works and new wonders.,UNGD
USA,1994,"Let me first congratulate you, Mr.",UNGD
USA,1994,"President, on your election as President of the General",UNGD
USA,1994,Assembly for its forty-ninth session. The American people,UNGD
USA,1994,look forward to working with you to celebrate the United,UNGD
USA,1994,Nations fiftieth anniversary.,UNGD
USA,1994,We meet today at a time of great hope and change.,UNGD
USA,1994,"The end of the cold war, the explosion of technology and",UNGD
USA,1994,trade and enterprise have given people the world over new,UNGD
USA,1994,opportunities to live up to their dreams and their God-given,UNGD
USA,1994,"potential. This is an age of hope -yet in this new world,",UNGD
USA,1994,we face a contest as old as history.,UNGD
USA,1994,It is a struggle between freedom and tyranny; between,UNGD
USA,1994,tolerance and bigotry; between knowledge and ignorance;,UNGD
USA,1994,between openness and isolation. It is a fight between those,UNGD
USA,1994,who would build free societies governed by laws and,UNGD
USA,1994,those who would impose their will by force.,UNGD
USA,1994,"Our struggle today - in a world more high-tech,",UNGD
USA,1994,"more fast-moving, more chaotically diverse than ever - is",UNGD
USA,1994,the age-old fight between hope and fear.,UNGD
USA,1994,Three times in this century - from the trenches of the,UNGD
USA,1994,Somme to the island of Iwo Jima to the shattered Wall in,UNGD
USA,1994,Berlin - the forces of hope were victorious. But the,UNGD
USA,1994,victors of the First World War squandered their triumph,UNGD
USA,1994,"when they turned inward, bringing on a global depression,",UNGD
USA,1994,and allowing fascism to rise and reignite global war.,UNGD
USA,1994,"After the Second World War, the Allies learned the",UNGD
USA,1994,lesson of the past. In the face of a new totalitarian threat,UNGD
USA,1994,"and the nuclear menace, great nations did not walk away",UNGD
USA,1994,from the challenge of the moment. Instead they chose to,UNGD
USA,1994,"reach out, to rebuild and to lead. They chose to create the",UNGD
USA,1994,"United Nations and they left us a world stronger, safer",UNGD
USA,1994,and freer.,UNGD
USA,1994,Our generation has a difficult task: the cold war is,UNGD
USA,1994,over. We must secure the peace. It falls to us to avoid,UNGD
USA,1994,the complacency that followed the First World War -,UNGD
USA,1994,without the spur of the imminent threat to our security,UNGD
USA,1994,that followed the Second World War.,UNGD
USA,1994,We must ensure that those who fought and found the,UNGD
USA,1994,courage to end the cold war - those from both East and,UNGD
USA,1994,West who loved freedom - did not labour in vain. Our,UNGD
USA,1994,sacred mission is to build a new world for our children -,UNGD
USA,1994,"more democratic, more prosperous, more free of ancient",UNGD
USA,1994,hatreds and modern means of destruction.,UNGD
USA,1994,That is no easy challenge; but we accept it with,UNGD
USA,1994,"confidence. After all, the walls that once divided nations",UNGD
USA,1994,in this very Hall have come down. More nations have,UNGD
USA,1994,chosen democracy than ever before. More have chosen,UNGD
USA,1994,free markets and economic justice. More have embraced,UNGD
USA,1994,the values of tolerance and liberty and civil society that,UNGD
USA,1994,allow us all to make the most of our lives.,UNGD
USA,1994,But while the ideals of democracy and free markets,UNGD
USA,1994,"are ascendant, they are surely not the whole story.",UNGD
USA,1994,"Terrible examples of chaos, repression and tyranny also",UNGD
USA,1994,mark our times. The twentieth century has proved that,UNGD
USA,1994,the forces of freedom and democracy can endure against,UNGD
USA,1994,great odds; our job is to see that in the twenty-first,UNGD
USA,1994,century these forces triumph.,UNGD
USA,1994,6,UNGD
USA,1994,,UNGD
USA,1994,,UNGD
USA,1994,The dangers we face are less stark and more diffuse,UNGD
USA,1994,"than those of the cold war, but they are still formidable:",UNGD
USA,1994,the ethnic conflicts that drive millions from their homes;,UNGD
USA,1994,the despots ready to repress their own people or conquer,UNGD
USA,1994,their neighbours; the proliferation of weapons of mass,UNGD
USA,1994,destruction; the terrorists wielding their deadly arms; the,UNGD
USA,1994,"criminal syndicates selling those arms, or drugs, infiltrating",UNGD
USA,1994,the very institutions of fragile democracies; a global,UNGD
USA,1994,"economy that offers great promise but also deep insecurity,",UNGD
USA,1994,and in many places declining opportunity; diseases like,UNGD
USA,1994,AIDS that threaten to decimate nations; the combined,UNGD
USA,1994,"dangers of population explosion and economic decline,",UNGD
USA,1994,which prompted the world community to reach the,UNGD
USA,1994,remarkable consensus at the Cairo Conference; global and,UNGD
USA,1994,local environmental threats that demand that sustainable,UNGD
USA,1994,development become a part of the lives of people all,UNGD
USA,1994,"around the world; and, finally, within many of our nations,",UNGD
USA,1994,"high rates of drug abuse and crime and family breakdown,",UNGD
USA,1994,with all their terrible consequences. These are the dangers,UNGD
USA,1994,we face today.,UNGD
USA,1994,We must address these threats to our future.,UNGD
USA,1994,"Thankfully, the end of the cold war gives us a chance to",UNGD
USA,1994,"address them together. In our efforts, different nations may",UNGD
USA,1994,"be active in different situations in different ways, but their",UNGD
USA,1994,purposes must be consistent with freedom and their,UNGD
USA,1994,practices consistent with international law. Each nation will,UNGD
USA,1994,bring to our common task its own particular strengths -,UNGD
USA,1994,"economic, political or military.",UNGD
USA,1994,"Of course, the first duty of every Member of the",UNGD
USA,1994,"United Nations is to its own citizens, to their security, their",UNGD
USA,1994,welfare and their interests. As President of the United,UNGD
USA,1994,"States, my first duty is to the citizens of my country.",UNGD
USA,1994,"When our national security interests are threatened, we will",UNGD
USA,1994,"act with others when we can, but alone if we must. We",UNGD
USA,1994,"will use diplomacy when we can, but force if we must.",UNGD
USA,1994,The United States recognizes that we also have a,UNGD
USA,1994,special responsibility in these common endeavours that we,UNGD
USA,1994,"are undertaking, the responsibility that goes along with",UNGD
USA,1994,great power and also with our long history of democracy,UNGD
USA,1994,and freedom. But we seek to fulfil that responsibility in,UNGD
USA,1994,cooperation with other nations. Working together increases,UNGD
USA,1994,"the impact and the legitimacy of each of our actions, and",UNGD
USA,1994,sharing the burdens lessens everyone’s load. We have no,UNGD
USA,1994,"desire to be the world’s policeman, but we will do what we",UNGD
USA,1994,can to help civil societies emerge from the ashes of,UNGD
USA,1994,"repression, to sustain fragile democracies, to add more free",UNGD
USA,1994,"markets to the world, and of course to restrain the",UNGD
USA,1994,destructive forces that threaten us all.,UNGD
USA,1994,"In every corner of the globe, from South Africa to",UNGD
USA,1994,"Asia, to Central and Eastern Europe, to the Middle East",UNGD
USA,1994,"and Latin America, and now to a small island in the",UNGD
USA,1994,"Caribbean, ordinary citizens are striving to build their",UNGD
USA,1994,own future. Promoting their cause is our generation’s,UNGD
USA,1994,"great opportunity, and we must do it together. A",UNGD
USA,1994,coalition for democracy is good for America.,UNGD
USA,1994,"Democracies, after all, are more likely to be stable, less",UNGD
USA,1994,likely to wage war; they strengthen civil society and can,UNGD
USA,1994,provide people with the economic and political,UNGD
USA,1994,opportunities to build their futures in their own homes -,UNGD
USA,1994,not to flee their borders.,UNGD
USA,1994,Our efforts to help build more democracies will,UNGD
USA,1994,"make us all more secure, more prosperous and more",UNGD
USA,1994,successful as we try to make this era of terrific change,UNGD
USA,1994,"our friend, and not our enemy. In my nation, as in all of",UNGD
USA,1994,"your nations, there are many people who are",UNGD
USA,1994,understandably reluctant to undertake these efforts,UNGD
USA,1994,because often the distances are great or the cultures are,UNGD
USA,1994,different. There are good reasons for the caution that,UNGD
USA,1994,"people feel. Often, the chances of success or its costs are",UNGD
USA,1994,"unclear. And, of course, in every common endeavour",UNGD
USA,1994,there is always the potential for failure and often the risk,UNGD
USA,1994,of loss of life.,UNGD
USA,1994,And yet our people - as we have seen in the,UNGD
USA,1994,remarkable global response to the terrible crisis in,UNGD
USA,1994,Rwanda - genuinely want to help their neighbours around,UNGD
USA,1994,the world and to make some effort in our common cause.,UNGD
USA,1994,We have seen that progress can be made as well. The,UNGD
USA,1994,problem is deciding when we must respond and how we,UNGD
USA,1994,shall overcome our reluctance. This will never be easy.,UNGD
USA,1994,There are no simple formulas. All of us will make these,UNGD
USA,1994,decisions in part based on the distance of the problem,UNGD
USA,1994,"from our shores, the interests of our nation, the difference",UNGD
USA,1994,"we think we can make, the costs required, or the threat to",UNGD
USA,1994,our own citizens in the endeavour.,UNGD
USA,1994,"Hard questions will remain, and cannot be erased by",UNGD
USA,1994,some simple formula. But we should have the confidence,UNGD
USA,1994,"that these efforts can succeed, whether they are efforts to",UNGD
USA,1994,"keep people alive in the face of terrible tragedy, as in",UNGD
USA,1994,"Rwanda, or our efforts to avert a tragedy, as in the Horn",UNGD
USA,1994,"of Africa, or our efforts to support processes that are",UNGD
USA,1994,literally changing the future of millions. History is on,UNGD
USA,1994,our side. We should have confidence about this. Look,UNGD
USA,1994,at the march of freedom we have seen in the last year,UNGD
USA,1994,"alone. Who, a decade ago, would have dared predict the",UNGD
USA,1994,"startling changes in South Africa, in the Middle East and",UNGD
USA,1994,in Ireland; the stunning triumph of democracy and,UNGD
USA,1994,majority rule and the redemption of the purpose of Nelson,UNGD
USA,1994,7,UNGD
USA,1994,,UNGD
USA,1994,,UNGD
USA,1994,Mandela’s life; the brave efforts of Israel and its Arab,UNGD
USA,1994,neighbours to build bridges of peace between their peoples;,UNGD
USA,1994,the earnest search by the people of Northern Ireland and,UNGD
USA,1994,Great Britain and Ireland to end centuries of division and,UNGD
USA,1994,"decades of terror? In each case, credit belongs to those",UNGD
USA,1994,nations’ leaders and their courageous people. But in each,UNGD
USA,1994,instance the United States and other nations were privileged,UNGD
USA,1994,to help in these causes.,UNGD
USA,1994,The growth of cooperation between the United States,UNGD
USA,1994,and the Russian Federation also should give us all great,UNGD
USA,1994,cause for confidence. This is a partnership that is rooted in,UNGD
USA,1994,"democracy, a partnership that is working, a partnership of,",UNGD
USA,1994,"not complete agreement, but genuine mutual respect. After",UNGD
USA,1994,"so many years of nuclear terror, our two nations are taking",UNGD
USA,1994,dramatic steps to ease tensions around the world. For the,UNGD
USA,1994,"first time since the Second World War, foreign troops do",UNGD
USA,1994,not occupy the nations of Central and Eastern Europe. The,UNGD
USA,1994,Baltic nations are free. Russian and American missiles no,UNGD
USA,1994,longer target each other’s people. Three of the four nuclear,UNGD
USA,1994,members of the former Soviet Union have agreed to,UNGD
USA,1994,remove all nuclear weapons from their soil. And we are,UNGD
USA,1994,working on agreements to halt production of fissile,UNGD
USA,1994,materials for nuclear explosives; to make dismantling of,UNGD
USA,1994,nuclear warheads transparent and irreversible; and further,UNGD
USA,1994,to reduce our nuclear weapons and delivery vehicles.,UNGD
USA,1994,The United States and Russia also recognize that we,UNGD
USA,1994,must cooperate to control the emerging danger of terrorists,UNGD
USA,1994,who traffic in nuclear materials. To secure nuclear,UNGD
USA,1994,"materials at their sources, we have agreed with Russia to",UNGD
USA,1994,stop plutonium production by the year 2000; to construct a,UNGD
USA,1994,storage facility for fissile materials and buy up stocks of,UNGD
USA,1994,weapons-grade fuel; and to combat the criminals who are,UNGD
USA,1994,trying to smuggle materials for nuclear explosives. Our,UNGD
USA,1994,two nations and Germany have increased cooperation and,UNGD
USA,1994,"engaged in joint anti-terrorist training. Soon, under the",UNGD
USA,1994,"leadership of our Federal Bureau of Investigation, we will",UNGD
USA,1994,"open a law enforcement training academy in Europe, where",UNGD
USA,1994,police will learn how to combat more effectively trafficking,UNGD
USA,1994,"of nuclear weapons components, as well as the drug trade,",UNGD
USA,1994,organized crime and money laundering.,UNGD
USA,1994,The United States will also advance a wide-ranging,UNGD
USA,1994,non-proliferation agenda: a global convention to halt,UNGD
USA,1994,production of fissile materials; efforts to curb North,UNGD
USA,1994,Korea’s nuclear ambitions; transparent procedures for,UNGD
USA,1994,dismantling nuclear warheads; and our work to ban testing,UNGD
USA,1994,and to extend the Treaty on the Non-Proliferation of,UNGD
USA,1994,Nuclear Weapons. And today I am proposing a first step,UNGD
USA,1994,toward the eventual elimination of a less visible but still,UNGD
USA,1994,deadly threat: the world’s 85 million anti-personnel land-,UNGD
USA,1994,mines - one for every 50 persons on the face of the earth.,UNGD
USA,1994,I ask all nations concerned to join with us and conclude,UNGD
USA,1994,an agreement to reduce the number and availability of,UNGD
USA,1994,those mines. Ridding the world of those often hidden,UNGD
USA,1994,weapons will help to save the lives of tens of thousands,UNGD
USA,1994,"of men, women and innocent children in the years to",UNGD
USA,1994,come.,UNGD
USA,1994,Our progress in the last year also provides,UNGD
USA,1994,confidence that in the post-cold-war years we can adapt,UNGD
USA,1994,and construct global institutions that will help to provide,UNGD
USA,1994,security and increase economic growth throughout the,UNGD
USA,1994,"world. Since I spoke here last year, 22 nations have",UNGD
USA,1994,joined the Partnership for Peace of the North Atlantic,UNGD
USA,1994,Treaty Organization (NATO). The first joint exercises,UNGD
USA,1994,"have been conducted, helping to give Europe the chance",UNGD
USA,1994,to become a more unified continent in which democratic,UNGD
USA,1994,"nations live within secure borders. In Asia, security talks",UNGD
USA,1994,and economic cooperation will lead to further stability.,UNGD
USA,1994,By reducing nations’ fears about their borders and,UNGD
USA,1994,"allowing them to spend less on military defences, our",UNGD
USA,1994,coalition for democracy can give nations in transition a,UNGD
USA,1994,better chance to offer new freedoms and opportunities to,UNGD
USA,1994,their own people. It is time that we think anew about the,UNGD
USA,1994,"structures of this global economy as well, tearing down",UNGD
USA,1994,walls that separate nations instead of hiding behind them.,UNGD
USA,1994,At the Group of Seven meeting at Naples this year,UNGD
USA,1994,"we committed ourselves to this task of renewal, to re-",UNGD
USA,1994,examining the economic institutions that have served us,UNGD
USA,1994,"so well in the past. In the interests of shared prosperity,",UNGD
USA,1994,the United States actively promotes open markets.,UNGD
USA,1994,"Though still in its infancy, the North American Free",UNGD
USA,1994,Trade Agreement has dramatically increased trade,UNGD
USA,1994,between the United States and Mexico and has produced,UNGD
USA,1994,"in the United States alone an estimated 200,000 new jobs.",UNGD
USA,1994,It offers a model to nations throughout the Americas,UNGD
USA,1994,which we hope to build on. And this week I will send,UNGD
USA,1994,legislation to the Congress to implement the General,UNGD
USA,1994,"Agreement on Tariffs and Trade (GATT), the largest",UNGD
USA,1994,trade agreement in all of history. GATT - and its,UNGD
USA,1994,"successor, the World Trade Organization - holds the",UNGD
USA,1994,"promise for all of us of increased exports, higher wages",UNGD
USA,1994,and improved living standards. In the months and years,UNGD
USA,1994,to come we will work no less to extend the reach of open,UNGD
USA,1994,"markets, starting with the Asia-Pacific Economic",UNGD
USA,1994,Cooperation Council and the Summit of the Americas,UNGD
USA,1994,later this year.,UNGD
USA,1994,Here at the United Nations we must develop a,UNGD
USA,1994,concrete plan to meet the challenges of the next 50 years,UNGD
USA,1994,even as we celebrate the last 50 years. I believe we,UNGD
USA,1994,8,UNGD
USA,1994,,UNGD
USA,1994,,UNGD
USA,1994,should declare next year’s fiftieth anniversary not just a,UNGD
USA,1994,year of celebration but a year of renewal. We call on the,UNGD
USA,1994,Secretary-General to name a working group so that by the,UNGD
USA,1994,time we meet next year we will have a concrete action plan,UNGD
USA,1994,to revitalize the obligations of the United Nations to address,UNGD
USA,1994,"the security, economic and political challenges ahead -",UNGD
USA,1994,obligations we must all be willing to assume.,UNGD
USA,1994,"Our objectives should include ready, efficient and",UNGD
USA,1994,"capable United Nations peace-keeping forces, and I am",UNGD
USA,1994,"happy to report that, as I pledged last year and thanks to",UNGD
USA,1994,"support in the United States Congress, $1.2 billion is now",UNGD
USA,1994,available from the United States for this critical account.,UNGD
USA,1994,We must also pledge to keep United Nations reform,UNGD
USA,1994,"moving forward so that we do more with less, and we must",UNGD
USA,1994,improve our ability to respond to urgent needs. Let me,UNGD
USA,1994,suggest that it is time for the members of the Assembly to,UNGD
USA,1994,consider seriously President Menem’s suggestion for the,UNGD
USA,1994,creation of a civilian rapid-response capability for,UNGD
USA,1994,humanitarian crises.,UNGD
USA,1994,And let us not lose sight of the special role that,UNGD
USA,1994,development and democracy can play in preventing,UNGD
USA,1994,conflicts once peace has been established. Never before,UNGD
USA,1994,has the United Nations been in a better position to achieve,UNGD
USA,1994,the democratic goals of our founders. The end of the cold,UNGD
USA,1994,war has freed us from decades of paralysing divisions. And,UNGD
USA,1994,we all know that multilateral cooperation is not only,UNGD
USA,1994,necessary to address the new threats we face but possible,UNGD
USA,1994,to succeed.,UNGD
USA,1994,The efforts we have undertaken together in Haiti are,UNGD
USA,1994,a prime example. Under the sponsorship of the United,UNGD
USA,1994,"Nations, American troops, now being joined by the",UNGD
USA,1994,personnel of an ever-growing international coalition of over,UNGD
USA,1994,"two dozen nations, are giving the people of Haiti their",UNGD
USA,1994,"chance at freedom. Creative diplomacy, the influence of",UNGD
USA,1994,economic power and the credible threat of military force -,UNGD
USA,1994,all have contributed to this moment of opportunity.,UNGD
USA,1994,Essential civil order will be restored. Human rights,UNGD
USA,1994,violations will be curbed. The first refugees will be,UNGD
USA,1994,"returning within hours, on this day. The military leaders",UNGD
USA,1994,will step down. The democratic Government will be,UNGD
USA,1994,restored. President Aristide will return. The multinational,UNGD
USA,1994,mission will turn its responsibilities over to the United,UNGD
USA,1994,"Nations mission, which will remain in Haiti throughout",UNGD
USA,1994,"1995, until a new president is elected. During this time a",UNGD
USA,1994,multinational development effort will make available more,UNGD
USA,1994,than $1 billion to begin helping the Haitians rebuild their,UNGD
USA,1994,"country. In the spirit of reconciliation and reconstruction,",UNGD
USA,1994,President Aristide yesterday called for the immediate easing,UNGD
USA,1994,of sanctions so that the work of rebuilding can begin,UNGD
USA,1994,"immediately. Accordingly, I intend to act expeditiously,",UNGD
USA,1994,within Security Council resolutions 917 (1994) and 940,UNGD
USA,1994,"(1994) to enable us to restore health care, water and",UNGD
USA,1994,"electrical services, construction materials for humanitarian",UNGD
USA,1994,"efforts, and communications, agricultural and educational",UNGD
USA,1994,materials.,UNGD
USA,1994,Today I am also announcing that the United States,UNGD
USA,1994,will suspend all unilateral sanctions against Haiti except,UNGD
USA,1994,those that affect the military leaders and their immediate,UNGD
USA,1994,supporters. This will include regularly scheduled air,UNGD
USA,1994,"flights when the airport becomes available, financial",UNGD
USA,1994,transactions and travel restrictions. I urge all other,UNGD
USA,1994,nations to do the same.,UNGD
USA,1994,"In Haiti, the United States has demonstrated that it",UNGD
USA,1994,would lead a multinational force when our interests are,UNGD
USA,1994,"plain, when the cause is right, when the mission is",UNGD
USA,1994,achievable and the nations of the world stand with us.,UNGD
USA,1994,But Haiti’s people will have to muster the strength and,UNGD
USA,1994,the patience to travel the road of freedom. They have to,UNGD
USA,1994,do this for themselves. Every new democratic nation is,UNGD
USA,1994,fragile. But we will see the day when the people of Haiti,UNGD
USA,1994,fulfil their aspirations to liberty and when they are once,UNGD
USA,1994,again making genuine economic progress.,UNGD
USA,1994,"United Nations actions in Bosnia, like those in Haiti,",UNGD
USA,1994,demonstrate that progress can be made when a coalition,UNGD
USA,1994,backs up diplomacy with military power. For the first,UNGD
USA,1994,"time ever, NATO has taken, since we met last year,",UNGD
USA,1994,military actions beyond the territory of its members. The,UNGD
USA,1994,threat of NATO air power helped to establish the,UNGD
USA,1994,exclusion zone around Sarajevo and to end the Bosnian,UNGD
USA,1994,Serbs’ spring offensive against Gorazde. NATO’s,UNGD
USA,1994,"February ultimatum boosted our mediation efforts, which",UNGD
USA,1994,helped to end the war between the Bosnian Government,UNGD
USA,1994,and the Bosnian Croats and forged a federation between,UNGD
USA,1994,those two communities. To that extent the situation in,UNGD
USA,1994,"Bosnia has improved, but in recent weeks the situation",UNGD
USA,1994,"around Sarajevo has deteriorated substantially, and",UNGD
USA,1994,Sarajevo once again faces the prospect of strangulation.,UNGD
USA,1994,A new resolve by the United Nations to enforce its,UNGD
USA,1994,"resolutions is now necessary to save Sarajevo, and NATO",UNGD
USA,1994,stands ready to act.,UNGD
USA,1994,The situation in Bosnia is yet another reminder of,UNGD
USA,1994,the greatest irony of this century we are leaving. This,UNGD
USA,1994,"century, so full of hope and opportunity and achievement,",UNGD
USA,1994,has also been an age of deep destruction and despair. We,UNGD
USA,1994,cannot help but remember the millions who gave their,UNGD
USA,1994,lives during two world wars and the half century of,UNGD
USA,1994,9,UNGD
USA,1994,,UNGD
USA,1994,,UNGD
USA,1994,struggle by men and women in the East and West who,UNGD
USA,1994,ultimately prevailed in the name of freedom.,UNGD
USA,1994,But we must also think of our children and the world,UNGD
USA,1994,we will leave them in the twenty-first century. History has,UNGD
USA,1994,given us a very rare opportunity - the chance to build on,UNGD
USA,1994,the greatest legacy of this century without reliving its,UNGD
USA,1994,darkest moments. And we have shown that we can carry,UNGD
USA,1994,forward humanity’s ancient quest for freedom to build a,UNGD
USA,1994,world where democracy knows no borders but where,UNGD
USA,1994,"nations know their borders will always be secure, a world",UNGD
USA,1994,that gives all people the chance to realize their potential and,UNGD
USA,1994,to live out their dreams.,UNGD
USA,1995,It is,UNGD
USA,1995,a privilege to speak to the General Assembly today on,UNGD
USA,1995,behalf of the United States.,UNGD
USA,1995,A half-century ago the General Assembly first met,UNGD
USA,1995,"here in New York, across the river in a converted skating",UNGD
USA,1995,rink at Flushing Meadows. In those modest surroundings,UNGD
USA,1995,our predecessors began to put in place an ambitious,UNGD
USA,1995,framework that they hoped would keep the peace as,UNGD
USA,1995,successfully as they had prosecuted the war.,UNGD
USA,1995,"In the years since, the United Nations has helped",UNGD
USA,1995,"bring peace, prosperity and hope to countless people",UNGD
USA,1995,around the world. Technological change has brought,UNGD
USA,1995,nations closer together than the founders of the United,UNGD
USA,1995,9,UNGD
USA,1995,,UNGD
USA,1995,,UNGD
USA,1995,Nations could possibly have foreseen. The United Nations,UNGD
USA,1995,itself has been challenged in unforeseen ways. It has had to,UNGD
USA,1995,"manage complex humanitarian emergencies, from civil wars",UNGD
USA,1995,to mass movements of refugees to health epidemics. This,UNGD
USA,1995,evolution has placed great strains on the Organization and,UNGD
USA,1995,has revealed the necessity for far-reaching changes in how,UNGD
USA,1995,it is run.,UNGD
USA,1995,The Clinton Administration has vigorously made the,UNGD
USA,1995,case to our Congress and our people for continued,UNGD
USA,1995,American leadership at the United Nations. The United,UNGD
USA,1995,States made a commitment to the United Nations Charter,UNGD
USA,1995,"50 years ago, and we are determined to keep our",UNGD
USA,1995,"commitment, including our financial obligations.",UNGD
USA,1995,We will always remember that for millions of people,UNGD
USA,1995,"around the world, the United Nations is far from a faceless",UNGD
USA,1995,"institution. It is, as Harry Truman once said,",UNGD
USA,1995,"“a case of food, a box of school books; it is a doctor",UNGD
USA,1995,who vaccinates children; it is an expert who shows,UNGD
USA,1995,people how to raise more rice and more wheat.”,UNGD
USA,1995,"To millions more around the world, it is the difference",UNGD
USA,1995,between peace and war.,UNGD
USA,1995,"Economic and social development, as well as the",UNGD
USA,1995,"protection of human rights, remain central to the United",UNGD
USA,1995,Nations mission. But the United Nations must change to,UNGD
USA,1995,meet new needs more effectively. When money is wasted,UNGD
USA,1995,"in New York, Geneva or Vienna, when time is lost in",UNGD
USA,1995,"bureaucratic inertia, the people who pay the price are those",UNGD
USA,1995,"most vulnerable to famine, disease and violence.",UNGD
USA,1995,It is time to recognize that the United Nations must,UNGD
USA,1995,"direct its limited resources to the world’s highest priorities,",UNGD
USA,1995,focusing on the tasks that it performs the best. The United,UNGD
USA,1995,"Nations bureaucracy should be smaller, with a clear",UNGD
USA,1995,organizational structure and sharp lines of responsibility.,UNGD
USA,1995,Each programme must be held to a single simple standard:,UNGD
USA,1995,"it must make a tangible contribution to the freedom,",UNGD
USA,1995,security and well-being of real people in the real world.,UNGD
USA,1995,"In the last year, under the leadership of Secretary-",UNGD
USA,1995,"General Boutros-Ghali, the groundwork for substantial",UNGD
USA,1995,change has been laid. The United Nations has an office,UNGD
USA,1995,with the functions of an inspector general and a mandate to,UNGD
USA,1995,crack down on waste and fraud. Under-Secretary-General,UNGD
USA,1995,Joe Connor has embarked on an aggressive campaign to,UNGD
USA,1995,"improve the United Nations management culture, and we",UNGD
USA,1995,fully support his good work. The United Nations Secretariat,UNGD
USA,1995,has moved in the right direction by submitting a budget that,UNGD
USA,1995,"begins to restrain spending, and now this momentum for",UNGD
USA,1995,reform must accelerate.,UNGD
USA,1995,"Let me propose a brief, concrete agenda for reform.",UNGD
USA,1995,"First, we must end United Nations programmes that",UNGD
USA,1995,"have achieved their purpose, and we must consolidate",UNGD
USA,1995,"programmes that overlap, especially in the economic and",UNGD
